State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.95	230	0.0	True
0	frontal_alpha	0.73	230	0.0	True
0	frontal_theta	0.96	230	0.0	True
0	gamma	0.99	230	0.026	True
0	hf-hrv	0.94	230	0.0	True
0	ibi	0.99	230	0.049	True
0	posterior_alpha	0.63	230	0.0	True
1	beta	0.85	138	0.0	True
1	frontal_alpha	0.61	138	0.0	True
1	frontal_theta	0.93	138	0.0	True
1	gamma	0.78	138	0.0	True
1	hf-hrv	0.95	138	0.0	True
1	ibi	0.92	138	0.0	True
1	posterior_alpha	0.57	138	0.0	True
2	beta	0.93	575	0.0	True
2	frontal_alpha	0.73	575	0.0	True
2	frontal_theta	0.95	575	0.0	True
2	gamma	0.98	575	0.0	True
2	hf-hrv	0.99	575	0.0	True
2	ibi	0.99	575	0.0	True
2	posterior_alpha	0.61	575	0.0	True
3	beta	0.85	447	0.0	True
3	frontal_alpha	0.77	447	0.0	True
3	frontal_theta	0.9	447	0.0	True
3	gamma	0.92	447	0.0	True
3	hf-hrv	0.97	447	0.0	True
3	ibi	0.98	447	0.0	True
3	posterior_alpha	0.63	447	0.0	True
