State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.88	219	0.0	True
0	beta	0.27	219	0.0	True
0	frontal_alpha	0.85	219	0.0	True
0	frontal_theta	0.83	219	0.0	True
0	gamma	0.26	219	0.0	True
0	hf-hrv	0.93	219	0.0	True
0	ibi	0.98	219	0.002	True
0	posterior_alpha	0.94	219	0.0	True
0	valence	0.83	219	0.0	True
1	arousal	0.64	426	0.0	True
1	beta	0.3	426	0.0	True
1	frontal_alpha	0.89	426	0.0	True
1	frontal_theta	0.91	426	0.0	True
1	gamma	0.26	426	0.0	True
1	hf-hrv	0.96	426	0.0	True
1	ibi	0.99	426	0.026	True
1	posterior_alpha	0.94	426	0.0	True
1	valence	0.87	426	0.0	True
2	arousal	0.71	169	0.0	True
2	beta	0.26	169	0.0	True
2	frontal_alpha	0.68	169	0.0	True
2	frontal_theta	0.79	169	0.0	True
2	gamma	0.27	169	0.0	True
2	hf-hrv	0.92	169	0.0	True
2	ibi	0.99	169	0.14	False
2	posterior_alpha	0.93	169	0.0	True
2	valence	0.85	169	0.0	True
3	arousal	0.85	576	0.0	True
3	beta	0.26	576	0.0	True
3	frontal_alpha	0.87	576	0.0	True
3	frontal_theta	0.94	576	0.0	True
3	gamma	0.28	576	0.0	True
3	hf-hrv	0.96	576	0.0	True
3	ibi	0.98	576	0.0	True
3	posterior_alpha	0.94	576	0.0	True
3	valence	0.82	576	0.0	True
