State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.89	463	0.0	True
0	valence	0.78	463	0.0	True
1	arousal	0.89	370	0.0	True
1	valence	0.57	370	0.0	True
2	arousal	0.84	264	0.0	True
2	valence	0.86	264	0.0	True
3	arousal	0.94	296	0.0	True
3	valence	0.87	296	0.0	True
