Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	105.32	0.0	[463, 370, 264, 296]	True
arousal	Levene	45.6	0.0	[463, 370, 264, 296]	True
valence	Barlett	89.71	0.0	[463, 370, 264, 296]	True
valence	Levene	71.08	0.0	[463, 370, 264, 296]	True
