Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	460.84	0.0	[463, 370, 264, 296]	True
arousal	Levene	115.54	0.0	[463, 370, 264, 296]	True
valence	Barlett	33.5	0.0	[463, 370, 264, 296]	True
valence	Levene	7.74	0.0	[463, 370, 264, 296]	True
