		spaceship	invasion	asteroids	underwood	overall
valence	mean_valence	0.13692057858341308	0.2736507430281315	0.2363725685717267	-0.623168033841605	-0.01912816703296191
valence	std_valence	0.6213528496509134	0.692665667632922	0.7274689007153103	0.5048217588015648	0.7402701835544493
valence	min_valence	-1.0	-1.0	-1.0	-1.0	-1.0
valence	max_valence	1.0	1.0	1.0	1.0	1.0
arousal	mean_arousal	-0.7297189066735841	-0.3355652603013798	-0.3620420478965876	0.2971686139970824	-0.2723141202983247
arousal	std_arousal	0.4460893264486262	0.6354086272816367	0.6306774127593124	0.7037321803885164	0.7214192671785528
arousal	min_arousal	-1.0	-1.0	-1.0	-1.0	-1.0
arousal	max_arousal	1.0	1.0	1.0	1.0	1.0
