Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	99.41	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	27.0	0.0	[310, 342, 409, 331]	True
ibi	Barlett	17.07	0.001	[310, 342, 409, 331]	True
ibi	Levene	4.75	0.003	[310, 342, 409, 331]	True
