State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.62	219	0.0	True
0	beta	0.88	219	0.0	True
0	frontal_alpha	0.7	219	0.0	True
0	frontal_theta	0.93	219	0.0	True
0	gamma	0.82	219	0.0	True
0	hf-hrv	0.95	219	0.0	True
0	ibi	0.98	219	0.001	True
0	posterior_alpha	0.6	219	0.0	True
0	valence	0.93	219	0.0	True
1	arousal	0.91	426	0.0	True
1	beta	0.92	426	0.0	True
1	frontal_alpha	0.63	426	0.0	True
1	frontal_theta	0.64	426	0.0	True
1	gamma	0.89	426	0.0	True
1	hf-hrv	0.95	426	0.0	True
1	ibi	0.99	426	0.063	False
1	posterior_alpha	0.4	426	0.0	True
1	valence	0.68	426	0.0	True
2	arousal	0.77	169	0.0	True
2	beta	0.74	169	0.0	True
2	frontal_alpha	0.54	169	0.0	True
2	frontal_theta	0.72	169	0.0	True
2	gamma	0.6	169	0.0	True
2	hf-hrv	0.94	169	0.0	True
2	ibi	0.98	169	0.063	False
2	posterior_alpha	0.44	169	0.0	True
2	valence	0.9	169	0.0	True
3	arousal	0.75	576	0.0	True
3	beta	0.94	576	0.0	True
3	frontal_alpha	0.65	576	0.0	True
3	frontal_theta	0.96	576	0.0	True
3	gamma	0.91	576	0.0	True
3	hf-hrv	0.96	576	0.0	True
3	ibi	1.0	576	0.089	False
3	posterior_alpha	0.71	576	0.0	True
3	valence	0.89	576	0.0	True
