Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	62.15	0.0	[463, 370, 264, 296]	True
arousal	Levene	33.54	0.0	[463, 370, 264, 296]	True
valence	Barlett	69.36	0.0	[463, 370, 264, 296]	True
valence	Levene	39.05	0.0	[463, 370, 264, 296]	True
