Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	30.36	0.0	[463, 370, 264, 296]	True
arousal	Levene	8.51	0.0	[463, 370, 264, 296]	True
valence	Barlett	114.72	0.0	[463, 370, 264, 296]	True
valence	Levene	56.13	0.0	[463, 370, 264, 296]	True
