timestamp	hf-hrv	posterior_alpha	frontal_alpha	frontal_theta	gamma	beta	state
44	-0.4750149176963808	-0.41378622696084844	-0.12725842114944438	0.02927208377072639	-0.6717281033179299	-0.7888466342667769	0
45	-0.43569995162070857	-0.41712158698764157	-0.11802770605721434	-0.0723126166640712	-0.7082185159260621	-0.6842303897578071	0
46	-0.3759204779101248	-0.4736152471210359	-0.23442468054017934	-0.5593855226569889	-0.8282289965390708	-0.751148492887004	0
47	-0.30682517629473915	-0.47070381330950545	-0.30369444260207845	-0.8016914723253872	-0.7763673147831299	-0.4759239550228355	0
48	-0.20803864192414862	-0.27575071715373073	-0.08209065112489648	-0.5410114646242629	-0.5694507595992928	-0.23804861204816738	0
49	-0.05568002329455676	0.19571667878637183	0.23775605152789034	-0.23179598021400963	-0.4567059712758176	-0.09971229747306483	3
50	0.13785695445994786	0.12376223003220993	0.2230211543490585	-0.31469896065200736	-0.6101394987896492	-0.3122506108371341	3
51	0.34738549928431744	-0.5110716953561686	-0.2306166780868211	-0.3141161114486759	-0.6807167830664796	-0.7849988940916586	0
52	0.5572812109255744	-0.524853833001346	-0.38513009346398286	-0.39654725625066833	-0.6870851513483949	-0.8158163289641001	0
53	0.7537788974539718	-0.42944375080837355	-0.3773311103454082	-0.6387873295978305	-0.7263201744576032	-0.8494441239284061	0
54	0.9248685497320119	-0.4162746411303074	-0.33180791742037075	-0.5395429418208986	-0.7466968049320682	-0.6132707459159609	0
55	1.0607440263326846	-0.23231559935968046	-0.14335876110776732	-0.40710273297634403	-0.6880688260214346	-0.25276714722056043	0
56	1.1542744751024139	-0.3717904615057074	-0.3007214291589093	0.36651498008538913	-0.6967525442155158	-0.489350262228642	0
57	1.2012631660401243	-0.616776585018062	-0.5001209032357177	0.3176064659879881	-0.7679274303710943	-0.602234163253282	0
58	1.2003836889442372	-0.570550413178385	-0.4886393699720403	-0.5642997077629786	-0.7949849234072911	-0.5371392543902296	0
59	1.1528763946773093	-0.4659585223364792	-0.43991682766880474	-0.49543232552327227	-0.8021587184672448	-0.26640093292206846	0
60	1.066171376813579	-0.39389411357061754	-0.34401170655998964	-0.2954776444891328	-0.7804088663393977	-0.1580854999877312	0
61	0.9422916402020259	-0.32759667326113784	0.032615392630668406	-0.46191536471276845	-0.6933007399541984	-0.4456361617545485	0
62	0.7754325996734098	-0.3709421299516917	-0.10621976260601591	-0.5120709531266757	0.7600570801436304	0.06258260241878413	3
63	0.5665855426150638	-0.41860419543317784	-0.5220640453945656	-0.045281214009307534	1.56026186486079	0.47430268674178433	3
64	0.32278748339032726	-0.40162620337617333	-0.5457303632963898	0.5253336995559108	1.2414720135119595	0.9234163349864467	3
65	0.05444497487981513	-0.25932018682362634	-0.41020778408253966	0.9052495606862868	1.389060001848448	1.342529755657773	3
66	-0.22530338625705104	-0.24626321265763576	-0.4435403486847193	0.31545904103496736	0.32378381849442484	0.25142030542345783	1
67	-0.5012030404343077	-0.4164408652338246	-0.49905251178052235	-0.5415835509916541	-0.6934284732821173	-0.8096214368491935	1
68	-0.7558857459510827	-0.4865714402576062	-0.42555773603244446	-0.5283326924366637	-0.7393225928380922	-0.8244564443606331	1
69	-0.9679770544533056	-0.5826866460961492	-0.5649690311788064	0.04173224499551083	-0.7045112834789002	-0.7732890694237783	1
70	-1.1104055145925007	-0.5022374540856969	-0.4919914816580764	0.24341571649864274	-0.8038104626288568	-0.712960496327942	1
71	-1.15813151231921	-0.34292789099768545	-0.4838837828102783	-0.3130002955547247	-0.8194832018079582	-0.6339851867374537	1
72	-1.1264423916164428	-0.3759162131536992	-0.5758196716533762	-0.3406599637690857	-0.7050148189504487	-0.8236248759461937	1
73	-1.054061915152541	-0.56531186894438	-0.6094892571009853	-0.10655706466045478	-0.5524538906093667	-0.7440110903603856	1
74	-0.9600179581632234	-0.481986431110504	-0.24379542579297359	0.03777460523619553	-0.5792660200744023	-0.5245898068522636	1
75	-0.8539155624106383	-0.46464616516013524	-0.29186848977426094	-0.30444072758107166	-0.7414926796343263	-0.5554042240074486	1
76	-0.7502836472697161	-0.6446723505360717	-0.6449713864440539	-0.8787426320891942	-0.7914969250556214	-0.8953076653121069	1
77	-0.664697344959947	-0.627735541634019	-0.5300988119076333	-0.8846154967312032	-0.7623399117989319	-0.9849838513042669	1
78	-0.6049621040627529	-0.40001305711382845	-0.24619099250136772	-0.4361208256028006	-0.6617418433155621	-0.6226359198845198	1
79	-0.5740603895165077	-0.13633784263172039	0.09967342488734014	-0.34574745886319547	-0.7202887081842163	-0.5696945634023398	1
80	-0.5708499462994674	0.3529729416641733	0.17941189039176283	-0.5882715789859516	-0.7244552617240718	-0.7026879114184016	1
81	-0.5886993610844654	0.444543180734643	0.013992790972851011	-0.6079487383070241	-0.6469102787359148	-0.42216050174721587	1
82	-0.6051624697770296	-0.03243992355137821	-0.07165849783322768	-0.7266864805302542	-0.6705178085686937	-0.233686629246852	1
83	-0.5816536426984114	-0.3849046198507005	-0.293225717827433	-0.20973438895549723	-0.7353475347800936	-0.6083945997509999	1
84	-0.5170568751149333	-0.5753697950485857	-0.6121980470650809	0.03878013007782735	-0.7905003553518009	-0.8527334748214256	1
85	-0.44279063058651225	-0.4532907426582915	-0.4189124363768975	-0.4221810957041848	-0.7494549956614487	-0.6537657840374155	1
86	-0.3771475398500293	-0.3337760458638721	-0.04381288304802177	0.6484488584014863	-0.7175219206800855	-0.6673092534847946	1
87	-0.33091834207864584	-0.5174693177658788	-0.3057310212258547	1.0146182856876893	-0.6784565010573493	-0.806300272375535	1
88	-0.30926251773809216	-0.5862785350421067	-0.7163090154735404	-0.33185400241724344	-0.09469031465776113	0.37449738888722733	1
89	-0.313517577986314	-0.12596098943410683	-0.48775372081137486	-0.28599258047893755	-0.06393873199004224	0.7697755650798273	1
90	-0.34085315724170734	0.1954773878737273	-0.14265481965623733	0.7082787098365478	-0.5820299886081675	-0.11838705508996002	1
91	-0.38226354212938807	-0.0615814750640527	-0.2387813635410636	0.8867650371107383	-0.6034611749359325	-0.30900355330312657	1
92	-0.42708678146172074	-0.5587272884726062	-0.6922832867697948	0.34424242268368876	-0.6283640082402316	-0.7028095742684324	1
93	-0.4765852479034673	-0.7532633573974922	-0.8302484941244382	0.21303721307205575	-0.4677570058436439	-0.5266410094862863	1
94	-0.5396627453459716	-0.6665022781422331	-0.6599240387763516	-0.08823411863105414	0.11745366714260315	-0.012884666469066771	1
95	-0.618760314824441	-0.6877880031863838	-0.714796357395804	-0.41102402942289157	0.15725790321707503	-0.1378959018648313	1
96	-0.7091359899536557	-0.7608323226913222	-0.8626198324839526	-0.5485358167296289	0.17627800845899905	0.07810428236486384	1
97	-0.8008082618409793	-0.763472740297032	-0.8494844942292249	-0.266340097352145	0.14035053971770775	0.20606034054926411	1
98	-0.8778402190156058	-0.2952714308408605	0.06723867770040906	0.06697969703714544	0.21406682331166452	0.6029974138233883	1
99	-0.9184163212905322	-0.22917070029842115	0.2600219077353892	-0.41618733043540473	0.09302153329251914	0.4280130774983849	1
100	-0.8985449304757825	-0.6929128155270589	-0.6541148925218444	-0.3802910802118864	-0.6037242043033889	-0.324417819301566	1
101	-0.8119167802443993	-0.8047401235075803	-0.8648259614747773	-0.4893246559580166	-0.7089205167256238	-0.45508597707874193	1
102	-0.686026537052921	-0.7890214845855181	-0.8402134677903247	-0.6363744146853356	-0.7446186922036648	-0.5621747510923469	1
103	-0.5523306369562336	-0.6397170713239747	-0.6577421171009896	-0.41146461341927126	-0.7143999573001719	-0.6188996467746113	1
104	-0.42460281836215186	-0.47153167399879165	-0.43234552290381856	-0.39366807434286993	-0.6786740046823461	-0.5405899852475956	1
105	-0.3068048705227133	-0.22975796676263896	-0.10116921764790998	-0.6192106224977458	-0.27184252219740984	-0.15694732929241362	1
106	-0.19098838747185784	-0.38139914172121725	-0.3118020994197744	-0.7577235756169279	-0.2079919224898805	-0.2132697265586791	1
107	-0.05173074269896393	-0.7373154287280933	-0.8434596678993047	-0.38807732060411915	-0.4950737772297192	-0.5260671625188643	0
108	0.1159533307247191	-0.7458530911774821	-0.8491339090703401	-0.1935744975116033	-0.45594657499320024	-0.5170350499987367	0
109	0.2872013434336028	-0.7454696782263517	-0.7412936888048306	0.13538536099253787	-0.6072855187125153	-0.6683931605175116	0
110	0.44309957943067657	-0.7523898321809716	-0.760800956670854	0.2350515400686457	-0.6515009303278088	-0.6810580735603283	0
111	0.5722013576435002	-0.6900331647466876	-0.6369225060570373	-0.12505924044733105	-0.5164724465772951	-0.3627755749820043	0
112	0.6670811454968277	-0.4433145729504118	-0.13297653269820223	-0.026873168811316128	-0.3207155680550837	-0.22973136755202278	0
113	0.7242660538216333	-0.2666029056289384	-0.13385827935453457	-0.09442514154245144	-0.38711777427372657	-0.34296367208832973	0
114	0.7445550819416914	-0.5149268745195589	-0.6194502916073977	-0.5124339832399523	-0.6311661875458207	-0.6341163897280562	0
115	0.7332658852234952	-0.7576732448327127	-0.7874117541729971	-0.3763789822864032	-0.6345792781581734	-0.6238724719708821	0
116	0.7005992384345907	-0.582573533591024	-0.5093256330226691	-0.09650126825894335	-0.6428893629181037	-0.4467016648165089	0
117	0.6687367261356446	-0.5116136395382989	-0.457434445903386	-0.455887501638577	-0.6247079133195305	-0.5461782582039962	0
118	0.6648035978800009	-0.6658071147447572	-0.7294919753827507	-0.7243602424551475	-0.5569918023959958	-0.7253742948754682	0
119	0.6894536938752402	-0.4357038628340112	-0.5802107578429511	-0.016942615059900325	-0.36631121007322903	-0.26114577800217115	0
120	0.7308202206104446	-0.2711423134853403	-0.191998418128791	0.24241781342239746	-0.28384411594345793	-0.09819228914237461	0
121	0.7802546323720961	0.12532823894008718	0.47597268868436465	-0.35919291268977543	-0.3430115413926683	-0.26707668216922975	3
122	0.8271591427691035	0.1130589137498115	0.3736562510989601	0.04367952183068776	-0.34732353077391265	-0.27479919995861085	3
123	0.8684346932335345	-0.4977055229071571	-0.47410560136141017	0.21953380646907592	-0.407623718749131	-0.4374761590037374	0
124	0.9105971457718925	-0.5561136337737042	-0.6969516683740103	-0.22236974078689523	-0.5204661544430893	-0.5561732574789899	0
125	0.9760654366860718	-0.5718979640446946	-0.7307955558586562	-0.24893957551257867	-0.6641936180849758	-0.7936308211759328	0
126	1.098579098847065	-0.529556983676969	-0.6274931762416184	-0.41327039051565734	-0.6316359233292239	-0.5036289963439324	0
127	1.328820077941818	-0.31477507750275735	-0.26729271557809026	-0.5237192909744666	-0.5667759287894386	-0.4358968910521138	0
128	1.6624174423985696	-0.011025118191561665	0.5918078087787636	0.006831264806495463	-0.48075306593597644	-0.5301723507453111	3
129	2.033106916092283	0.07522892458065308	1.0827741082102418	0.22590933215560186	-0.4150831576407612	-0.3858655117060908	3
130	2.392863356089155	-0.2683300870515601	0.24060781753867733	-0.12527753587386206	-0.4581781957902153	-0.5233850200042672	3
131	2.7079541096428086	2.471116889817374	2.771780216814877	-0.00839040571804513	-0.5943277806195918	0.6323394056238966	2
132	2.9530456975762993	3.1908064585774127	3.907180204662836	0.14855514968181208	-0.685052508316122	0.5741438568608843	2
133	3.1114038810662716	0.13852639257268776	0.6131803728575415	0.4475127360857924	-0.6733827004923798	-0.8066514677568554	3
134	3.1756418235589208	-0.4379653944291359	-0.1693284686307564	0.2980952755855936	-0.7135047626022718	-0.785444031416509	0
135	3.148135720945978	-0.2995417001178442	0.002735433723891389	-0.3112349684640702	-0.6606995085941133	-0.7588252453456111	0
136	3.0408393774433455	-0.4803785013379732	-0.3976197601503614	-0.3246171517328157	-0.5216823571239	-0.6226784047381788	0
137	2.874552781148817	-0.17003905494454466	-0.005261032050143273	0.40930452783746635	-0.5363228226491219	-0.5369732064832219	0
138	2.6779682044514246	0.2302168633592515	0.33128655751908	0.7254954431774974	-0.6802373423606557	-0.7268303718126937	3
139	2.4936259246701766	-0.12448453009737842	-0.1369961082019166	-0.034639955262034214	-0.7271633296160726	-0.6414607697143958	3
140	2.3699548477265457	1.1354147892662672	1.3458418224647468	-0.08333495997512116	-0.698031924313303	-0.28005509641565796	2
141	2.3063469035630155	1.6659088659742167	2.358191962818354	0.37046940208423423	-0.47449486872787977	0.035248139329060006	2
