timestamp	hf-hrv	posterior_alpha	state
0	1.493243853967006	-0.6838663546938532	2
1	1.4578082794622604	-0.6780226769932199	2
2	1.3549401613909668	-0.6526309112646123	2
3	1.195281961331409	-0.6817121916224091	2
4	0.9959018371956109	-0.709471755385662	2
5	0.7793564929907385	-0.7405014734642652	2
6	0.5725324590310016	-0.7774080123635743	2
7	0.41028307902672123	-0.5548631562548877	2
8	0.31721765648272826	-0.3273918257812719	2
9	0.2675520870855045	-0.48120699589683597	2
10	0.21876514926262433	-0.6348625354680723	2
11	0.15261482411756447	-0.5883992762162327	0
12	0.06279226617207416	-0.5092352005334957	0
13	-0.04772993431473837	-0.4155471055225259	0
14	-0.1668440946635841	-0.49946843098325305	0
15	-0.2677771626289088	-0.47857200729001037	0
16	-0.3201152708570359	-0.43571432603021915	0
17	-0.32908462073428024	-0.5819490527819805	0
18	-0.3223092570885295	-0.4146952044285486	0
19	-0.3163819843658666	-0.29925192614686574	0
20	-0.3218112887870462	-0.45543310774318885	0
21	-0.3452284825748289	-0.5564419498012987	0
22	-0.39009161726296343	-0.6356017302144857	0
23	-0.4576493719295587	-0.6280877412208851	0
24	-0.5458558515881007	-0.4921098559254793	0
25	-0.6461814905528651	-0.407919785816943	0
26	-0.7412111068985724	-0.42360395481699636	0
27	-0.8028493303680314	-0.4761416445544391	0
28	-0.7862256947138541	-0.44256129807675487	0
29	-0.6790690071686617	-0.3582184369787058	0
30	-0.5192031164511822	-0.08866837751037523	0
31	-0.3416307502691007	-0.2700430171707948	0
32	-0.16904991411309092	-0.7102431205021731	0
33	-0.01927849984899166	-0.5769676434817744	0
34	0.09378753028004565	-0.5700365816783864	0
35	0.1604625742774872	-0.5860579553518364	0
36	0.17583005929471066	-0.44703661819868695	0
37	0.140213970497708	-0.46727613245855487	0
38	0.059455546884020924	-0.5369064570905648	0
39	-0.05489952086651938	-0.5582269173548916	0
40	-0.18480809268884696	-0.5161208231350944	0
41	-0.30804584141344454	-0.5931343335550165	0
42	-0.4066814245460177	-0.6406329486982423	0
43	-0.46737569768544496	-0.4497669222181147	0
44	-0.4750149176963808	-0.41378622696084844	0
45	-0.43569995162070857	-0.41712158698764157	0
46	-0.3759204779101248	-0.4736152471210359	0
47	-0.30682517629473915	-0.47070381330950545	0
48	-0.20803864192414862	-0.27575071715373073	0
49	-0.05568002329455676	0.19571667878637183	3
50	0.13785695445994786	0.12376223003220993	3
51	0.34738549928431744	-0.5110716953561686	2
52	0.5572812109255744	-0.524853833001346	2
53	0.7537788974539718	-0.42944375080837355	2
54	0.9248685497320119	-0.4162746411303074	2
55	1.0607440263326846	-0.23231559935968046	2
56	1.1542744751024139	-0.3717904615057074	2
57	1.2012631660401243	-0.616776585018062	2
58	1.2003836889442372	-0.570550413178385	2
59	1.1528763946773093	-0.4659585223364792	2
60	1.066171376813579	-0.39389411357061754	2
61	0.9422916402020259	-0.32759667326113784	2
62	0.7754325996734098	-0.3709421299516917	2
63	0.5665855426150638	-0.41860419543317784	2
64	0.32278748339032726	-0.40162620337617333	2
65	0.05444497487981513	-0.25932018682362634	2
66	-0.22530338625705104	-0.24626321265763576	0
67	-0.5012030404343077	-0.4164408652338246	0
68	-0.7558857459510827	-0.4865714402576062	0
69	-0.9679770544533056	-0.5826866460961492	0
70	-1.1104055145925007	-0.5022374540856969	0
71	-1.15813151231921	-0.34292789099768545	0
72	-1.1264423916164428	-0.3759162131536992	0
73	-1.054061915152541	-0.56531186894438	0
74	-0.9600179581632234	-0.481986431110504	0
75	-0.8539155624106383	-0.46464616516013524	0
76	-0.7502836472697161	-0.6446723505360717	0
77	-0.664697344959947	-0.627735541634019	0
78	-0.6049621040627529	-0.40001305711382845	0
79	-0.5740603895165077	-0.13633784263172039	3
80	-0.5708499462994674	0.3529729416641733	3
81	-0.5886993610844654	0.444543180734643	3
