Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	287.52	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	87.26	0.0	[310, 342, 409, 331]	True
ibi	Barlett	136.95	0.0	[310, 342, 409, 331]	True
ibi	Levene	38.28	0.0	[310, 342, 409, 331]	True
