State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.91	463	0.0	True
0	valence	0.78	463	0.0	True
1	arousal	0.96	370	0.0	True
1	valence	0.32	370	0.0	True
2	arousal	0.95	264	0.0	True
2	valence	0.62	264	0.0	True
3	arousal	0.98	296	0.001	True
3	valence	0.78	296	0.0	True
