timestamp	posterior_alpha	state
0	-0.7487477323385489	0
1	-0.7622430865941558	0
2	-0.8898994494960513	0
3	-0.9816132723947023	0
4	-0.7636410970572036	0
5	-0.4572106540867443	0
6	-0.10241550598426435	1
7	0.15461524388607864	1
8	-0.18776877542116735	1
9	-0.33987892109392026	1
10	-0.3525559168635917	1
11	-0.694074556791026	0
12	-0.8279972328980605	0
13	-0.7151374413139632	0
14	-0.7266930362421734	0
15	-0.6883966505737078	0
16	-0.47993892860884757	0
17	-0.19617913063328812	1
18	0.04386730390911957	1
19	0.1667126556355889	1
20	0.21556893545992273	1
21	-0.00038611116610295476	1
22	0.07823205547503832	1
23	-0.1007789874061991	1
24	-0.6634133436874582	0
25	0.21768160011659182	1
26	0.5289452815959215	1
27	0.19072291592651294	1
28	0.2277462020082487	1
29	-0.2694452530039417	1
30	-0.6584871187189328	0
31	-0.6624730484920831	0
32	-0.5363167676125272	0
33	-0.34463300251033174	0
34	-0.49066258261821755	0
35	-0.7481168876092741	0
36	-0.5424202556731608	0
37	-0.6968342172202698	0
38	-0.3209465304264606	1
39	0.16666197692034554	1
40	0.17318432203788386	1
41	0.38602599908851815	1
42	1.0950971008065702	2
43	0.7140470003032608	2
44	0.18419466612656588	1
45	0.12394107499045827	1
46	-0.6596911776519336	0
47	-0.9856361297946904	0
48	-0.7975681653830833	0
49	-0.6508341132221953	0
50	-0.5448626023590895	0
51	-0.49877008276877355	0
52	-0.6354394578799191	0
53	-0.672583126353011	0
54	-0.5073943830383311	0
55	-0.3819515422998325	0
56	-0.6063838195661324	0
57	-0.8213589812720242	0
58	-0.8822585611147863	0
59	-0.029621023799587937	1
60	0.5859139349848019	2
61	0.36609080220026274	2
62	1.1799393022366949	2
63	0.6771391343145785	2
64	-0.7322847735962796	1
65	-0.40851950881795446	1
66	0.3871748106979883	1
67	0.028703552376187012	1
68	-0.04509399188996871	1
69	0.001620092097738747	1
70	-0.4844105431658547	0
71	-0.5776201300438442	0
72	-0.7791719645558639	0
73	-0.5449702973757597	0
74	-0.3105234857597439	0
75	-0.6335630755361344	0
76	-0.621445868018283	0
77	0.018765239733624837	1
78	-0.0006218359898398989	1
79	-0.24207417398546996	1
80	0.7444790483679649	2
81	0.6588099752942013	2
82	-0.6295123383034914	0
83	-0.8118500663032004	0
84	-0.8368879496657265	0
85	-1.0791069004952696	0
86	-0.9404127342030424	0
87	-0.601258490969399	0
88	-0.45808459197420315	0
89	-0.5382150927415177	0
90	-0.5233914524678327	0
91	-0.6114907941656089	0
92	-0.8039058363598486	0
93	-0.7286346090134943	0
94	-0.22173228147287977	1
95	0.7475999134508796	2
96	0.9021649548898553	2
97	-0.026560238684180948	1
98	-0.6267550969086457	0
99	-0.5461719525043093	0
100	-0.23769425989674517	0
101	-0.3044673954928852	0
102	-0.6897789945841949	0
103	-0.01511876297126831	1
104	0.4544617149485072	1
105	-0.08885856937195909	1
106	-0.46317566975996144	1
107	-0.24149393325870322	1
108	-0.3371500030445441	1
109	-0.569529549710609	1
