State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.94	278	0.0	True
0	frontal_alpha	0.95	278	0.0	True
0	frontal_theta	0.95	278	0.0	True
0	gamma	0.96	278	0.0	True
0	posterior_alpha	0.83	278	0.0	True
1	beta	0.95	358	0.0	True
1	frontal_alpha	0.78	358	0.0	True
1	frontal_theta	0.96	358	0.0	True
1	gamma	0.91	358	0.0	True
1	posterior_alpha	0.53	358	0.0	True
2	beta	0.99	117	0.375	False
2	frontal_alpha	0.73	117	0.0	True
2	frontal_theta	0.9	117	0.0	True
2	gamma	0.85	117	0.0	True
2	posterior_alpha	0.66	117	0.0	True
3	beta	0.97	637	0.0	True
3	frontal_alpha	0.96	637	0.0	True
3	frontal_theta	0.96	637	0.0	True
3	gamma	0.94	637	0.0	True
3	posterior_alpha	0.94	637	0.0	True
