Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	186.9	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	38.1	0.0	[310, 342, 409, 331]	True
ibi	Barlett	136.49	0.0	[310, 342, 409, 331]	True
ibi	Levene	35.06	0.0	[310, 342, 409, 331]	True
