State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.73	278	0.0	True
0	frontal_alpha	0.58	278	0.0	True
0	frontal_theta	0.7	278	0.0	True
0	gamma	0.48	278	0.0	True
0	posterior_alpha	0.57	278	0.0	True
1	beta	0.67	358	0.0	True
1	frontal_alpha	0.58	358	0.0	True
1	frontal_theta	0.76	358	0.0	True
1	gamma	0.45	358	0.0	True
1	posterior_alpha	0.59	358	0.0	True
2	beta	0.73	117	0.0	True
2	frontal_alpha	0.62	117	0.0	True
2	frontal_theta	0.6	117	0.0	True
2	gamma	0.57	117	0.0	True
2	posterior_alpha	0.67	117	0.0	True
3	beta	0.31	637	0.0	True
3	frontal_alpha	0.63	637	0.0	True
3	frontal_theta	0.8	637	0.0	True
3	gamma	0.13	637	0.0	True
3	posterior_alpha	0.65	637	0.0	True
