dataset,sj_id,quadrant,dimension,statistic,values
affectivevr,27.0,LP,valence,std,0.15296947585465331
affectivevr,27.0,LP,arousal,mean,-0.14529604192378312
affectivevr,27.0,LP,arousal,std,0.340704574895075
affectivevr,27.0,LP,distance,mean,0.9888345283751043
affectivevr,27.0,LP,distance,std,0.1501049640997882
affectivevr,27.0,LP,angle,mean,-0.1084608404075622
affectivevr,27.0,LP,angle,std,0.3298045606752285
affectivevr,27.0,LN,valence,mean,-0.2642486326880548
affectivevr,27.0,LN,valence,std,0.2806256917617786
affectivevr,27.0,LN,arousal,mean,-0.3630375457855355
affectivevr,27.0,LN,arousal,std,0.13092831313690137
affectivevr,27.0,LN,distance,mean,0.6606147406705551
affectivevr,27.0,LN,distance,std,0.20121035442776977
affectivevr,27.0,LN,angle,mean,-0.22307994073454096
affectivevr,27.0,LN,angle,std,0.4669284731919414
affectivevr,27.0,HN,valence,mean,-0.5442602545223371
affectivevr,27.0,HN,valence,std,0.1479173626213739
affectivevr,27.0,HN,arousal,mean,-0.352405817550366
affectivevr,27.0,HN,arousal,std,0.24577817848964237
affectivevr,27.0,HN,distance,mean,0.8658227977203304
affectivevr,27.0,HN,distance,std,0.1709298740685334
affectivevr,27.0,HN,angle,mean,-0.6130163625467375
affectivevr,27.0,HN,angle,std,0.42282498201590696
affectivevr,28.0,HP,valence,mean,0.8259747796405987
affectivevr,28.0,HP,valence,std,0.2247215993049938
affectivevr,28.0,HP,arousal,mean,0.9243905147400993
affectivevr,28.0,HP,arousal,std,0.14441511911943167
affectivevr,28.0,HP,distance,mean,1.268644160702854
affectivevr,28.0,HP,distance,std,0.13062289126163948
affectivevr,28.0,HP,angle,mean,0.8507360843093394
affectivevr,28.0,HP,angle,std,0.22189869143892316
affectivevr,28.0,LP,valence,mean,0.7189187656175197
affectivevr,28.0,LP,valence,std,0.22029492666028946
affectivevr,28.0,LP,arousal,mean,-0.24049341756797907
affectivevr,28.0,LP,arousal,std,0.22316264015556317
affectivevr,28.0,LP,distance,mean,0.8391383926584246
affectivevr,28.0,LP,distance,std,0.215493809194915
affectivevr,28.0,LP,angle,mean,-0.14346950085321367
affectivevr,28.0,LP,angle,std,0.7052268110735319
affectivevr,28.0,LN,valence,mean,-0.5526608221067298
affectivevr,28.0,LN,valence,std,0.189015687018916
affectivevr,28.0,LN,arousal,mean,0.020620520376551155
affectivevr,28.0,LN,arousal,std,0.2235029466108639
affectivevr,28.0,LN,distance,mean,0.7206370848385548
affectivevr,28.0,LN,distance,std,0.1921336017856262
affectivevr,28.0,LN,angle,mean,0.34764970235108095
affectivevr,28.0,LN,angle,std,1.2676019370976168
affectivevr,28.0,HN,valence,mean,-0.8711985932552205
affectivevr,28.0,HN,valence,std,0.20908749155501916
affectivevr,28.0,HN,arousal,mean,0.39240347756251565
affectivevr,28.0,HN,arousal,std,0.35230163876662396
affectivevr,28.0,HN,distance,mean,1.0407208519336208
affectivevr,28.0,HN,distance,std,0.19719957033641253
affectivevr,28.0,HN,angle,mean,2.030690216010583
affectivevr,28.0,HN,angle,std,1.232207100566893
affectivevr,29.0,HP,valence,mean,0.6652909828929552
affectivevr,29.0,HP,valence,std,0.30078502137234103
affectivevr,29.0,HP,arousal,mean,0.5391278079271276
affectivevr,29.0,HP,arousal,std,0.32925875027535273
affectivevr,29.0,HP,distance,mean,0.985342295501385
affectivevr,29.0,HP,distance,std,0.21860913739829502
affectivevr,29.0,HP,angle,mean,0.6011562084658116
affectivevr,29.0,HP,angle,std,0.49087445676038904
affectivevr,29.0,LP,valence,mean,0.8762497001617692
affectivevr,29.0,LP,valence,std,0.18704161039005643
affectivevr,29.0,LP,arousal,mean,-0.19926385936378746
affectivevr,29.0,LP,arousal,std,0.5600457415471611
affectivevr,29.0,LP,distance,mean,1.0780112414409768
affectivevr,29.0,LP,distance,std,0.19180235636674858
affectivevr,29.0,LP,angle,mean,-0.21818802208476096
affectivevr,29.0,LP,angle,std,0.5461915518703057
affectivevr,29.0,LN,valence,mean,-0.3210791506197613
affectivevr,29.0,LN,valence,std,0.5742950586982903
affectivevr,29.0,LN,arousal,mean,-0.386473369127003
affectivevr,29.0,LN,arousal,std,0.4643949257904641
affectivevr,29.0,LN,distance,mean,0.8829896585538073
affectivevr,29.0,LN,distance,std,0.2802573898506251
affectivevr,29.0,LN,angle,mean,-1.1849871933173057
affectivevr,29.0,LN,angle,std,1.5148979840594947
affectivevr,29.0,HN,valence,mean,-0.8200041954823987
affectivevr,29.0,HN,valence,std,0.2523304370045448
affectivevr,29.0,HN,arousal,mean,0.6067796113463528
affectivevr,29.0,HN,arousal,std,0.31424845220740855
affectivevr,29.0,HN,distance,mean,1.1176135636731594
affectivevr,29.0,HN,distance,std,0.2066663497867244
affectivevr,29.0,HN,angle,mean,2.0168140845607927
affectivevr,29.0,HN,angle,std,1.301105636698276
affectivevr,30.0,HP,valence,mean,-0.042028982410163895
affectivevr,30.0,HP,valence,std,0.47861363037755683
affectivevr,30.0,HP,arousal,mean,0.7384793917156048
affectivevr,30.0,HP,arousal,std,0.2331023191449112
affectivevr,30.0,HP,distance,mean,0.9758865544432291
affectivevr,30.0,HP,distance,std,0.1648704710844708
affectivevr,30.0,HP,angle,mean,1.2463630679197537
affectivevr,30.0,HP,angle,std,0.9159915732309978
affectivevr,30.0,LP,valence,mean,0.7498493240334572
affectivevr,30.0,LP,valence,std,0.23438529983932951
affectivevr,30.0,LP,arousal,mean,-0.39838248883746424
affectivevr,30.0,LP,arousal,std,0.3550212189091421
affectivevr,30.0,LP,distance,mean,1.0093547257503561
affectivevr,30.0,LP,distance,std,0.20107831488025574
affectivevr,30.0,LP,angle,mean,-0.34801856200444686
affectivevr,30.0,LP,angle,std,0.5773001326940707
affectivevr,30.0,LN,valence,mean,-0.7340369594351076
affectivevr,30.0,LN,valence,std,0.16787182646447754
affectivevr,30.0,LN,arousal,mean,-0.5991649462784758
affectivevr,30.0,LN,arousal,std,0.10202406500578833
affectivevr,30.0,LN,distance,mean,1.0519282842161957
affectivevr,30.0,LN,distance,std,0.10872216742116715
affectivevr,30.0,LN,angle,mean,-0.7208169277889896
affectivevr,30.0,LN,angle,std,0.4255389233168548
affectivevr,30.0,HN,valence,mean,-0.6020024690413868
affectivevr,30.0,HN,valence,std,0.2844616033123922
affectivevr,30.0,HN,arousal,mean,0.8122164502235222
affectivevr,30.0,HN,arousal,std,0.23517578535198003
affectivevr,30.0,HN,distance,mean,1.093100118950524
affectivevr,30.0,HN,distance,std,0.14794880168834473
affectivevr,30.0,HN,angle,mean,1.9711768582398752
affectivevr,30.0,HN,angle,std,0.7267364485465935
affectivevr,31.0,HP,valence,mean,0.7470663745669718
affectivevr,31.0,HP,valence,std,0.30837569163644496
affectivevr,31.0,HP,arousal,mean,0.7310979386328068
affectivevr,31.0,HP,arousal,std,0.16914059307233006
affectivevr,31.0,HP,distance,mean,1.111016458296305
affectivevr,31.0,HP,distance,std,0.13136547581531727
affectivevr,31.0,HP,angle,mean,0.8221119943500262
affectivevr,31.0,HP,angle,std,0.38620475914076197
affectivevr,31.0,LP,valence,mean,0.7399147464579267
affectivevr,31.0,LP,valence,std,0.23072955885908317
affectivevr,31.0,LP,arousal,mean,-0.09903425808875833
affectivevr,31.0,LP,arousal,std,0.23328324709998163
affectivevr,31.0,LP,distance,mean,0.9811065866194371
affectivevr,31.0,LP,distance,std,0.18493711268658689
affectivevr,31.0,LP,angle,mean,-0.15675883730087153
affectivevr,31.0,LP,angle,std,0.5375750950815682
affectivevr,31.0,LN,valence,mean,-0.6406097855552791
affectivevr,31.0,LN,valence,std,0.2828070228909804
affectivevr,31.0,LN,arousal,mean,-0.6105766545711379
affectivevr,31.0,LN,arousal,std,0.128167256285214
affectivevr,31.0,LN,distance,mean,0.9871187960541078
affectivevr,31.0,LN,distance,std,0.17712183234770018
affectivevr,31.0,LN,angle,mean,-2.298887983525809
affectivevr,31.0,LN,angle,std,0.5016322411251309
affectivevr,31.0,HN,valence,mean,-0.8895313398690682
affectivevr,31.0,HN,valence,std,0.10690882107698041
affectivevr,31.0,HN,arousal,mean,0.8478682153223879
affectivevr,31.0,HN,arousal,std,0.18710717171113847
affectivevr,31.0,HN,distance,mean,1.251604385852904
affectivevr,31.0,HN,distance,std,0.10800954375257577
affectivevr,31.0,HN,angle,mean,2.3941787094392764
affectivevr,31.0,HN,angle,std,0.17110823922610519
affectivevr,32.0,HP,valence,mean,-0.4503863544086972
affectivevr,32.0,HP,valence,std,0.5249106813030368
affectivevr,32.0,HP,arousal,mean,0.6877042298876596
affectivevr,32.0,HP,arousal,std,0.24815365513788268
affectivevr,32.0,HP,distance,mean,1.0134964071116943
affectivevr,32.0,HP,distance,std,0.1853083601639385
affectivevr,32.0,HP,angle,mean,2.020601663065253
affectivevr,32.0,HP,angle,std,0.7636381639627269
affectivevr,32.0,LP,valence,mean,0.8091368078945468
affectivevr,32.0,LP,valence,std,0.22209044894930652
affectivevr,32.0,LP,arousal,mean,-0.580204081102513
affectivevr,32.0,LP,arousal,std,0.21757786548373145
affectivevr,32.0,LP,distance,mean,1.1167943258620028
affectivevr,32.0,LP,distance,std,0.1263595461192857
affectivevr,32.0,LP,angle,mean,-0.6118758105834038
affectivevr,32.0,LP,angle,std,0.31393879086164583
affectivevr,32.0,LN,valence,mean,-0.10505474691921592
affectivevr,32.0,LN,valence,std,0.44347636359741416
affectivevr,32.0,LN,arousal,mean,-0.7767846388745202
affectivevr,32.0,LN,arousal,std,0.2696340458338044
affectivevr,32.0,LN,distance,mean,0.9892913206559232
affectivevr,32.0,LN,distance,std,0.17883201540630278
affectivevr,32.0,LN,angle,mean,-1.4482114625079117
affectivevr,32.0,LN,angle,std,0.7809245767593223
affectivevr,32.0,HN,valence,mean,-0.842704682323841
affectivevr,32.0,HN,valence,std,0.21201117575738218
affectivevr,32.0,HN,arousal,mean,0.7324083160389819
affectivevr,32.0,HN,arousal,std,0.32942964297913924
affectivevr,32.0,HN,distance,mean,1.1845248558061388
affectivevr,32.0,HN,distance,std,0.14137844918028628
affectivevr,32.0,HN,angle,mean,2.242820145885721
affectivevr,32.0,HN,angle,std,0.7512310826437526
affectivevr,33.0,HP,valence,mean,0.010967339169121362
affectivevr,33.0,HP,valence,std,0.3890882135233455
affectivevr,33.0,HP,arousal,mean,0.9125010045754385
affectivevr,33.0,HP,arousal,std,0.10176625316401804
affectivevr,33.0,HP,distance,mean,0.9983919038447677
affectivevr,33.0,HP,distance,std,0.10474427547820582
affectivevr,33.0,HP,angle,mean,1.530329802284885
affectivevr,33.0,HP,angle,std,0.4758693855401274
affectivevr,33.0,LP,valence,mean,0.57090694976479
affectivevr,33.0,LP,valence,std,0.23574751706102579
affectivevr,33.0,LP,arousal,mean,-0.9999120854013137
affectivevr,33.0,LP,arousal,std,0.0006645048973906
affectivevr,33.0,LP,distance,mean,1.1831013721395418
affectivevr,33.0,LP,distance,std,0.11390272431415678
affectivevr,33.0,LP,angle,mean,-1.0790251639895796
affectivevr,33.0,LP,angle,std,0.17533729529505646
affectivevr,33.0,LN,valence,mean,-0.4386913419767442
affectivevr,33.0,LN,valence,std,0.09952776910421486
affectivevr,33.0,LN,arousal,mean,-1.0
affectivevr,33.0,LN,arousal,std,0.0
affectivevr,33.0,LN,distance,mean,1.1091402593303084
affectivevr,33.0,LN,distance,std,0.0406416941849562
affectivevr,33.0,LN,angle,mean,-1.9709726297649712
affectivevr,33.0,LN,angle,std,0.08163737149144486
affectivevr,33.0,HN,valence,mean,-0.7922588867060919
affectivevr,33.0,HN,valence,std,0.15202155994829822
affectivevr,33.0,HN,arousal,mean,0.9176756589572085
affectivevr,33.0,HN,arousal,std,0.09390702667166596
affectivevr,33.0,HN,distance,mean,1.2264747157753393
affectivevr,33.0,HN,distance,std,0.10746793396790673
affectivevr,33.0,HN,angle,mean,2.276186386209188
affectivevr,33.0,HN,angle,std,0.12274157525605871
affectivevr,34.0,HP,valence,mean,0.5532686084772936
affectivevr,34.0,HP,valence,std,0.36854970012121574
affectivevr,34.0,HP,arousal,mean,0.47155159780818495
affectivevr,34.0,HP,arousal,std,0.3072739632765881
affectivevr,34.0,HP,distance,mean,0.8996388281284373
affectivevr,34.0,HP,distance,std,0.20680644013191662
affectivevr,34.0,HP,angle,mean,0.7536411162562234
affectivevr,34.0,HP,angle,std,0.6730014496811477
affectivevr,34.0,LP,valence,mean,0.5248952884877195
affectivevr,34.0,LP,valence,std,0.3859848566844615
affectivevr,34.0,LP,arousal,mean,-0.6957412950240681
affectivevr,34.0,LP,arousal,std,0.2065638646110682
affectivevr,34.0,LP,distance,mean,1.0021357010984575
affectivevr,34.0,LP,distance,std,0.19337569677697977
affectivevr,34.0,LP,angle,mean,-0.9305410357145417
affectivevr,34.0,LP,angle,std,0.5073556038489645
affectivevr,34.0,LN,valence,mean,-0.7418373970669926
affectivevr,34.0,LN,valence,std,0.17670090053669432
affectivevr,34.0,LN,arousal,mean,-0.7188414412023484
affectivevr,34.0,LN,arousal,std,0.10010628554231123
affectivevr,34.0,LN,distance,mean,1.0601248827698049
affectivevr,34.0,LN,distance,std,0.10244994724410804
affectivevr,34.0,LN,angle,mean,-2.359461353235563
affectivevr,34.0,LN,angle,std,0.17942774330414235
affectivevr,34.0,HN,valence,mean,-0.7048613517013828
affectivevr,34.0,HN,valence,std,0.204335889384882
affectivevr,34.0,HN,arousal,mean,0.579120425573428
affectivevr,34.0,HN,arousal,std,0.5275472373493786
affectivevr,34.0,HN,distance,mean,1.1233055088276898
affectivevr,34.0,HN,distance,std,0.14807410696717585
affectivevr,34.0,HN,angle,mean,1.594064634233196
affectivevr,34.0,HN,angle,std,1.7343357605452023
affectivevr,35.0,HP,valence,mean,0.8730527680854262
affectivevr,35.0,HP,valence,std,0.15108978441416554
affectivevr,35.0,HP,arousal,mean,0.31596745632759654
affectivevr,35.0,HP,arousal,std,0.4802583251257229
affectivevr,35.0,HP,distance,mean,1.183962588092305
affectivevr,35.0,HP,distance,std,0.10253250265843676
affectivevr,35.0,HP,angle,mean,0.3051558854391414
affectivevr,35.0,HP,angle,std,0.44559579911553465
affectivevr,35.0,LP,valence,mean,0.9051794458264042
affectivevr,35.0,LP,valence,std,0.12152266573915739
affectivevr,35.0,LP,arousal,mean,-0.5214623629798459
affectivevr,35.0,LP,arousal,std,0.20973381545753975
affectivevr,35.0,LP,distance,mean,1.1552601671416103
affectivevr,35.0,LP,distance,std,0.10742437952078393
affectivevr,35.0,LP,angle,mean,-0.4878511103519678
affectivevr,35.0,LP,angle,std,0.2158594099554325
affectivevr,35.0,LN,valence,mean,-0.7313721532166078
affectivevr,35.0,LN,valence,std,0.09360562743142826
affectivevr,35.0,LN,arousal,mean,-0.8258795532805928
affectivevr,35.0,LN,arousal,std,0.21699138512149263
affectivevr,35.0,LN,distance,mean,1.1623052359596435
affectivevr,35.0,LN,distance,std,0.08414586693011504
affectivevr,35.0,LN,angle,mean,-2.129209323190658
affectivevr,35.0,LN,angle,std,0.4947309477382489
affectivevr,35.0,HN,valence,mean,-0.9289032599529398
affectivevr,35.0,HN,valence,std,0.10195981721828377
affectivevr,35.0,HN,arousal,mean,0.332053041322754
affectivevr,35.0,HN,arousal,std,0.4617667639258327
affectivevr,35.0,HN,distance,mean,1.1558371932127456
affectivevr,35.0,HN,distance,std,0.12918218989559457
affectivevr,35.0,HN,angle,mean,1.343888521718024
affectivevr,35.0,HN,angle,std,1.6289278008993031
affectivevr,36.0,HP,valence,mean,-0.2334437709000898
affectivevr,36.0,HP,valence,std,0.33078958316863244
affectivevr,36.0,HP,arousal,mean,0.578575660189153
affectivevr,36.0,HP,arousal,std,0.395535722398197
affectivevr,36.0,HP,distance,mean,0.9293543204441169
affectivevr,36.0,HP,distance,std,0.19034722724241138
affectivevr,36.0,HP,angle,mean,1.3891689319926777
affectivevr,36.0,HP,angle,std,1.0382753455789577
affectivevr,36.0,LP,valence,mean,0.6745065134516768
affectivevr,36.0,LP,valence,std,0.22098920635469085
affectivevr,36.0,LP,arousal,mean,0.6201393551672446
affectivevr,36.0,LP,arousal,std,0.32110905560428354
affectivevr,36.0,LP,distance,mean,0.9667059080723135
affectivevr,36.0,LP,distance,std,0.2651520771582701
affectivevr,36.0,LP,angle,mean,0.6834223975609103
affectivevr,36.0,LP,angle,std,0.4820247958836159
affectivevr,36.0,LN,valence,mean,-0.28396894456535554
affectivevr,36.0,LN,valence,std,0.17429564616788543
affectivevr,36.0,LN,arousal,mean,-0.5806562226974165
affectivevr,36.0,LN,arousal,std,0.2973092953856198
affectivevr,36.0,LN,distance,mean,0.9952797660929252
affectivevr,36.0,LN,distance,std,0.17054783067358192
affectivevr,36.0,LN,angle,mean,-0.8997054286274904
affectivevr,36.0,LN,angle,std,0.9604322120505846
affectivevr,36.0,HN,valence,mean,-0.7978820398010544
affectivevr,36.0,HN,valence,std,0.20608297648391605
affectivevr,36.0,HN,arousal,mean,0.054439405413802856
affectivevr,36.0,HN,arousal,std,0.48656099223632454
affectivevr,36.0,HN,distance,mean,0.9990397265598636
affectivevr,36.0,HN,distance,std,0.13791162572122773
affectivevr,36.0,HN,angle,mean,0.17052068260813857
affectivevr,36.0,HN,angle,std,2.1757039025606577
affectivevr,37.0,HP,valence,mean,0.06813246885175336
affectivevr,37.0,HP,valence,std,0.6505610153020288
affectivevr,37.0,HP,arousal,mean,0.18090767339345415
affectivevr,37.0,HP,arousal,std,0.3980220457748655
affectivevr,37.0,HP,distance,mean,0.8512151214951471
affectivevr,37.0,HP,distance,std,0.24430514276817974
affectivevr,37.0,HP,angle,mean,0.02818442596563316
affectivevr,37.0,HP,angle,std,1.570940916052807
affectivevr,37.0,LP,valence,mean,0.6412398034990967
affectivevr,37.0,LP,valence,std,0.4921496597562977
affectivevr,37.0,LP,arousal,mean,-0.86008410714392
affectivevr,37.0,LP,arousal,std,0.15516288310268667
affectivevr,37.0,LP,distance,mean,1.2122543981130576
affectivevr,37.0,LP,distance,std,0.1255952822137162
affectivevr,37.0,LP,angle,mean,-0.9778655297476266
affectivevr,37.0,LP,angle,std,0.44527871689071424
affectivevr,37.0,LN,valence,mean,-0.39343473313472127
affectivevr,37.0,LN,valence,std,0.3698761064159428
affectivevr,37.0,LN,arousal,mean,-0.9744971590358746
affectivevr,37.0,LN,arousal,std,0.0802363623627564
affectivevr,37.0,LN,distance,mean,1.1293121139767537
affectivevr,37.0,LN,distance,std,0.12192997837097097
affectivevr,37.0,LN,angle,mean,-1.914992936647515
affectivevr,37.0,LN,angle,std,0.33094574119216796
affectivevr,37.0,HN,valence,mean,-0.708410886174747
affectivevr,37.0,HN,valence,std,0.295860660322735
affectivevr,37.0,HN,arousal,mean,0.4240747537512248
affectivevr,37.0,HN,arousal,std,0.4232971096811422
affectivevr,37.0,HN,distance,mean,1.0670763998120363
affectivevr,37.0,HN,distance,std,0.12889767991638648
affectivevr,37.0,HN,angle,mean,1.1025999901959977
affectivevr,37.0,HN,angle,std,1.3295319643687924
affectivevr,38.0,HP,valence,mean,-0.25949424725850406
affectivevr,38.0,HP,valence,std,0.42660552184962447
affectivevr,38.0,HP,arousal,mean,0.6473315336299762
affectivevr,38.0,HP,arousal,std,0.3563254742326933
affectivevr,38.0,HP,distance,mean,1.0789134172216988
affectivevr,38.0,HP,distance,std,0.23679648700798905
affectivevr,38.0,HP,angle,mean,1.5546181865831186
affectivevr,38.0,HP,angle,std,1.0197989555982157
affectivevr,38.0,LP,valence,mean,0.5411932654040327
affectivevr,38.0,LP,valence,std,0.44749822871344075
affectivevr,38.0,LP,arousal,mean,-0.46668037314871896
affectivevr,38.0,LP,arousal,std,0.450215986405889
affectivevr,38.0,LP,distance,mean,1.0290210176972263
affectivevr,38.0,LP,distance,std,0.22385944986867923
affectivevr,38.0,LP,angle,mean,-0.7090512860061554
affectivevr,38.0,LP,angle,std,0.7784888944565117
affectivevr,38.0,LN,valence,mean,-0.9045751340271778
affectivevr,38.0,LN,valence,std,0.17464331546306036
affectivevr,38.0,LN,arousal,mean,-0.3498589945218849
affectivevr,38.0,LN,arousal,std,0.5122087236226117
affectivevr,38.0,LN,distance,mean,1.1459872029267146
affectivevr,38.0,LN,distance,std,0.14182951203939764
affectivevr,38.0,LN,angle,mean,-1.28025082537737
affectivevr,38.0,LN,angle,std,1.803017058713116
affectivevr,38.0,HN,valence,mean,-0.5710003245159625
affectivevr,38.0,HN,valence,std,0.3599811419905666
affectivevr,38.0,HN,arousal,mean,0.4492189799934457
affectivevr,38.0,HN,arousal,std,0.5265154307651065
affectivevr,38.0,HN,distance,mean,0.9948016919179077
affectivevr,38.0,HN,distance,std,0.21588658619281523
affectivevr,38.0,HN,angle,mean,1.1743975338151027
affectivevr,38.0,HN,angle,std,1.9934842790441956
affectivevr,39.0,HP,valence,mean,0.7663424905504433
affectivevr,39.0,HP,valence,std,0.13930038989054908
affectivevr,39.0,HP,arousal,mean,0.28206483950991984
affectivevr,39.0,HP,arousal,std,0.40392391848849885
affectivevr,39.0,HP,distance,mean,0.9756077628686602
affectivevr,39.0,HP,distance,std,0.1725460726252547
affectivevr,39.0,HP,angle,mean,0.3100240130966068
affectivevr,39.0,HP,angle,std,0.3971993721901887
affectivevr,39.0,LP,valence,mean,0.8066226854465736
affectivevr,39.0,LP,valence,std,0.14212562698351652
affectivevr,39.0,LP,arousal,mean,-0.2998058867310998
affectivevr,39.0,LP,arousal,std,0.22974528975546624
affectivevr,39.0,LP,distance,mean,0.9121668935881161
affectivevr,39.0,LP,distance,std,0.15986356751774788
affectivevr,39.0,LP,angle,mean,-0.266801130151653
affectivevr,39.0,LP,angle,std,0.2981302220161397
affectivevr,39.0,LN,valence,mean,-0.3113403819776153
affectivevr,39.0,LN,valence,std,0.34676759859514844
affectivevr,39.0,LN,arousal,mean,-0.2805556533787412
affectivevr,39.0,LN,arousal,std,0.4011902401473328
affectivevr,39.0,LN,distance,mean,0.7661249471446822
affectivevr,39.0,LN,distance,std,0.18929299214559672
affectivevr,39.0,LN,angle,mean,-0.6413379163012634
affectivevr,39.0,LN,angle,std,1.6918124148366218
affectivevr,39.0,HN,valence,mean,-0.8416253022495681
affectivevr,39.0,HN,valence,std,0.20937575727289137
affectivevr,39.0,HN,arousal,mean,0.2911887695637276
affectivevr,39.0,HN,arousal,std,0.3524737339505122
affectivevr,39.0,HN,distance,mean,0.9894785860121517
affectivevr,39.0,HN,distance,std,0.20156509346199403
affectivevr,39.0,HN,angle,mean,1.969822466647144
affectivevr,39.0,HN,angle,std,1.6571780336745219
affectivevr,40.0,HP,valence,mean,0.8033462370809419
affectivevr,40.0,HP,valence,std,0.12192122497667414
affectivevr,40.0,HP,arousal,mean,0.54230473472627
affectivevr,40.0,HP,arousal,std,0.24503213064931892
affectivevr,40.0,HP,distance,mean,1.0369507257135024
affectivevr,40.0,HP,distance,std,0.1547883595416755
affectivevr,40.0,HP,angle,mean,0.53109940769531
affectivevr,40.0,HP,angle,std,0.358432995804099
affectivevr,40.0,LP,valence,mean,0.4338794128144234
affectivevr,40.0,LP,valence,std,0.30218576366867694
affectivevr,40.0,LP,arousal,mean,-0.660280545634192
affectivevr,40.0,LP,arousal,std,0.2594023262590282
affectivevr,40.0,LP,distance,mean,0.9151809103563696
affectivevr,40.0,LP,distance,std,0.15525461250775674
affectivevr,40.0,LP,angle,mean,-0.8942520057627713
affectivevr,40.0,LP,angle,std,0.501836971745188
affectivevr,40.0,LN,valence,mean,-0.24066205138303412
affectivevr,40.0,LN,valence,std,0.22749979589246472
affectivevr,40.0,LN,arousal,mean,-0.7400166271339037
affectivevr,40.0,LN,arousal,std,0.13292755775207896
affectivevr,40.0,LN,distance,mean,0.8125732257752704
affectivevr,40.0,LN,distance,std,0.14391031053342357
affectivevr,40.0,LN,angle,mean,-1.8990221013866118
affectivevr,40.0,LN,angle,std,0.28481311243156565
affectivevr,40.0,HN,valence,mean,-0.8522892238998271
affectivevr,40.0,HN,valence,std,0.14556400480125029
affectivevr,40.0,HN,arousal,mean,0.11231915010252409
affectivevr,40.0,HN,arousal,std,0.4108259553130256
affectivevr,40.0,HN,distance,mean,0.9804832945772196
affectivevr,40.0,HN,distance,std,0.11566101858217666
affectivevr,40.0,HN,angle,mean,0.8488503962321334
affectivevr,40.0,HN,angle,std,2.4832012021214367
affectivevr,41.0,HP,valence,mean,0.6517021189393665
affectivevr,41.0,HP,valence,std,0.11559565674684635
affectivevr,41.0,HP,arousal,mean,0.8767949121694572
affectivevr,41.0,HP,arousal,std,0.16426341161562988
affectivevr,41.0,HP,distance,mean,1.142280714383699
affectivevr,41.0,HP,distance,std,0.12244163720716716
affectivevr,41.0,HP,angle,mean,0.9422433338585998
affectivevr,41.0,HP,angle,std,0.1987640281107312
affectivevr,41.0,LP,valence,mean,0.8162949787007289
affectivevr,41.0,LP,valence,std,0.2611869564823351
affectivevr,41.0,LP,arousal,mean,-0.2286600382995421
affectivevr,41.0,LP,arousal,std,0.29858344266372466
affectivevr,41.0,LP,distance,mean,0.9463861903702545
affectivevr,41.0,LP,distance,std,0.205312084672004
affectivevr,41.0,LP,angle,mean,-0.05652362994426983
affectivevr,41.0,LP,angle,std,0.5393949454776953
affectivevr,41.0,LN,valence,mean,-0.9373319775348866
affectivevr,41.0,LN,valence,std,0.07233662363282503
affectivevr,41.0,LN,arousal,mean,-0.06780144360848717
affectivevr,41.0,LN,arousal,std,0.1558324192485825
affectivevr,41.0,LN,distance,mean,0.9856180930424389
affectivevr,41.0,LN,distance,std,0.0827270131184934
affectivevr,41.0,LN,angle,mean,-1.0103447703150001
affectivevr,41.0,LN,angle,std,1.6536117722155392
affectivevr,41.0,HN,valence,mean,-0.7040222878470971
affectivevr,41.0,HN,valence,std,0.198821070714568
affectivevr,41.0,HN,arousal,mean,0.917257861877705
affectivevr,41.0,HN,arousal,std,0.16457089326884142
affectivevr,41.0,HN,distance,mean,1.2145529212636348
affectivevr,41.0,HN,distance,std,0.11036869182176003
affectivevr,41.0,HN,angle,mean,2.125982010280687
affectivevr,41.0,HN,angle,std,0.4709805972352994
affectivevr,42.0,HP,valence,mean,0.9286388764750573
affectivevr,42.0,HP,valence,std,0.03817337833351033
affectivevr,42.0,HP,arousal,mean,-0.2292063982865775
affectivevr,42.0,HP,arousal,std,0.2634105261457765
affectivevr,42.0,HP,distance,mean,1.0589291922260335
affectivevr,42.0,HP,distance,std,0.08828412031873323
affectivevr,42.0,HP,angle,mean,-0.16376914882021829
affectivevr,42.0,HP,angle,std,0.25186063026970434
affectivevr,42.0,LP,valence,mean,0.4087957101333444
affectivevr,42.0,LP,valence,std,0.3969451767542435
affectivevr,42.0,LP,arousal,mean,-0.8133855528868935
affectivevr,42.0,LP,arousal,std,0.09696128991302196
affectivevr,42.0,LP,distance,mean,1.0438774485940314
affectivevr,42.0,LP,distance,std,0.13696574645573237
affectivevr,42.0,LP,angle,mean,-1.1455748052351769
affectivevr,42.0,LP,angle,std,0.40953169893832997
affectivevr,42.0,LN,valence,mean,-0.310000909918527
affectivevr,42.0,LN,valence,std,0.24587360085648832
affectivevr,42.0,LN,arousal,mean,-0.6102038856761319
affectivevr,42.0,LN,arousal,std,0.07553851610868363
affectivevr,42.0,LN,distance,mean,0.7206572006385237
affectivevr,42.0,LN,distance,std,0.12717909600028807
affectivevr,42.0,LN,angle,mean,-1.9999858186873611
affectivevr,42.0,LN,angle,std,0.3027735448277939
affectivevr,42.0,HN,valence,mean,-0.14166374366741524
affectivevr,42.0,HN,valence,std,0.35823073563259583
affectivevr,42.0,HN,arousal,mean,0.31047646428130027
affectivevr,42.0,HN,arousal,std,0.17423778779504975
affectivevr,42.0,HN,distance,mean,0.5222768689216802
affectivevr,42.0,HN,distance,std,0.19544118958022402
affectivevr,42.0,HN,angle,mean,1.5913059954489306
