dataset,sj_id,quadrant,dimension,statistic,values
affectivevr,42.0,HN,angle,std,0.9905722885823623
affectivevr,43.0,HP,valence,mean,0.931517788483183
affectivevr,43.0,HP,valence,std,0.0277066984062731
affectivevr,43.0,HP,arousal,mean,0.36410682031855707
affectivevr,43.0,HP,arousal,std,0.24348798154481457
affectivevr,43.0,HP,distance,mean,1.0790525368846255
affectivevr,43.0,HP,distance,std,0.08666374451289449
affectivevr,43.0,HP,angle,mean,0.3533338965953536
affectivevr,43.0,HP,angle,std,0.21255204349514176
affectivevr,43.0,LP,valence,mean,0.9356674684013025
affectivevr,43.0,LP,valence,std,0.02264038398383557
affectivevr,43.0,LP,arousal,mean,-0.43797580277457016
affectivevr,43.0,LP,arousal,std,0.23026821547860266
affectivevr,43.0,LP,distance,mean,1.0704982105698053
affectivevr,43.0,LP,distance,std,0.0881658704066578
affectivevr,43.0,LP,angle,mean,-0.40625153093696537
affectivevr,43.0,LP,angle,std,0.2054081582281069
affectivevr,43.0,LN,valence,mean,0.9219270319845615
affectivevr,43.0,LN,valence,std,0.040361575381041966
affectivevr,43.0,LN,arousal,mean,-0.4744653287314861
affectivevr,43.0,LN,arousal,std,0.15939775306330708
affectivevr,43.0,LN,distance,mean,1.0735114089040227
affectivevr,43.0,LN,distance,std,0.08898308866964666
affectivevr,43.0,LN,angle,mean,-0.43215276330143615
affectivevr,43.0,LN,angle,std,0.1591594456902605
affectivevr,43.0,HN,valence,mean,-0.8478933903461185
affectivevr,43.0,HN,valence,std,0.2263910203680355
affectivevr,43.0,HN,arousal,mean,0.20412763501797304
affectivevr,43.0,HN,arousal,std,0.34386336825670033
affectivevr,43.0,HN,distance,mean,1.0464543956627954
affectivevr,43.0,HN,distance,std,0.0870033894779353
affectivevr,43.0,HN,angle,mean,0.8669091369113574
affectivevr,43.0,HN,angle,std,1.7743469572094515
affectivevr,44.0,HP,valence,mean,0.004343849292208805
affectivevr,44.0,HP,valence,std,0.43175237278821604
affectivevr,44.0,HP,arousal,mean,0.29882200766578704
affectivevr,44.0,HP,arousal,std,0.23735013133349123
affectivevr,44.0,HP,distance,mean,0.7108369168525458
affectivevr,44.0,HP,distance,std,0.23166750115594525
affectivevr,44.0,HP,angle,mean,0.7460273531956121
affectivevr,44.0,HP,angle,std,1.108812659972501
affectivevr,44.0,LP,valence,mean,0.8032667671219206
affectivevr,44.0,LP,valence,std,0.16247804780153052
affectivevr,44.0,LP,arousal,mean,0.062130174808955295
affectivevr,44.0,LP,arousal,std,0.3202938437771711
affectivevr,44.0,LP,distance,mean,0.9781339710124137
affectivevr,44.0,LP,distance,std,0.20206153712687466
affectivevr,44.0,LP,angle,mean,0.13833818898374145
affectivevr,44.0,LP,angle,std,0.3505962937892299
affectivevr,44.0,LN,valence,mean,-0.33965880224532613
affectivevr,44.0,LN,valence,std,0.2216159364994812
affectivevr,44.0,LN,arousal,mean,-0.6944717188591075
affectivevr,44.0,LN,arousal,std,0.09836776324903683
affectivevr,44.0,LN,distance,mean,0.8932731660763705
affectivevr,44.0,LN,distance,std,0.11387862384097007
affectivevr,44.0,LN,angle,mean,-1.6041349130127538
affectivevr,44.0,LN,angle,std,0.9061106255058305
affectivevr,44.0,HN,valence,mean,-0.5010473604887445
affectivevr,44.0,HN,valence,std,0.25018761347938234
affectivevr,44.0,HN,arousal,mean,-0.19641730564159188
affectivevr,44.0,HN,arousal,std,0.31734067157916473
affectivevr,44.0,HN,distance,mean,0.6944697925539606
affectivevr,44.0,HN,distance,std,0.2866196317751825
affectivevr,44.0,HN,angle,mean,-0.3254797523850335
affectivevr,44.0,HN,angle,std,1.7297858089041636
affectivevr,45.0,HP,valence,mean,0.7635924035499219
affectivevr,45.0,HP,valence,std,0.3348601392229564
affectivevr,45.0,HP,arousal,mean,0.6336921545844403
affectivevr,45.0,HP,arousal,std,0.17831143486277948
affectivevr,45.0,HP,distance,mean,1.0910905976226424
affectivevr,45.0,HP,distance,std,0.13451232986327158
affectivevr,45.0,HP,angle,mean,0.764946492285326
affectivevr,45.0,HP,angle,std,0.4038704884665323
affectivevr,45.0,LP,valence,mean,0.7475997282635466
affectivevr,45.0,LP,valence,std,0.15149701389668083
affectivevr,45.0,LP,arousal,mean,-0.010785167335325299
affectivevr,45.0,LP,arousal,std,0.30867302227087146
affectivevr,45.0,LP,distance,mean,0.8815991402565916
affectivevr,45.0,LP,distance,std,0.15729552282952405
affectivevr,45.0,LP,angle,mean,0.13001440602722544
affectivevr,45.0,LP,angle,std,0.5557599386695743
affectivevr,45.0,LN,valence,mean,-0.6284709280955701
affectivevr,45.0,LN,valence,std,0.3888877167136296
affectivevr,45.0,LN,arousal,mean,-0.30558324236623596
affectivevr,45.0,LN,arousal,std,0.2217093635955828
affectivevr,45.0,LN,distance,mean,1.0316669088887886
affectivevr,45.0,LN,distance,std,0.2278978020781722
affectivevr,45.0,LN,angle,mean,-0.5748560024812343
affectivevr,45.0,LN,angle,std,0.6906440349785954
affectivevr,45.0,HN,valence,mean,-0.9488151230714092
affectivevr,45.0,HN,valence,std,0.17117486787696656
affectivevr,45.0,HN,arousal,mean,0.8034507276297442
affectivevr,45.0,HN,arousal,std,0.22445593611577275
affectivevr,45.0,HN,distance,mean,1.2713228672038663
affectivevr,45.0,HN,distance,std,0.1476849111793521
affectivevr,45.0,HN,angle,mean,2.3404718084666745
affectivevr,45.0,HN,angle,std,0.6305557410469459
affectivevr,46.0,HP,valence,mean,0.25498767102014747
affectivevr,46.0,HP,valence,std,0.43488988207709034
affectivevr,46.0,HP,arousal,mean,0.27324510070440583
affectivevr,46.0,HP,arousal,std,0.21739611880492374
affectivevr,46.0,HP,distance,mean,0.777152850045927
affectivevr,46.0,HP,distance,std,0.2310512441173371
affectivevr,46.0,HP,angle,mean,0.8420424279384303
affectivevr,46.0,HP,angle,std,0.7221123545193007
affectivevr,46.0,LP,valence,mean,0.9270633333793779
affectivevr,46.0,LP,valence,std,0.07432768571599503
affectivevr,46.0,LP,arousal,mean,-0.48464891481252853
affectivevr,46.0,LP,arousal,std,0.29120657046184495
affectivevr,46.0,LP,distance,mean,1.120267480727262
affectivevr,46.0,LP,distance,std,0.11664308671206024
affectivevr,46.0,LP,angle,mean,-0.43398556081530426
affectivevr,46.0,LP,angle,std,0.2900077114758764
affectivevr,46.0,LN,valence,mean,-0.2111771321734258
affectivevr,46.0,LN,valence,std,0.28777411215669085
affectivevr,46.0,LN,arousal,mean,-0.663627362317245
affectivevr,46.0,LN,arousal,std,0.0963041295116596
affectivevr,46.0,LN,distance,mean,0.8793899735927395
affectivevr,46.0,LN,distance,std,0.15572430356870645
affectivevr,46.0,LN,angle,mean,-1.5729740561405785
affectivevr,46.0,LN,angle,std,0.943811725073076
affectivevr,46.0,HN,valence,mean,-0.8125258259738738
affectivevr,46.0,HN,valence,std,0.3249702636610991
affectivevr,46.0,HN,arousal,mean,0.24786019994449582
affectivevr,46.0,HN,arousal,std,0.2846544750570848
affectivevr,46.0,HN,distance,mean,0.9932323895202817
affectivevr,46.0,HN,distance,std,0.13754093136302548
affectivevr,46.0,HN,angle,mean,1.4484957511440912
affectivevr,46.0,HN,angle,std,2.1170595189900125
affectivevr,47.0,HP,valence,mean,-0.47922959008687344
affectivevr,47.0,HP,valence,std,0.33644539668089496
affectivevr,47.0,HP,arousal,mean,0.8595623720048741
affectivevr,47.0,HP,arousal,std,0.12944534483027592
affectivevr,47.0,HP,distance,mean,1.0913370680185122
affectivevr,47.0,HP,distance,std,0.12629367596548455
affectivevr,47.0,HP,angle,mean,1.9926895683915804
affectivevr,47.0,HP,angle,std,0.4764572142625742
affectivevr,47.0,LP,valence,mean,0.7056424755138834
affectivevr,47.0,LP,valence,std,0.17763364643618576
affectivevr,47.0,LP,arousal,mean,-0.32958110935435997
affectivevr,47.0,LP,arousal,std,0.26524091489726004
affectivevr,47.0,LP,distance,mean,0.880365258787365
affectivevr,47.0,LP,distance,std,0.19058973015087388
affectivevr,47.0,LP,angle,mean,-0.5019612392308986
affectivevr,47.0,LP,angle,std,0.5770668029114864
affectivevr,47.0,LN,valence,mean,-0.5968667462374718
affectivevr,47.0,LN,valence,std,0.25332012876012744
affectivevr,47.0,LN,arousal,mean,-0.8022297506191215
affectivevr,47.0,LN,arousal,std,0.16565861235933227
affectivevr,47.0,LN,distance,mean,1.0828460793492283
affectivevr,47.0,LN,distance,std,0.1248421633648088
affectivevr,47.0,LN,angle,mean,-2.146963808264706
affectivevr,47.0,LN,angle,std,0.46115769161533776
affectivevr,47.0,HN,valence,mean,-0.5363919621973251
affectivevr,47.0,HN,valence,std,0.16528212750256016
affectivevr,47.0,HN,arousal,mean,0.6626890972918834
affectivevr,47.0,HN,arousal,std,0.20183721599877757
affectivevr,47.0,HN,distance,mean,0.9304225880413761
affectivevr,47.0,HN,distance,std,0.12317754907766156
affectivevr,47.0,HN,angle,mean,2.1608256430532076
affectivevr,47.0,HN,angle,std,0.5911461326025034
affectivevr,48.0,HP,valence,mean,-0.5839963620672646
affectivevr,48.0,HP,valence,std,0.26460381670031335
affectivevr,48.0,HP,arousal,mean,0.3710198123517185
affectivevr,48.0,HP,arousal,std,0.278670763115427
affectivevr,48.0,HP,distance,mean,1.0805681104605156
affectivevr,48.0,HP,distance,std,0.1260367585728257
affectivevr,48.0,HP,angle,mean,1.023314999476363
affectivevr,48.0,HP,angle,std,1.6561939433506148
affectivevr,48.0,LP,valence,mean,0.7961441037795187
affectivevr,48.0,LP,valence,std,0.232967524124698
affectivevr,48.0,LP,arousal,mean,-0.5594502600706631
affectivevr,48.0,LP,arousal,std,0.17175029032296008
affectivevr,48.0,LP,distance,mean,1.0490995785783437
affectivevr,48.0,LP,distance,std,0.12312768335230673
affectivevr,48.0,LP,angle,mean,-0.6156069950440903
affectivevr,48.0,LP,angle,std,0.3033285670184185
affectivevr,48.0,LN,valence,mean,-0.8915421976328792
affectivevr,48.0,LN,valence,std,0.11872910893898303
affectivevr,48.0,LN,arousal,mean,-0.18658080336875985
affectivevr,48.0,LN,arousal,std,0.35779288012043003
affectivevr,48.0,LN,distance,mean,0.9962167702823196
affectivevr,48.0,LN,distance,std,0.12064509571155789
affectivevr,48.0,LN,angle,mean,-0.5862834626397989
affectivevr,48.0,LN,angle,std,2.4061557907231093
affectivevr,48.0,HN,valence,mean,-0.942275839020029
affectivevr,48.0,HN,valence,std,0.028762080020964798
affectivevr,48.0,HN,arousal,mean,0.3058686802534309
affectivevr,48.0,HN,arousal,std,0.22152245808167534
affectivevr,48.0,HN,distance,mean,1.019245387908076
affectivevr,48.0,HN,distance,std,0.0752594170582813
affectivevr,48.0,HN,angle,mean,2.1778668082511214
affectivevr,48.0,HN,angle,std,1.4512086964364814
affectivevr,49.0,HP,valence,mean,-0.26727658402562976
affectivevr,49.0,HP,valence,std,0.30824541599579414
affectivevr,49.0,HP,arousal,mean,0.47990105787196624
affectivevr,49.0,HP,arousal,std,0.3275588634072883
affectivevr,49.0,HP,distance,mean,0.7360040521965748
affectivevr,49.0,HP,distance,std,0.1911107084839401
affectivevr,49.0,HP,angle,mean,1.527382661184193
affectivevr,49.0,HP,angle,std,1.2000567816654393
affectivevr,49.0,LP,valence,mean,0.3486545002982721
affectivevr,49.0,LP,valence,std,0.3816703135475048
affectivevr,49.0,LP,arousal,mean,-0.7687511982034327
affectivevr,49.0,LP,arousal,std,0.19321589089449856
affectivevr,49.0,LP,distance,mean,0.9597462014020266
affectivevr,49.0,LP,distance,std,0.18903002650019077
affectivevr,49.0,LP,angle,mean,-0.8341920555586789
affectivevr,49.0,LP,angle,std,0.8370123201117243
affectivevr,49.0,LN,valence,mean,-0.5408962474193966
affectivevr,49.0,LN,valence,std,0.32734373247984244
affectivevr,49.0,LN,arousal,mean,-0.26808293878118444
affectivevr,49.0,LN,arousal,std,0.5035712662326938
affectivevr,49.0,LN,distance,mean,0.8492526961053728
affectivevr,49.0,LN,distance,std,0.2655016182539746
affectivevr,49.0,LN,angle,mean,-0.7367368822244823
affectivevr,49.0,LN,angle,std,2.056172205563682
affectivevr,49.0,HN,valence,mean,-0.1973618439620597
affectivevr,49.0,HN,valence,std,0.5316129382184732
affectivevr,49.0,HN,arousal,mean,-0.509557061380851
affectivevr,49.0,HN,arousal,std,0.34644760734533797
affectivevr,49.0,HN,distance,mean,0.9107717191075938
affectivevr,49.0,HN,distance,std,0.169337289949787
affectivevr,49.0,HN,angle,mean,-1.291626930690356
affectivevr,49.0,HN,angle,std,0.9258699579956252
affectivevr,51.0,HP,valence,mean,-0.6816573623877037
affectivevr,51.0,HP,valence,std,0.31204014506004296
affectivevr,51.0,HP,arousal,mean,0.7537704566581492
affectivevr,51.0,HP,arousal,std,0.26712885005628434
affectivevr,51.0,HP,distance,mean,1.1239919474978144
affectivevr,51.0,HP,distance,std,0.1891933538062511
affectivevr,51.0,HP,angle,mean,1.8955807388640604
affectivevr,51.0,HP,angle,std,1.0313344931084263
affectivevr,51.0,LP,valence,mean,0.807705535991976
affectivevr,51.0,LP,valence,std,0.2169225604372166
affectivevr,51.0,LP,arousal,mean,-0.8082839493374993
affectivevr,51.0,LP,arousal,std,0.22991331364863912
affectivevr,51.0,LP,distance,mean,1.1795972396685748
affectivevr,51.0,LP,distance,std,0.15418093859446133
affectivevr,51.0,LP,angle,mean,-0.7662703661500174
affectivevr,51.0,LP,angle,std,0.2777770530313161
affectivevr,51.0,LN,valence,mean,-0.1010270338963028
affectivevr,51.0,LN,valence,std,0.1472241552804626
affectivevr,51.0,LN,arousal,mean,-0.9720514237677144
affectivevr,51.0,LN,arousal,std,0.0576783184885504
affectivevr,51.0,LN,distance,mean,0.9948918396053313
affectivevr,51.0,LN,distance,std,0.0682047012866273
affectivevr,51.0,LN,angle,mean,-1.671385455035521
affectivevr,51.0,LN,angle,std,0.1472515674503416
affectivevr,51.0,HN,valence,mean,-0.5623856787194336
affectivevr,51.0,HN,valence,std,0.2023727637904844
affectivevr,51.0,HN,arousal,mean,0.137101797388731
affectivevr,51.0,HN,arousal,std,0.30671272351225326
affectivevr,51.0,HN,distance,mean,0.6924933217588073
affectivevr,51.0,HN,distance,std,0.193403428720986
affectivevr,51.0,HN,angle,mean,0.5925573857129177
affectivevr,51.0,HN,angle,std,2.3039063084291675
affectivevr,53.0,HP,valence,mean,-0.6763724689937091
affectivevr,53.0,HP,valence,std,0.3771026711455692
affectivevr,53.0,HP,arousal,mean,0.9380777383425588
affectivevr,53.0,HP,arousal,std,0.11007252835160775
affectivevr,53.0,HP,distance,mean,1.3034749727826782
affectivevr,53.0,HP,distance,std,0.11698594111295431
affectivevr,53.0,HP,angle,mean,2.137190024254219
affectivevr,53.0,HP,angle,std,0.3418532813058303
affectivevr,53.0,LP,valence,mean,0.6593736574208926
affectivevr,53.0,LP,valence,std,0.12258124056993698
affectivevr,53.0,LP,arousal,mean,-0.7405808883361339
affectivevr,53.0,LP,arousal,std,0.17597681537642004
affectivevr,53.0,LP,distance,mean,1.0343209731139482
affectivevr,53.0,LP,distance,std,0.1501182284158866
affectivevr,53.0,LP,angle,mean,-0.5910197365079538
affectivevr,53.0,LP,angle,std,0.656967774822358
affectivevr,53.0,LN,valence,mean,-0.214516613588944
affectivevr,53.0,LN,valence,std,0.2105328543074331
affectivevr,53.0,LN,arousal,mean,-0.74627453245378
affectivevr,53.0,LN,arousal,std,0.17117813510340796
affectivevr,53.0,LN,distance,mean,0.9458528438874801
affectivevr,53.0,LN,distance,std,0.14411837402401853
affectivevr,53.0,LN,angle,mean,-1.8126009765842725
affectivevr,53.0,LN,angle,std,0.5036248590358133
affectivevr,53.0,HN,valence,mean,-0.7436569507430226
affectivevr,53.0,HN,valence,std,0.19695747210967207
affectivevr,53.0,HN,arousal,mean,0.4265496229782724
affectivevr,53.0,HN,arousal,std,0.3934976151020924
affectivevr,53.0,HN,distance,mean,1.0663875475784463
affectivevr,53.0,HN,distance,std,0.08464351883420324
affectivevr,53.0,HN,angle,mean,1.324513914822867
affectivevr,53.0,HN,angle,std,1.5622123324332522
affectivevr,55.0,HP,valence,mean,-0.7323547608068292
affectivevr,55.0,HP,valence,std,0.1857072734469417
affectivevr,55.0,HP,arousal,mean,-0.058281098035337375
affectivevr,55.0,HP,arousal,std,0.21865776870761866
affectivevr,55.0,HP,distance,mean,0.8924614186988961
affectivevr,55.0,HP,distance,std,0.17124036980047128
affectivevr,55.0,HP,angle,mean,0.7027672475900099
affectivevr,55.0,HP,angle,std,1.4123578932590182
affectivevr,55.0,LP,valence,mean,-0.13934575215117406
affectivevr,55.0,LP,valence,std,0.2287073224995102
affectivevr,55.0,LP,arousal,mean,-0.15911710721223019
affectivevr,55.0,LP,arousal,std,0.3509723863454259
affectivevr,55.0,LP,distance,mean,0.7733466674507302
affectivevr,55.0,LP,distance,std,0.14866626295061555
affectivevr,55.0,LP,angle,mean,-0.7576145398560521
affectivevr,55.0,LP,angle,std,1.6095853937878715
affectivevr,55.0,LN,valence,mean,-0.4595839520958118
affectivevr,55.0,LN,valence,std,0.19852384169280027
affectivevr,55.0,LN,arousal,mean,-0.5221840879789893
affectivevr,55.0,LN,arousal,std,0.20093979626896427
affectivevr,55.0,LN,distance,mean,0.9165733989310371
affectivevr,55.0,LN,distance,std,0.1528217148315408
affectivevr,55.0,LN,angle,mean,-0.37348872017567497
affectivevr,55.0,LN,angle,std,0.9163687229794591
affectivevr,55.0,HN,valence,mean,0.3010706869056507
affectivevr,55.0,HN,valence,std,0.3766057076098626
affectivevr,55.0,HN,arousal,mean,0.6286531027433601
affectivevr,55.0,HN,arousal,std,0.2982592473107856
affectivevr,55.0,HN,distance,mean,0.9877065115196421
affectivevr,55.0,HN,distance,std,0.12303326755555836
affectivevr,55.0,HN,angle,mean,0.8128751531740823
affectivevr,55.0,HN,angle,std,0.6052165877696438
affectivevr,57.0,HP,valence,mean,0.7508863300419722
affectivevr,57.0,HP,valence,std,0.1240717147314574
affectivevr,57.0,HP,arousal,mean,0.5767587264624319
affectivevr,57.0,HP,arousal,std,0.318999376751044
affectivevr,57.0,HP,distance,mean,1.070751429290363
affectivevr,57.0,HP,distance,std,0.1314207460309389
affectivevr,57.0,HP,angle,mean,0.7087941045900891
affectivevr,57.0,HP,angle,std,0.4117455924676617
affectivevr,57.0,LP,valence,mean,0.4871967669666044
affectivevr,57.0,LP,valence,std,0.21553461979384858
affectivevr,57.0,LP,arousal,mean,-0.39565604740388083
affectivevr,57.0,LP,arousal,std,0.10049836731177042
affectivevr,57.0,LP,distance,mean,1.0708024842500292
affectivevr,57.0,LP,distance,std,0.07803711253194377
affectivevr,57.0,LP,angle,mean,-0.5676290021821552
affectivevr,57.0,LP,angle,std,0.2088493134989077
affectivevr,57.0,LN,valence,mean,-0.31847166982877567
affectivevr,57.0,LN,valence,std,0.4648994081462254
affectivevr,57.0,LN,arousal,mean,-0.6420924336631847
affectivevr,57.0,LN,arousal,std,0.24079950661481134
affectivevr,57.0,LN,distance,mean,0.9997209939452133
affectivevr,57.0,LN,distance,std,0.13080530861190806
affectivevr,57.0,LN,angle,mean,-1.9118240672740476
affectivevr,57.0,LN,angle,std,0.6908715958524684
affectivevr,57.0,HN,valence,mean,-0.6533166799482503
affectivevr,57.0,HN,valence,std,0.16489420538060637
affectivevr,57.0,HN,arousal,mean,0.6777629619839883
affectivevr,57.0,HN,arousal,std,0.3625277444032036
affectivevr,57.0,HN,distance,mean,1.055385778167772
affectivevr,57.0,HN,distance,std,0.1304449740072576
affectivevr,57.0,HN,angle,mean,1.6846886824350022
affectivevr,57.0,HN,angle,std,1.1195913741313428
affectivevr,59.0,HP,valence,mean,0.4798996573361814
affectivevr,59.0,HP,valence,std,0.36148576992750586
affectivevr,59.0,HP,arousal,mean,0.3528518274362
affectivevr,59.0,HP,arousal,std,0.24458683391838132
affectivevr,59.0,HP,distance,mean,0.7505626338875433
affectivevr,59.0,HP,distance,std,0.1896453131498084
affectivevr,59.0,HP,angle,mean,0.8566492811356383
affectivevr,59.0,HP,angle,std,0.7075776056303654
affectivevr,59.0,LP,valence,mean,0.8396206982246598
affectivevr,59.0,LP,valence,std,0.09668303659224536
affectivevr,59.0,LP,arousal,mean,-0.7252581679490614
affectivevr,59.0,LP,arousal,std,0.1589947387358813
affectivevr,59.0,LP,distance,mean,1.1244116457695184
affectivevr,59.0,LP,distance,std,0.11488708394284357
affectivevr,59.0,LP,angle,mean,-0.6999328074404801
affectivevr,59.0,LP,angle,std,0.1567096554679863
affectivevr,59.0,LN,valence,mean,-0.20125111853978686
affectivevr,59.0,LN,valence,std,0.3543404087572993
affectivevr,59.0,LN,arousal,mean,-0.7662950392403435
affectivevr,59.0,LN,arousal,std,0.13627038377625794
affectivevr,59.0,LN,distance,mean,0.9000847874667267
affectivevr,59.0,LN,distance,std,0.14447204359830307
affectivevr,59.0,LN,angle,mean,-1.8112995086460006
affectivevr,59.0,LN,angle,std,0.3722994557791293
affectivevr,59.0,HN,valence,mean,0.24889382136800411
affectivevr,59.0,HN,valence,std,0.22017236469896162
affectivevr,59.0,HN,arousal,mean,0.5877867683774575
affectivevr,59.0,HN,arousal,std,0.19629688317780095
affectivevr,59.0,HN,distance,mean,0.7308096010926572
affectivevr,59.0,HN,distance,std,0.18127120526885832
affectivevr,59.0,HN,angle,mean,1.4175303200787022
affectivevr,59.0,HN,angle,std,0.39771924143025944
affectivevr,61.0,HP,valence,mean,0.5125848758307224
affectivevr,61.0,HP,valence,std,0.25751262762740246
affectivevr,61.0,HP,arousal,mean,0.5117546307523285
affectivevr,61.0,HP,arousal,std,0.311151958944205
affectivevr,61.0,HP,distance,mean,0.8289232060210745
affectivevr,61.0,HP,distance,std,0.2286826681883217
affectivevr,61.0,HP,angle,mean,0.7003701582496723
affectivevr,61.0,HP,angle,std,0.6218453552576673
affectivevr,61.0,LP,valence,mean,0.6213972936620066
affectivevr,61.0,LP,valence,std,0.1421384626392106
affectivevr,61.0,LP,arousal,mean,-0.9546924254603324
affectivevr,61.0,LP,arousal,std,0.0104964400259294
affectivevr,61.0,LP,distance,mean,1.1665011986507599
affectivevr,61.0,LP,distance,std,0.06389688225338404
affectivevr,61.0,LP,angle,mean,-1.011118196381806
affectivevr,61.0,LP,angle,std,0.1142515967136914
affectivevr,61.0,LN,valence,mean,-0.4528692545891308
affectivevr,61.0,LN,valence,std,0.23200767635071848
affectivevr,61.0,LN,arousal,mean,-0.9000776172538454
affectivevr,61.0,LN,arousal,std,0.031468131570897735
affectivevr,61.0,LN,distance,mean,1.0556335747063867
affectivevr,61.0,LN,distance,std,0.07324464139525365
affectivevr,61.0,LN,angle,mean,-2.043346802805136
affectivevr,61.0,LN,angle,std,0.2075670253171418
affectivevr,61.0,HN,valence,mean,-0.5628678267306283
affectivevr,61.0,HN,valence,std,0.2753932061857477
affectivevr,61.0,HN,arousal,mean,0.2702841495689199
affectivevr,61.0,HN,arousal,std,0.22087941429687144
affectivevr,61.0,HN,distance,mean,0.7956783164485824
affectivevr,61.0,HN,distance,std,0.2283232898557026
affectivevr,61.0,HN,angle,mean,1.2151803622634596
affectivevr,61.0,HN,angle,std,1.2569102651029975
affectivevr,63.0,HP,valence,mean,-0.0826882363555603
affectivevr,63.0,HP,valence,std,0.3229286198842887
affectivevr,63.0,HP,arousal,mean,0.7719002054884401
affectivevr,63.0,HP,arousal,std,0.19512842237153796
affectivevr,63.0,HP,distance,mean,0.8579914058944889
affectivevr,63.0,HP,distance,std,0.16932233654797194
affectivevr,63.0,HP,angle,mean,1.684311376980246
affectivevr,63.0,HP,angle,std,0.4369301886521911
affectivevr,63.0,LP,valence,mean,0.7936790012941953
affectivevr,63.0,LP,valence,std,0.12548843874460963
affectivevr,63.0,LP,arousal,mean,-0.5256294722213383
affectivevr,63.0,LP,arousal,std,0.13889994916108794
affectivevr,63.0,LP,distance,mean,1.061150697788786
affectivevr,63.0,LP,distance,std,0.13324874626343422
affectivevr,63.0,LP,angle,mean,-0.386446024953278
affectivevr,63.0,LP,angle,std,0.1533689084624688
affectivevr,63.0,LN,valence,mean,-0.27691278192254365
affectivevr,63.0,LN,valence,std,0.38406307659949257
affectivevr,63.0,LN,arousal,mean,-0.45142579569646535
affectivevr,63.0,LN,arousal,std,0.26498000344508243
affectivevr,63.0,LN,distance,mean,0.7670379096552802
affectivevr,63.0,LN,distance,std,0.3112582351129087
affectivevr,63.0,LN,angle,mean,-0.9793359816511137
affectivevr,63.0,LN,angle,std,1.0623531157825716
affectivevr,63.0,HN,valence,mean,-0.9566004555820965
affectivevr,63.0,HN,valence,std,0.0668608343686434
affectivevr,63.0,HN,arousal,mean,0.3707868116752963
affectivevr,63.0,HN,arousal,std,0.2741229564439383
affectivevr,63.0,HN,distance,mean,1.1397967555668915
affectivevr,63.0,HN,distance,std,0.09881747861208617
affectivevr,63.0,HN,angle,mean,1.157668378651915
affectivevr,63.0,HN,angle,std,1.3635423888535436
affectivevr,65.0,HP,valence,mean,0.8015199224179813
affectivevr,65.0,HP,valence,std,0.15411106145904394
affectivevr,65.0,HP,arousal,mean,0.4636824736764902
affectivevr,65.0,HP,arousal,std,0.19960012638589295
affectivevr,65.0,HP,distance,mean,0.9913677225865932
affectivevr,65.0,HP,distance,std,0.1598525051620063
affectivevr,65.0,HP,angle,mean,0.5161908174629246
affectivevr,65.0,HP,angle,std,0.2657963969795354
affectivevr,65.0,LP,valence,mean,0.738395177499035
affectivevr,65.0,LP,valence,std,0.16321621036674816
affectivevr,65.0,LP,arousal,mean,0.40446901946325853
affectivevr,65.0,LP,arousal,std,0.1930024152539597
affectivevr,65.0,LP,distance,mean,0.8664134777325012
affectivevr,65.0,LP,distance,std,0.19226331001584188
affectivevr,65.0,LP,angle,mean,0.49741436187953886
affectivevr,65.0,LP,angle,std,0.2640204577798602
affectivevr,65.0,LN,valence,mean,-0.6172670482483271
affectivevr,65.0,LN,valence,std,0.11976554445221166
affectivevr,65.0,LN,arousal,mean,-0.8359012811919051
affectivevr,65.0,LN,arousal,std,0.09010963595749337
affectivevr,65.0,LN,distance,mean,1.0615635004752295
affectivevr,65.0,LN,distance,std,0.09588422349835528
affectivevr,65.0,LN,angle,mean,-2.1402060657498656
affectivevr,65.0,LN,angle,std,0.2932372131220324
affectivevr,65.0,HN,valence,mean,-0.7665077096326761
affectivevr,65.0,HN,valence,std,0.12650570240452585
affectivevr,65.0,HN,arousal,mean,-0.38026701012309
affectivevr,65.0,HN,arousal,std,0.1395189653744303
affectivevr,65.0,HN,distance,mean,1.1108125752935676
affectivevr,65.0,HN,distance,std,0.08112212472080503
affectivevr,65.0,HN,angle,mean,-0.735209218444591
affectivevr,65.0,HN,angle,std,0.22771033862278955
affectivevr,67.0,HP,valence,mean,0.9886880470494889
affectivevr,67.0,HP,valence,std,0.029793143855500703
affectivevr,67.0,HP,arousal,mean,0.5487875209750114
affectivevr,67.0,HP,arousal,std,0.12386950539884149
affectivevr,67.0,HP,distance,mean,1.1654494889405778
affectivevr,67.0,HP,distance,std,0.03539613763724197
affectivevr,67.0,HP,angle,mean,0.48394516228550355
affectivevr,67.0,HP,angle,std,0.12273499781381149
affectivevr,67.0,LP,valence,mean,0.695609843729683
affectivevr,67.0,LP,valence,std,0.1612705859043555
affectivevr,67.0,LP,arousal,mean,-0.7157518699275015
affectivevr,67.0,LP,arousal,std,0.14993916834315937
affectivevr,67.0,LP,distance,mean,1.0483093034198478
affectivevr,67.0,LP,distance,std,0.16438809792281747
affectivevr,67.0,LP,angle,mean,-0.7399766374974508
affectivevr,67.0,LP,angle,std,0.21027541104958278
affectivevr,67.0,LN,valence,mean,-0.26298007956129793
affectivevr,67.0,LN,valence,std,0.05929385204365644
affectivevr,67.0,LN,arousal,mean,-0.5897663559308831
affectivevr,67.0,LN,arousal,std,0.0822183402831085
