State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.99	495	0.0	True
0	frontal_alpha	0.98	495	0.0	True
0	frontal_theta	0.99	495	0.0	True
0	gamma	0.96	495	0.0	True
0	hf-hrv	0.98	495	0.0	True
0	ibi	0.99	495	0.001	True
0	posterior_alpha	0.98	495	0.0	True
1	beta	0.99	399	0.003	True
1	frontal_alpha	0.95	399	0.0	True
1	frontal_theta	0.99	399	0.001	True
1	gamma	0.97	399	0.0	True
1	hf-hrv	0.89	399	0.0	True
1	ibi	1.0	399	0.268	False
1	posterior_alpha	0.93	399	0.0	True
2	beta	0.81	192	0.0	True
2	frontal_alpha	0.93	192	0.0	True
2	frontal_theta	0.96	192	0.0	True
2	gamma	0.74	192	0.0	True
2	hf-hrv	0.76	192	0.0	True
2	ibi	0.96	192	0.0	True
2	posterior_alpha	0.94	192	0.0	True
3	beta	0.97	304	0.0	True
3	frontal_alpha	0.92	304	0.0	True
3	frontal_theta	0.97	304	0.0	True
3	gamma	0.92	304	0.0	True
3	hf-hrv	0.98	304	0.0	True
3	ibi	1.0	304	0.616	False
3	posterior_alpha	0.87	304	0.0	True
