State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.91	219	0.0	True
0	beta	0.99	219	0.208	False
0	frontal_alpha	0.93	219	0.0	True
0	frontal_theta	0.74	219	0.0	True
0	gamma	0.97	219	0.0	True
0	hf-hrv	0.93	219	0.0	True
0	ibi	0.99	219	0.158	False
0	posterior_alpha	0.92	219	0.0	True
0	valence	0.92	219	0.0	True
1	arousal	0.8	426	0.0	True
1	beta	0.99	426	0.057	False
1	frontal_alpha	0.94	426	0.0	True
1	frontal_theta	0.82	426	0.0	True
1	gamma	0.97	426	0.0	True
1	hf-hrv	0.86	426	0.0	True
1	ibi	0.99	426	0.005	True
1	posterior_alpha	0.96	426	0.0	True
1	valence	0.93	426	0.0	True
2	arousal	0.94	169	0.0	True
2	beta	0.83	169	0.0	True
2	frontal_alpha	0.87	169	0.0	True
2	frontal_theta	0.72	169	0.0	True
2	gamma	0.74	169	0.0	True
2	hf-hrv	0.9	169	0.0	True
2	ibi	0.99	169	0.411	False
2	posterior_alpha	0.78	169	0.0	True
2	valence	0.93	169	0.0	True
3	arousal	0.95	576	0.0	True
3	beta	0.99	576	0.055	False
3	frontal_alpha	0.95	576	0.0	True
3	frontal_theta	0.84	576	0.0	True
3	gamma	1.0	576	0.11	False
3	hf-hrv	0.97	576	0.0	True
3	ibi	0.98	576	0.0	True
3	posterior_alpha	0.97	576	0.0	True
3	valence	0.89	576	0.0	True
