Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	114.0	0.0	[463, 370, 264, 296]	True
arousal	Levene	16.72	0.0	[463, 370, 264, 296]	True
valence	Barlett	70.93	0.0	[463, 370, 264, 296]	True
valence	Levene	15.14	0.0	[463, 370, 264, 296]	True
