Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	75.82	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	22.31	0.0	[310, 342, 409, 331]	True
ibi	Barlett	24.49	0.0	[310, 342, 409, 331]	True
ibi	Levene	9.6	0.0	[310, 342, 409, 331]	True
