State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.97	219	0.0	True
0	beta	0.94	219	0.0	True
0	frontal_alpha	0.48	219	0.0	True
0	frontal_theta	0.81	219	0.0	True
0	gamma	0.83	219	0.0	True
0	hf-hrv	0.98	219	0.005	True
0	ibi	0.91	219	0.0	True
0	posterior_alpha	0.41	219	0.0	True
0	valence	0.75	219	0.0	True
1	arousal	0.78	426	0.0	True
1	beta	0.87	426	0.0	True
1	frontal_alpha	0.39	426	0.0	True
1	frontal_theta	0.81	426	0.0	True
1	gamma	0.67	426	0.0	True
1	hf-hrv	0.96	426	0.0	True
1	ibi	0.95	426	0.0	True
1	posterior_alpha	0.37	426	0.0	True
1	valence	0.85	426	0.0	True
2	arousal	0.89	169	0.0	True
2	beta	0.92	169	0.0	True
2	frontal_alpha	0.41	169	0.0	True
2	frontal_theta	0.59	169	0.0	True
2	gamma	0.6	169	0.0	True
2	hf-hrv	0.94	169	0.0	True
2	ibi	0.9	169	0.0	True
2	posterior_alpha	0.42	169	0.0	True
2	valence	0.82	169	0.0	True
3	arousal	0.97	576	0.0	True
3	beta	0.94	576	0.0	True
3	frontal_alpha	0.36	576	0.0	True
3	frontal_theta	0.85	576	0.0	True
3	gamma	0.59	576	0.0	True
3	hf-hrv	0.97	576	0.0	True
3	ibi	0.92	576	0.0	True
3	posterior_alpha	0.3	576	0.0	True
3	valence	0.74	576	0.0	True
