State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.2	230	0.0	True
0	frontal_alpha	0.59	230	0.0	True
0	frontal_theta	0.78	230	0.0	True
0	gamma	0.1	230	0.0	True
0	hf-hrv	0.45	230	0.0	True
0	ibi	0.89	230	0.0	True
0	posterior_alpha	0.81	230	0.0	True
1	beta	0.88	138	0.0	True
1	frontal_alpha	0.91	138	0.0	True
1	frontal_theta	0.99	138	0.4	False
1	gamma	0.42	138	0.0	True
1	hf-hrv	0.81	138	0.0	True
1	ibi	0.87	138	0.0	True
1	posterior_alpha	0.95	138	0.0	True
2	beta	0.47	575	0.0	True
2	frontal_alpha	0.86	575	0.0	True
2	frontal_theta	0.93	575	0.0	True
2	gamma	0.14	575	0.0	True
2	hf-hrv	0.19	575	0.0	True
2	ibi	0.91	575	0.0	True
2	posterior_alpha	0.53	575	0.0	True
3	beta	0.75	447	0.0	True
3	frontal_alpha	0.92	447	0.0	True
3	frontal_theta	0.96	447	0.0	True
3	gamma	0.37	447	0.0	True
3	hf-hrv	0.76	447	0.0	True
3	ibi	0.83	447	0.0	True
3	posterior_alpha	0.88	447	0.0	True
