State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.76	219	0.0	True
0	beta	0.91	219	0.0	True
0	frontal_alpha	0.72	219	0.0	True
0	frontal_theta	0.51	219	0.0	True
0	gamma	0.83	219	0.0	True
0	hf-hrv	0.92	219	0.0	True
0	ibi	0.96	219	0.0	True
0	posterior_alpha	0.75	219	0.0	True
0	valence	0.77	219	0.0	True
1	arousal	0.62	426	0.0	True
1	beta	0.75	426	0.0	True
1	frontal_alpha	0.62	426	0.0	True
1	frontal_theta	0.57	426	0.0	True
1	gamma	0.71	426	0.0	True
1	hf-hrv	0.95	426	0.0	True
1	ibi	0.99	426	0.054	False
1	posterior_alpha	0.69	426	0.0	True
1	valence	0.9	426	0.0	True
2	arousal	0.74	169	0.0	True
2	beta	0.93	169	0.0	True
2	frontal_alpha	0.8	169	0.0	True
2	frontal_theta	0.54	169	0.0	True
2	gamma	0.83	169	0.0	True
2	hf-hrv	0.98	169	0.006	True
2	ibi	0.97	169	0.001	True
2	posterior_alpha	0.71	169	0.0	True
2	valence	0.89	169	0.0	True
3	arousal	0.77	576	0.0	True
3	beta	0.88	576	0.0	True
3	frontal_alpha	0.68	576	0.0	True
3	frontal_theta	0.59	576	0.0	True
3	gamma	0.83	576	0.0	True
3	hf-hrv	0.94	576	0.0	True
3	ibi	0.98	576	0.0	True
3	posterior_alpha	0.63	576	0.0	True
3	valence	0.75	576	0.0	True
