Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	5.51	0.138	[310, 342, 409, 331]	False
hf-hrv	Levene	2.49	0.059	[310, 342, 409, 331]	False
ibi	Barlett	10.25	0.017	[310, 342, 409, 331]	True
ibi	Levene	3.77	0.01	[310, 342, 409, 331]	True
