Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	21.4	0.0	[463, 370, 264, 296]	True
arousal	Levene	22.89	0.0	[463, 370, 264, 296]	True
valence	Barlett	86.09	0.0	[463, 370, 264, 296]	True
valence	Levene	28.65	0.0	[463, 370, 264, 296]	True
