State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.91	230	0.0	True
0	frontal_alpha	0.51	230	0.0	True
0	frontal_theta	0.35	230	0.0	True
0	gamma	0.77	230	0.0	True
0	hf-hrv	0.8	230	0.0	True
0	ibi	0.98	230	0.002	True
0	posterior_alpha	0.39	230	0.0	True
1	beta	0.82	138	0.0	True
1	frontal_alpha	0.57	138	0.0	True
1	frontal_theta	0.98	138	0.018	True
1	gamma	0.79	138	0.0	True
1	hf-hrv	0.94	138	0.0	True
1	ibi	0.97	138	0.002	True
1	posterior_alpha	0.59	138	0.0	True
2	beta	0.48	575	0.0	True
2	frontal_alpha	0.45	575	0.0	True
2	frontal_theta	0.49	575	0.0	True
2	gamma	0.61	575	0.0	True
2	hf-hrv	0.8	575	0.0	True
2	ibi	0.99	575	0.001	True
2	posterior_alpha	0.38	575	0.0	True
3	beta	0.89	447	0.0	True
3	frontal_alpha	0.49	447	0.0	True
3	frontal_theta	0.92	447	0.0	True
3	gamma	0.81	447	0.0	True
3	hf-hrv	0.96	447	0.0	True
3	ibi	0.99	447	0.021	True
3	posterior_alpha	0.52	447	0.0	True
