Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	247.72	0.0	[463, 370, 264, 296]	True
arousal	Levene	26.91	0.0	[463, 370, 264, 296]	True
valence	Barlett	196.18	0.0	[463, 370, 264, 296]	True
valence	Levene	44.25	0.0	[463, 370, 264, 296]	True
