Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	61.07	0.0	[463, 370, 264, 296]	True
arousal	Levene	39.4	0.0	[463, 370, 264, 296]	True
valence	Barlett	306.89	0.0	[463, 370, 264, 296]	True
valence	Levene	80.05	0.0	[463, 370, 264, 296]	True
