State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.84	219	0.0	True
0	beta	0.79	219	0.0	True
0	frontal_alpha	0.93	219	0.0	True
0	frontal_theta	0.93	219	0.0	True
0	gamma	0.76	219	0.0	True
0	hf-hrv	0.85	219	0.0	True
0	ibi	0.99	219	0.304	False
0	posterior_alpha	0.95	219	0.0	True
0	valence	0.91	219	0.0	True
1	arousal	0.94	426	0.0	True
1	beta	0.78	426	0.0	True
1	frontal_alpha	0.84	426	0.0	True
1	frontal_theta	0.92	426	0.0	True
1	gamma	0.79	426	0.0	True
1	hf-hrv	0.93	426	0.0	True
1	ibi	1.0	426	0.205	False
1	posterior_alpha	0.88	426	0.0	True
1	valence	0.67	426	0.0	True
2	arousal	0.88	169	0.0	True
2	beta	0.74	169	0.0	True
2	frontal_alpha	0.9	169	0.0	True
2	frontal_theta	0.79	169	0.0	True
2	gamma	0.79	169	0.0	True
2	hf-hrv	0.95	169	0.0	True
2	ibi	0.99	169	0.414	False
2	posterior_alpha	0.91	169	0.0	True
2	valence	0.89	169	0.0	True
3	arousal	0.8	576	0.0	True
3	beta	0.76	576	0.0	True
3	frontal_alpha	0.85	576	0.0	True
3	frontal_theta	0.93	576	0.0	True
3	gamma	0.77	576	0.0	True
3	hf-hrv	0.77	576	0.0	True
3	ibi	1.0	576	0.148	False
3	posterior_alpha	0.77	576	0.0	True
3	valence	0.95	576	0.0	True
