Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	242.45	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	37.22	0.0	[310, 342, 409, 331]	True
ibi	Barlett	83.13	0.0	[310, 342, 409, 331]	True
ibi	Levene	17.74	0.0	[310, 342, 409, 331]	True
