sj_id,cr_v,cr_a,cr_dist,cr_angle,time
1,0.18579178740206018,-0.25199706921063225,0.7266697780634107,-0.5229326301387149,0.39842105263157895
1,0.16503622240594282,-0.25211954964905675,0.7076082507143018,-0.545243123817774,0.44842105263157894
1,0.1586055589692803,-0.2529924619177057,0.7063956196729003,-0.55336291174625,0.498421052631579
1,0.15494818114615186,-0.25300774399671755,0.7069617320296957,-0.5614751695669745,0.5484210526315789
1,0.152925512818426,-0.2556648188368251,0.7084094711425605,-0.5678235093509375,0.598421052631579
1,0.15133926261312428,-0.26078846740499323,0.7085679814019561,-0.5693524686928427,0.648421052631579
1,0.15279389212841604,-0.26443937449400023,0.7070078566013446,-0.564312884198825,0.7247368421052631
1,0.15074781044408445,-0.2673215832905555,0.706247122058343,-0.5596012260649045,0.7747368421052633
1,0.14941088234004893,-0.26795885893245486,0.7052398139104838,-0.5535825430001367,0.8247368421052632
1,0.14549642366316431,-0.2666034378991109,0.7047117789676394,-0.5510194485741023,0.8747368421052631
1,0.13794498775834996,-0.26080554869345535,0.6999059611939968,-0.5327972971311439,0.9247368421052633
1,0.13550919948091705,-0.25893039084211766,0.6959645810603906,-0.5077441826610258,0.9747368421052631
1,0.13906276552323127,-0.2608949985503457,0.6946715964415194,-0.5560771879515949,1.0247368421052632
1,0.14069993736845807,-0.266150917513346,0.7005281710487862,-0.6534954842880831,1.074736842105263
1,0.14375541809691994,-0.27000295858130374,0.7058703034552272,-0.653188068915263,1.124736842105263
1,0.14893254908253484,-0.27081333593942664,0.7103913329290101,-0.6094964184160546,1.1747368421052633
1,0.1493644154837644,-0.268208563107962,0.7116577625061318,-0.6045047682849481,1.2247368421052631
1,0.14800731419218155,-0.2684286733005246,0.7120201041940921,-0.6046510364330577,1.2747368421052632
1,0.15169717968002197,-0.27009439652983463,0.7133885458298441,-0.6096481060463984,1.324736842105263
1,0.1520127119402762,-0.2708777501372604,0.7148942710125448,-0.614865760432838,1.374736842105263
1,0.15067168770730008,-0.27030951722092156,0.7152030506434275,-0.6209620672522543,1.424736842105263
1,0.15010592546248094,-0.27037287402202076,0.7151160273194476,-0.6236548959030895,1.4747368421052631
1,0.1492897347982098,-0.27060775060331,0.7157107605209335,-0.5662368970133834,1.5247368421052632
1,0.1485489854498744,-0.27119745505050347,0.717287377679701,-0.6197531104376628,1.574736842105263
