video,valence_changepoints,number_valence_changepoints,arousal_changepoints,number_arousal_changepoints,model,jump_value,penalty_value,min_size
1,"[13.25, 26.5, 93.25, 103.0, 111.5, 121.5, 138.75, 149.25, 160.75, 179.25, 186.0, 193.0, 233.25, 247.75, 253.25, 278.25, 282.25, 292.0, 295.75, 307.5, 338.5, 346.75, 430.25, 440.25, 450.25, 479.75, 540.25, 544.5, 549.25, 565.0, 579.0, 583.5, 626.75, 641.0, 653.0, 679.0, 694.25, 709.25, 730.0, 733.75, 742.75, 755.75, 760.5, 766.75, 773.5, 812.5, 819.0, 821.5, 896.0, 918.25, 921.75, 928.5, 938.5, 1039.0, 1187.0, 1214.0, 1279.0, 1298.0, 1301.5, 1313.5, 1342.0]",61,"[11.25, 63.0, 93.75, 101.5, 117.25, 120.0, 142.75, 167.25, 196.5, 233.75, 248.75, 283.0, 307.75, 327.0, 347.25, 382.0, 433.25, 439.5, 450.5, 469.25, 487.25, 545.25, 565.25, 580.0, 588.75, 603.0, 626.5, 638.5, 643.0, 700.25, 719.25, 757.25, 787.5, 826.5, 830.25, 839.5, 917.0, 920.5, 926.75, 934.5, 949.0, 966.75, 1039.25, 1116.75, 1208.5, 1274.5, 1291.5, 1295.75, 1299.0, 1306.5, 1324.0, 1347.75]",52,l2,5,1,20
