video,valence_changepoints,number_valence_changepoints,arousal_changepoints,number_arousal_changepoints,model,jump_value,penalty_value,min_size
1,"[13.25, 26.0, 93.25, 103.25, 111.5, 121.5, 139.0, 149.5, 160.25, 180.0, 186.25, 193.25, 233.0, 248.0, 253.75, 278.25, 282.25, 292.0, 296.25, 307.25, 338.5, 347.75, 420.25, 439.5, 449.75, 479.75, 538.5, 544.25, 548.0, 564.75, 579.0, 584.0, 626.5, 641.25, 651.75, 678.5, 693.75, 708.75, 715.25, 730.0, 734.0, 742.75, 755.75, 759.75, 766.75, 773.5, 817.0, 821.0, 859.75, 900.75, 918.5, 921.75, 928.25, 935.5, 1037.75, 1178.5, 1227.5, 1278.5, 1297.75, 1301.25, 1313.75, 1341.75]",62,"[10.0, 63.0, 93.75, 101.5, 119.0, 143.0, 167.5, 196.75, 234.25, 249.0, 282.5, 307.5, 325.25, 345.75, 350.75, 382.5, 433.25, 439.75, 450.5, 469.25, 487.5, 545.0, 566.5, 580.5, 588.75, 604.75, 626.5, 641.0, 700.25, 719.25, 757.25, 787.0, 826.5, 830.25, 838.75, 902.0, 918.25, 921.0, 927.0, 934.5, 948.75, 965.25, 1041.25, 1116.75, 1209.0, 1255.0, 1274.25, 1293.0, 1297.25, 1299.25, 1306.75, 1324.0, 1347.75]",53,l2,5,1,20
