Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	689.63	0.0	[487, 450, 242, 214]	True
arousal	Levene	217.42	0.0	[487, 450, 242, 214]	True
valence	Barlett	320.76	0.0	[487, 450, 242, 214]	True
valence	Levene	115.58	0.0	[487, 450, 242, 214]	True
