State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.7	487	0.0	True
0	valence	0.85	487	0.0	True
1	arousal	0.9	450	0.0	True
1	valence	0.56	450	0.0	True
2	arousal	0.37	242	0.0	True
2	valence	0.88	242	0.0	True
3	arousal	0.97	214	0.0	True
3	valence	0.75	214	0.0	True
