Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	18.99	0.0	[463, 370, 264, 296]	True
arousal	Levene	26.82	0.0	[463, 370, 264, 296]	True
valence	Barlett	39.91	0.0	[463, 370, 264, 296]	True
valence	Levene	26.32	0.0	[463, 370, 264, 296]	True
