Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	13.61	0.003	[463, 370, 264, 296]	True
arousal	Levene	1.01	0.389	[463, 370, 264, 296]	False
valence	Barlett	126.15	0.0	[463, 370, 264, 296]	True
valence	Levene	34.48	0.0	[463, 370, 264, 296]	True
