sj_id,rating_method,cr_mean_v,cr_mean_a,cr_mean_dist,cr_mean_angle,cr_std_v,cr_std_a,cr_std_dist,cr_std_angle,cr_skew_v,cr_skew_a,cr_skew_dist,cr_skew_angle,cr_kurtosis_v,cr_kurtosis_a,cr_kurtosis_dist,cr_kurtosis_angle,cr_auc_v,cr_auc_a,cr_auc_dist,cr_auc_angle
6.0,Grid,-0.03517763275086723,0.2757018065682943,0.8389021362083301,0.1292133400139427,0.680179135017874,0.4452898418190107,0.18516915224767957,1.8383794323530556,0.00858492088279925,0.00858492088279925,0.03775139658625648,-0.465387814651872,-1.9380622942496057,-1.9380622942496057,-0.06665657311057904,-0.9963627955990897,-154.87262843242547,-154.87262843242547,3692.6923804515386,567.467323317208
6.0,Flubber,-0.0007744648971701835,-0.11965048781134237,1.3003793426380772,-0.0641469241866007,0.9954850131348736,0.8390711325469311,0.13413009567990966,1.8715280866719277,0.0007097645169410499,0.0007097645169410499,-0.9110919798522302,0.1522949215721865,-1.9986942212637413,-1.9986942212637413,-0.4704774760262005,-1.1818526919662886,-3.4107434071374882,-3.4107434071374882,5725.601849797936,-284.20283729069365
6.0,Proprioceptive,0.006172412885652103,0.29962534714469935,1.2244770976241088,0.40155792593928785,0.9242438436106504,0.760180927944814,0.14970016519071475,1.747300072571959,-0.014448352030461504,-0.014448352030461504,-0.47545611941316596,-0.42300683142189355,-1.94706847429333,-1.94706847429333,-0.7444358603688852,-0.8858552451817867,27.18330634841186,27.18330634841186,5391.233802779797,1766.8498637156029
8.0,Grid,0.2026095460374057,-0.03091822420935573,0.7685472390380456,0.016288910409184006,0.49694910012481486,0.5664592939446249,0.1381263807531486,1.394857552642231,-0.2114017121217581,-0.2114017121217581,0.13025812817719087,0.1134834928162708,-1.4212541517191042,-1.4212541517191042,-0.967742630695116,-1.112960677145846,892.4713702270341,892.4713702270341,3383.976608014246,70.12759465946698
8.0,Flubber,0.3668534891503053,-0.6182586815031968,0.9622638054233463,-1.3111444244680592,0.6134026150264006,0.3588803330673804,0.3095503084373398,0.9079347748805328,-0.4439407568083688,-0.4439407568083688,-1.2837258512051446,-0.6730101622193299,-1.2853996780087358,-1.2853996780087358,1.3890982190838184,-0.6259060057832033,1615.4305882447306,1615.4305882447306,4236.957218432356,-5772.645135456714
8.0,Proprioceptive,-0.06749930019352951,-0.43014191760792203,0.9809532902095868,-0.46170985615289,0.6566174871246268,0.6725848052932728,0.3326880776342467,1.755756626396854,0.19942325579861447,0.19942325579861447,-1.1940185147020794,0.6787456011061331,-1.3740372119749227,-1.3740372119749227,0.8475156338472729,-0.8414921094419388,-297.332921263426,-297.332921263426,4319.221145551369,-2034.9775695832525
10.0,Grid,-0.033301865000001804,-0.07022626810869427,0.645746721652318,0.32052814851282474,0.4215829600967528,0.5092641871107516,0.16140417319419526,1.8077272838696976,-0.3728535420079181,-0.3728535420079181,-0.6358375669600059,0.12949196953294087,-0.503941769824388,-0.503941769824388,1.7604937035804147,-1.5449639504635677,-145.81014910837155,-145.81014910837155,2836.637768433222,1406.0770135573791
10.0,Flubber,-0.01309435558415757,-0.2295793616289321,0.9455037399157923,0.3274445162202852,0.5690111841249453,0.7849020914427719,0.31396459677665983,1.6775187162648761,-0.42711692290686776,-0.42711692290686776,-1.5541617605850706,0.2074551145698595,-1.0223479975712804,-1.0223479975712804,1.5711089568834105,-1.6955776236182651,-57.08621723899364,-57.08621723899364,4163.3776129841135,1439.2830562686536
10.0,Proprioceptive,0.140921567072516,0.18220678242569585,0.9596535110853742,0.30788030146136897,0.6520403747276218,0.7817573791863607,0.4103944043366869,1.4379688785148195,-0.40867279069977563,-0.40867279069977563,-0.8562583579264218,0.06976755826132076,-0.9694955358298842,-0.9694955358298842,-0.7508835687388249,-1.2340555742604542,618.7529298387532,618.7529298387532,4212.0297806663075,1350.3101581401536
12.0,Grid,0.035362991648118125,0.09351495920377481,0.6636288706687818,0.5144582075245859,0.4750288498481891,0.5064597714541458,0.22729183096096825,1.6608953541287612,0.6068317217509385,0.6068317217509385,-0.20878165419263583,-0.04691823488752115,-0.8988971020899172,-0.8988971020899172,-1.1622435758303515,-1.5985257457032165,155.8472002265919,155.8472002265919,2917.2627812388273,2261.6323401529344
