sj_id,rating_method,quadrant,cr_mean_v,cr_mean_a,cr_mean_dist,cr_mean_angle,cr_std_v,cr_std_a,cr_std_dist,cr_std_angle,cr_skew_v,cr_skew_a,cr_skew_dist,cr_skew_angle,cr_kurtosis_v,cr_kurtosis_a,cr_kurtosis_dist,cr_kurtosis_angle,cr_auc_v,cr_auc_a,cr_auc_dist,cr_auc_angle
6.0,Grid,HP,0.6247036709622393,0.6004988694569084,0.8773528571466325,0.7546096074976568,0.06171968556349852,0.14825233433213264,0.08297935646780077,0.16517627370884078,-0.44553261850841036,-0.44553261850841036,0.2813252743875645,-1.2853400985508625,0.6436011944342344,0.6436011944342344,0.8877403128233645,0.8730734052269042,687.1633424597826,687.1633424597826,965.2005145107745,830.2374799588852
6.0,Grid,LP,0.6523521804101459,0.07767379207683606,0.6637718799040322,0.12804681120853917,0.1258263536203106,0.09694463056144721,0.12735436318428336,0.1383843575701972,-1.3125266988799842,-1.3125266988799842,-1.2286328586122186,-1.3582893596309278,0.9532092367352818,0.9532092367352818,0.7791166417272914,1.7163344147418576,717.6612183461161,717.6612183461161,730.2137932961283,141.1836992990582
6.0,Grid,LN,-0.6564002206023454,-0.3166993525958751,0.743388340142571,-2.699152481205055,0.07539266559392947,0.15252466186165278,0.08639853230225986,0.19066827686069757,0.9598303285545802,0.9598303285545802,0.09021409171311229,0.5701329605751527,2.5673012122272687,2.5673012122272687,1.6148377902654643,-0.7137521962641578,-722.1418401922731,-722.1418401922731,817.6821503235074,-2969.4002888042487
6.0,Grid,HN,-0.7620263331635294,0.7417572192541869,1.0713065524868406,2.335353182629667,0.05048695980490261,0.1599048088843395,0.10642126083926454,0.4236198858598544,0.9967704836861399,0.9967704836861399,-0.9142551853957337,-10.973372925809711,2.9868217829572328,2.9868217829572328,1.1872632262032594,123.45364100571537,-837.5741517315057,-837.5741517315057,1177.4459369839428,2568.866182362416
6.0,Flubber,HP,0.9974596358369623,0.8571931958246701,1.3222071109677274,0.7015255800006408,0.011272175972071488,0.169346382662637,0.10132409473495463,0.1088995187224442,-4.5761448045204185,-4.5761448045204185,-0.7673447679651302,-1.580174740273813,20.29679446348446,20.29679446348446,-0.45696358361718525,2.760200459157171,1097.2030590564955,1097.2030590564955,1454.542883013823,771.8889463456959
6.0,Flubber,LP,0.9910806101794578,-0.891660123595621,1.3383894413594442,-0.7275010468749774,0.040876908559304495,0.13893232174695888,0.08351994526592153,0.0939938818653847,-4.815094398934242,-4.815094398934242,-1.2606855258705019,1.5871436586751662,22.505311458992118,22.505311458992118,1.0433008935031873,3.77092594212833,1090.179751807583,1090.179751807583,1472.4548346649683,-800.567548076774
6.0,Flubber,LN,-1.0,-0.9493232773837121,1.3839663826759374,-2.3884704729346606,0.0,0.14705937796082813,0.08637049280836083,0.09540786423028272,0.0,0.0,-2.722649575038132,-2.9127232365966593,0.0,0.0,5.806919220354059,7.015289110614141,-1100.0,-1100.0,1522.5029717283978,-2627.1435714981744
6.0,Flubber,HN,-0.9916381056051006,0.5051882539092936,1.1569544355491996,2.1578582430625945,0.027489359220611995,0.3421722818726729,0.13335215970715422,1.6169702851139633,3.5562645718441006,3.5562645718441006,0.4667372036344178,-2.8263739580488876,12.15382969824348,12.15382969824348,-0.9405079055881398,6.2882030457440035,-1090.7935542712157,-1090.7935542712157,1272.526571370281,2373.3084176536377
6.0,Proprioceptive,HP,0.8621329312547548,0.9990598680282632,1.3210479799852,0.8606049769998322,0.07967590804666977,0.008521155550755583,0.05153767739299047,0.04632890649104749,0.23773582154923842,0.23773582154923842,0.32904417881692277,-0.18709595192010484,-0.8057876860181512,-0.8057876860181512,-0.7632811890521682,-0.591277514470105,948.2996743614851,948.2996743614851,1453.1209469675537,946.6906027178984
6.0,Proprioceptive,LP,0.9830217209034173,0.24280189270733823,1.0595370397678205,0.2150549691189468,0.07559312397581762,0.31959832598253507,0.10441935816695885,0.305526947358042,-6.8573603602966084,-6.8573603602966084,0.5404743666313533,-0.8551188327788675,58.43668399508712,58.43668399508712,3.693619247660023,2.047990825119239,1081.3069147146625,1081.3069147146625,1165.4694793547856,236.38658008662324
6.0,Proprioceptive,LN,-0.868631829517818,-0.8242870933689207,1.2553327593484398,-1.7722736194981743,0.14375568772428793,0.37468560572136106,0.13802280679072532,1.6416569804708554,0.8134406411984173,0.8134406411984173,-0.6202792496713987,2.5445177880240193,-0.4283727589414714,-0.4283727589414714,-0.819627784035247,4.660347312397972,-955.487931899573,-955.487931899573,1380.993052059036,-1951.6828371487297
6.0,Proprioceptive,HN,-0.9518331710977458,0.7809267212121167,1.261990611394975,2.302845377136547,0.11612247540397112,0.285301322914114,0.13468568782738907,0.9141960083938877,2.651964912645124,2.651964912645124,-0.44386617961688535,-5.3562655955105285,6.688688606373402,6.688688606373402,-0.9928159532340359,28.68503312212721,-1046.9683213786182,-1046.9683213786182,1388.0883279890895,2533.03611994292
8.0,Grid,HP,0.6126252396776686,0.17575572734444106,0.6621997556485718,0.2842172055185874,0.1165682156064998,0.1664731853528794,0.09466813676507106,0.2818712527167384,0.18767595451630503,0.18767595451630503,0.6163635801511987,0.48250452362909074,1.6608324162210715,1.6608324162210715,0.6022777908157915,-0.6234495381579701,674.0136336915946,674.0136336915946,728.4933037164653,312.3550570605545
8.0,Grid,LP,0.7198872945628888,-0.2731035678756777,0.8542422948232595,-0.3465620530111475,0.1092565284908984,0.36879981919320354,0.10462251592513182,0.4521035381135997,-0.9259724799778655,-0.9259724799778655,-0.8946459675280284,0.8528545571454089,0.7052611514314227,0.7052611514314227,1.0427434785706744,-0.8647724148047327,791.7670642455587,791.7670642455587,939.6384700542627,-381.37359436221055
8.0,Grid,LN,-0.20120646636896164,-0.720548318233783,0.7604339806459448,-1.830108135330706,0.15103036063691275,0.11057658050315212,0.12825310930776607,0.17987238891463445,-1.096597828556123,-1.096597828556123,0.33455680738518845,0.19953884326069865,4.393922223097588,4.393922223097588,-0.6237945703199257,2.9946916478903063,-221.36229545086314,-221.36229545086314,836.4795649403761,-2013.1353756484204
8.0,Grid,HN,-0.32086788372197295,0.6942232619275966,0.7973129250344064,1.9576086244600022,0.25805673238266286,0.06808521541487268,0.1428708569785563,0.29147316243672056,-0.010945143306872391,-0.010945143306872391,0.13825355683775745,-0.3571046726400675,-0.9034396698033142,-0.9034396698033142,-1.291808581074565,-0.7794684406463563,-352.9345176867105,-352.9345176867105,877.0500557538028,2153.356915731787
8.0,Flubber,HP,0.9997432246481945,-0.4251378625605902,1.086708516822973,-0.40181874382938965,0.0017004034564097029,0.029149512727020356,0.012213782378843914,0.024057472619822415,-7.400500422659864,-7.400500422659864,3.3221083328679684,-2.248480114122957,57.158430982272314,57.158430982272314,19.253762143233796,10.943271290282192,1099.7262740769481,1099.7262740769481,1195.388416632295,-441.9994975107111
8.0,Flubber,LP,0.8285652742743339,-0.9107361830942672,1.2354748222960568,-0.8361342489701504,0.13519441790146475,0.10007283837542824,0.13353719353790755,0.08746746019450899,-0.76840383666033,-0.76840383666033,-0.34428127323626634,0.7016363940503718,-1.2690099963592114,-1.2690099963592114,-1.739566911512822,0.6145888939589943,911.3310863505872,911.3310863505872,1359.0297114276427,-919.8743885198592
8.0,Flubber,LN,0.10874746385095727,-1.0,1.0277445526236162,-1.464504410681568,0.21172104409313064,0.0,0.01899425503883452,0.20584888132304144,-0.8612676316161002,-0.8612676316161002,0.6649265937258317,-0.868863184868021,-0.5159240377790582,-0.5159240377790582,0.7456158012365401,-0.5518936483850241,119.74459129811821,119.74459129811821,1130.52386483697,-1610.8355279622256
8.0,Flubber,HN,-0.4696420061722646,-0.13716068035793041,0.4991273299507389,-2.5421202943911294,0.24828569770604986,0.06474829317077431,0.2367056493814597,0.8095989150350772,0.9824091367588749,0.9824091367588749,-0.878816234725209,2.694144955635915,-0.22544980533717984,-0.22544980533717984,-0.40712274361334577,7.411397197008252,-516.8524954170919,-516.8524954170919,549.1355613756723,-2797.7484151789704
8.0,Proprioceptive,HP,0.658805063206494,-0.8913141555644656,1.1872264391669287,-0.9422330583911901,0.334296486868505,0.29769756410362896,0.13856110712293926,0.3958863746328821,-0.6837963624946877,-0.6837963624946877,0.38839838847133973,1.029171443889343,-0.5626551869568468,-0.5626551869568468,-1.0377032165165332,3.0347434630898693,724.973559218417,724.973559218417,1306.1304440926015,-1036.981747314218
8.0,Proprioceptive,LP,0.3704521043053381,-0.27470769375634396,0.6170737178862322,-0.324664218498948,0.31012271198147756,0.47798734651278885,0.3953761301875213,1.0929200499149305,-0.005068875717938603,-0.005068875717938603,0.12905475472925124,0.554952566285343,-0.89201749471958,-0.89201749471958,-1.3420551457083116,0.27486541305222545,407.6883586582062,407.6883586582062,679.1180676024134,-356.9254074373862
8.0,Proprioceptive,LN,-0.6385362305630055,-1.0,1.199740260492237,-2.125854973191897,0.20798244044327438,0.0,0.1076476608882969,0.15118683498575883,0.20146069100618888,0.20146069100618888,0.6151022372224229,0.8707815401250405,0.5493324073777299,0.5493324073777299,-0.4376657835607656,2.1720876432672442,-702.6958285916411,-702.6958285916411,1319.8556008232038,-2338.6773437576835
8.0,Proprioceptive,HN,-0.660718137722945,0.4454541788891216,0.919772743292949,1.545912825470476,0.27566920325277633,0.4051732831654276,0.17043530020063544,1.9766273678475983,0.8110804090823519,0.8110804090823519,0.0018625952191928623,-1.703293283043919,-0.09573902132393375,-0.09573902132393375,-0.2505599673108021,1.1545680282336521,-727.0269514832223,-727.0269514832223,1011.9308282455479,1699.8568664960062
10.0,Grid,HP,0.12953142803332712,0.5922811511520946,0.6271681248433055,1.346627320107142,0.16420197843726633,0.09382826041490498,0.10001598780190143,0.41992308626509023,0.3891411958637921,0.3891411958637921,-1.4345940540915956,-5.877930880306117,-0.9399341627614493,-0.9399341627614493,4.783870941121875,52.37523922067613,141.12668488599627,141.12668488599627,683.6068082715725,1467.8730010160702
10.0,Grid,LP,0.4600341058236516,-0.5116111156758975,0.7055532271318237,-0.8503093255570795,0.14062783235492576,0.0860735122273123,0.0523046213013726,0.22929527460878704,-0.45291277415827913,-0.45291277415827913,-0.8123432487465829,-0.18823598503049713,-0.01810951986151821,-0.01810951986151821,5.925329510084303,-0.5237117109065994,506.1229755700811,506.1229755700811,776.2408183665505,-935.2709400496669
10.0,Grid,LN,-0.1434858046645148,-0.5819733751327306,0.6019177351819418,-1.8398669991997534,0.03828237986674792,0.1681017720337095,0.1633228352413225,0.1922717542846352,1.862124073598378,1.862124073598378,-1.8460552069164713,-2.7007027926503673,5.861615495560912,5.861615495560912,3.248888961462492,13.100522060385867,-157.92215839250582,-157.92215839250582,662.301212206647,-2024.1158373913631
