rating_method,cr_mean_v,cr_mean_a,cr_mean_dist,cr_mean_angle,cr_std_v,cr_std_a,cr_std_dist,cr_std_angle,cr_skew_v,cr_skew_a,cr_skew_dist,cr_skew_angle,cr_kurtosis_v,cr_kurtosis_a,cr_kurtosis_dist,cr_kurtosis_angle,cr_auc_v,cr_auc_a,cr_auc_dist,cr_auc_angle
Grid,-0.025591916000123616,0.11753036909110814,0.7942891076554016,0.39918106589870594,0.6223763871880501,0.5649555197080189,0.3002682198168103,1.8029064885862964,0.06669315536170359,0.06669315536170359,-0.15706751938802116,-0.27335039980269243,-1.3979634324562236,-1.3979634324562236,-0.5539492976030886,-1.1642500977107746,-5651.482367012657,-5651.482367012657,175402.0612156227,88149.45998503143
Flubber,0.025427344417324086,-0.10977076224983258,1.0938090639371878,-0.06475001879560255,0.7968032617699629,0.7764835362089799,0.2327269277912291,1.7910971095667099,-0.02789854795818864,-0.02789854795818864,-1.2053361989406093,0.17003703136369,-1.6350034273575398,-1.6350034273575398,2.3662507923171665,-1.1804059613377997,5642.96340981465,5642.96340981465,242742.34348525252,-14371.415429442068
Proprioceptive,0.010265256928375955,-0.04865963175237772,1.0658124889246714,-0.024036993188113635,0.8031922780395421,0.7447268210275092,0.25769546550590616,1.8025218284188418,0.02015731328572586,0.02015731328572586,-1.2273036887900342,0.08756923437633356,-1.65324529620067,-1.65324529620067,1.8908161247418267,-1.1897908295469144,2277.235938643704,2277.235938643704,236451.44100877477,-5334.265058501875
