timestamp	ibi	hf-hrv	state
0	-0.04683999137033436	1.493243853967006	3
1	-0.04683999137033436	1.4578082794622604	3
2	1.2598906091496924	1.3549401613909668	3
3	1.1907960218542017	1.195281961331409	3
4	0.5452668043615516	0.9959018371956109	3
5	1.0523271651456456	0.7793564929907385	3
6	1.4673716185168098	0.5725324590310016	3
7	1.2139306922543929	0.41028307902672123	3
8	0.798960192304922	0.31721765648272826	3
9	1.2136629298655008	0.2675520870855045	3
10	1.3290799950085197	0.21876514926262433	3
11	0.40732072184083296	0.15261482411756447	2
12	0.7524728164164444	0.06279226617207416	2
13	1.4670120518802992	-0.04772993431473837	2
14	1.0527377341419457	-0.1668440946635841	2
15	1.1676409505100933	-0.2677771626289088	2
16	1.5824329422003014	-0.3201152708570359	2
17	1.60581497404547	-0.32908462073428024	2
18	1.3524339755558041	-0.3223092570885295	2
19	1.835935071294465	-0.3163819843658666	2
20	2.0897903917301655	-0.3218112887870462	2
21	1.4451422400028682	-0.3452284825748289	2
22	1.6747421131820153	-0.39009161726296343	2
23	2.066521840135528	-0.4576493719295587	2
24	1.307046975579766	-0.5458558515881007	2
25	1.4902997293598557	-0.6461814905528651	2
26	1.8129126060858098	-0.7412111068985724	2
27	1.3989086008543365	-0.8028493303680314	2
28	1.4443593537801094	-0.7862256947138541	2
29	1.6746528590523873	-0.6790690071686617	2
30	1.5368827346729406	-0.5192031164511822	2
31	1.0992824876851868	-0.3416307502691007	2
32	1.2827048243115728	-0.16904991411309092	2
33	1.6052641485597499	-0.01927849984899166	2
34	1.0764653069746815	0.09378753028004565	2
35	1.4667493897273858	0.1604625742774872	2
36	1.9507707095358946	0.17583005929471066	2
37	0.9161559647455764	0.140213970497708	2
38	1.213233234984279	0.059455546884020924	2
39	1.5359825430226697	-0.05489952086651938	2
40	0.7543739293775692	-0.18480809268884696	2
41	0.9367405171563274	-0.30804584141344454	2
42	1.144201541010164	-0.4066814245460177	2
43	1.2826997240755942	-0.46737569768544496	2
44	1.0299843063811753	-0.4750149176963808	2
45	1.4434183602420119	-0.43569995162070857	2
46	1.3294242609370945	-0.3759204779101248	2
47	1.0991422311957693	-0.30682517629473915	2
48	1.7655046376031416	-0.20803864192414862	2
49	2.1121970034443756	-0.05568002329455676	2
50	1.6991926444647585	0.13785695445994786	2
51	1.6980680424314183	0.34738549928431744	3
52	1.9279994309491948	0.5572812109255744	3
53	1.5607798903519732	0.7537788974539718	3
54	0.7780390243195631	0.9248685497320119	3
55	0.7987306816858752	1.0607440263326846	3
56	1.6723450022719482	1.1542744751024139	3
57	1.123327550207611	1.2012631660401243	3
58	1.5583381523770856	1.2003836889442372	3
59	1.9504506697282205	1.1528763946773093	3
60	1.1013391578436702	1.066171376813579	3
61	1.8339689303246127	0.9422916402020259	3
62	2.364965973616572	0.7754325996734098	3
63	1.4016321268670568	0.5665855426150638	3
64	1.628090254683222	0.32278748339032726	3
65	1.7897294834438175	0.05444497487981513	2
66	1.2388937972530147	-0.22530338625705104	2
67	1.512592860823532	-0.5012030404343077	2
68	1.4906299696394896	-0.7558857459510827	2
69	1.3756872264425029	-0.9679770544533056	1
70	1.1685220162754446	-1.1104055145925007	1
71	1.5352328083337736	-1.15813151231921	1
72	1.2840168600171442	-1.1264423916164428	1
73	1.1222565006520457	-1.054061915152541	1
74	1.3512647464576486	-0.9600179581632234	1
75	1.2373764770492959	-0.8539155624106383	1
76	0.9383917185544921	-0.7502836472697161	1
77	1.1897224221806482	-0.664697344959947	2
78	1.466308219315211	-0.6049621040627529	2
79	0.8016837183176435	-0.5740603895165077	2
80	1.3497780276698046	-0.5708499462994674	2
81	1.5588009987921676	-0.5886993610844654	2
82	1.0317566383838355	-0.6051624697770296	2
83	1.4425462198896173	-0.5816536426984114	2
84	1.6739515766052926	-0.5170568751149333	2
85	1.4454992565213907	-0.44279063058651225	2
86	1.123131191122423	-0.3771475398500293	2
87	1.8100692245275791	-0.33091834207864584	2
88	1.446203089086476	-0.30926251773809216	2
89	1.306752436951988	-0.313517577986314	2
90	1.7420282513923613	-0.34085315724170734	2
91	1.2394293220307935	-0.38226354212938807	2
92	1.0533676132853365	-0.42708678146172074	2
93	1.4194931532650927	-0.4765852479034673	2
94	0.5037865851453364	-0.5396627453459716	2
95	1.2789459503951457	-0.618760314824441	2
96	1.3747691839663079	-0.7091359899536557	2
97	1.2835106615962395	-0.8008082618409793	1
98	1.4894314141844522	-0.8778402190156058	1
99	1.2841456409756065	-0.9184163212905322	1
100	1.1454294228220783	-0.8985449304757825	1
101	0.9153654281688485	-0.8119167802443993	1
102	1.3038899295088455	-0.686026537052921	2
103	1.879281976878951	-0.5523306369562336	2
104	1.882533377315486	-0.42460281836215186	2
105	2.318119031091581	-0.3068048705227133	2
106	2.412335690329399	-0.19098838747185784	2
107	2.0002570241799513	-0.05173074269896393	2
108	2.20411983155069	0.1159533307247191	2
109	2.6179160021660177	0.2872013434336028	3
110	2.1161726373899055	0.44309957943067657	3
111	1.6318389281276895	0.5722013576435002	3
112	2.201809424652258	0.6670811454968277	3
113	2.434501315893601	0.7242660538216333	3
114	1.6110223149798972	0.7445550819416914	3
115	2.132830008096923	0.7332658852234952	3
116	2.411111633694466	0.7005992384345907	3
117	1.7484736746106653	0.6687367261356446	3
118	2.3398179850637226	0.6648035978800009	3
119	2.3436967145256524	0.6894536938752402	3
120	1.6106907996412705	0.7308202206104446	3
121	2.0639385706122333	0.7802546323720961	3
122	2.135710366365997	0.8271591427691035	3
123	1.4949001422128	0.8684346932335345	3
124	1.9943739019783224	0.9105971457718925	3
125	2.524525581156781	0.9760654366860718	0
126	1.5893118854768031	1.098579098847065	0
127	1.8117523024006164	1.328820077941818	0
128	1.9965287516793935	1.6624174423985696	0
129	1.8146645371445527	2.033106916092283	0
130	1.2868041389796068	2.392863356089155	0
131	1.626407176810185	2.7079541096428086	0
132	2.1553896268904933	2.9530456975762993	0
