subject,video,valence_changepoints,number_valence_changepoints,arousal_changepoints,number_arousal_changepoints,model,jump_value,penalty_value
28,1,"[2.67, 5.33, 15.5]",3,"[2.5, 6.33, 16.5, 19.33, 19.67]",5,l2,5,1
28,2,"[1.67, 35.5, 43.17]",3,[1.5],1,l2,5,1
28,3,"[1.33, 42.5, 44.67, 46.0]",4,"[1.33, 15.67, 46.0]",3,l2,5,1
28,4,"[6.17, 10.83, 11.0, 16.83, 17.5, 37.17, 38.17, 52.33, 52.83]",9,"[6.17, 11.0, 17.17, 17.5, 37.83, 38.17, 52.67]",7,l2,5,1
28,5,"[1.5, 22.83, 55.5, 55.83]",4,"[1.5, 22.83, 23.0, 55.83]",4,l2,5,1
28,6,"[1.5, 53.17]",2,[1.33],1,l2,5,1
28,7,"[3.33, 7.33, 12.17, 17.5, 17.67, 28.67, 29.0, 41.33]",8,"[3.33, 12.17, 13.0, 29.0, 41.33, 41.5]",6,l2,5,1
28,8,"[1.5, 14.17, 26.5, 26.67, 34.0, 34.17, 57.17, 57.33, 59.17]",9,"[2.33, 14.33, 26.67, 27.83, 34.17, 49.0, 57.17]",7,l2,5,1
