timestamp	hf-hrv	posterior_alpha	state
0	1.5694064070258031	-0.4754888030870996	1
1	1.543285069768999	-0.4498809679471069	1
2	1.4639987492821527	-0.08697588273321094	1
3	1.3345572010007736	-0.048203301525573006	1
4	1.1674292116733678	-0.26062390355052123	1
5	0.9856679012793103	-0.0570161354653565	1
6	0.8218032107679818	0.06793526360196836	1
7	0.7018214862580094	-0.09537287884862926	1
8	0.6311791032693196	-0.21177760701249515	1
9	0.6066141725741776	-0.13962770280179176	1
10	0.6247675844051032	-0.14403611334501143	1
11	0.6789975250415329	-0.14893067966434592	1
12	0.7593417710582254	0.0172212086994664	1
13	0.8569238552311176	0.15608300969940728	1
14	0.9707354703574305	0.046074256390283175	1
15	1.0977362742400048	-0.003341697537679939	1
16	1.220886112372088	-0.06366180745153643	1
17	1.3229825075464796	-0.16069024799429185	1
18	1.398840249174404	-0.10930587690332098	1
19	1.4498625814620905	0.06896096351139905	1
20	1.4708592520754364	0.3005403228761957	1
21	1.4527374695003916	0.31840747349288034	1
22	1.3918933049514364	0.023182539810505727	1
23	1.2889059426675877	-0.318304525782856	1
24	1.1490929645227492	-0.2031834304199441	1
25	0.9838138620891481	-0.11829682109487791	1
26	0.8077386833353019	-0.2709533075404625	1
27	0.6302122338406503	-0.23106711014466402	1
28	0.45622994611641854	-0.11969810961470323	1
29	0.30268353367122863	-0.20618798168141736	1
30	0.18502506042746608	-0.36287237461954913	3
31	0.09714648176580729	-0.21630585987832368	3
32	0.03261650381634622	-0.23264613444514343	3
33	-0.018719513119434632	-0.24594684857159305	3
34	-0.07187919168217333	-0.0880687885752745	3
35	-0.12811156391346384	-0.22291038811526653	3
36	-0.1835260725912979	-0.28814531038677554	3
37	-0.241143755429714	-0.09087024508886682	3
38	-0.3072269103964221	-0.18916337824069035	3
39	-0.38181349228974965	-0.21413053285371617	3
40	-0.4580115814779105	0.10049418328127083	3
41	-0.5197742056723198	-0.028539591813302366	3
42	-0.5386641946124717	-0.336762074515871	3
43	-0.466157385155022	-0.23232801513397622	3
44	-0.27153676022129625	-0.2378617998131565	3
45	0.004957783162441948	-0.26813866670522424	3
46	0.3037290804001045	-0.11121153500826676	1
47	0.5924650305581516	-0.1920759201354473	1
48	0.8497058788186502	-0.14399400929372705	1
49	1.0609291326825296	0.02113160434989381	1
50	1.2174706470858097	-0.10422659419472612	1
51	1.316620555249682	-0.24477564126468196	1
52	1.3627509086652916	-0.2658332424710708	1
53	1.3719172638485038	-0.1924895208136211	1
54	1.3731788445007755	-0.17066367983483027	1
55	1.3769303085495537	-0.11241352847626213	1
56	1.3629300037700942	-0.0930521264439925	1
57	1.3131128004711214	-0.22511793513906692	1
58	1.2235034289649906	-0.1694160306527971	1
59	1.0996358180493813	-0.13919254567040573	1
60	0.9562205785248579	-0.13617940258094877	1
61	0.8231887540138627	-0.09832217088777344	1
62	0.7095117362208496	-0.11695185933965946	1
63	0.5845483433501798	-0.002787707555719802	1
64	0.4274593294581847	-0.10910630427767672	1
65	0.24304914295014493	-0.2697785376078591	3
66	0.044730118330798214	-0.1256277576911285	3
67	-0.14585845444505768	-0.06116293219015588	3
68	-0.31292025485512415	-0.1226745522335717	3
69	-0.45823946287768164	-0.21143753820913908	3
70	-0.5834323127938307	-0.2739000233337383	3
71	-0.6685229322917715	-0.16794377520975182	3
72	-0.6925671997817807	-0.08020338183597807	3
73	-0.6642507919059979	-0.22608403077073283	3
74	-0.5827434812425316	-0.260943914761529	3
75	-0.4550882049331245	-0.037547012131027464	3
76	-0.31179945111126794	-0.12071493064808243	3
77	-0.17087195282716663	-0.3797851529723262	3
78	-0.048135520300117654	-0.3385835371751571	3
79	0.040765397864610996	-0.2886213522444092	3
80	0.08671660065121492	-0.18548473288116585	3
81	0.08708783170697244	0.011968132617293868	3
82	0.04437759932179751	0.2179027723190869	3
83	-0.03431114580190012	0.02992114774626136	3
84	-0.13584892763027545	-0.334537083887771	3
85	-0.2395287668397452	-0.25679334960233213	3
86	-0.3354901635454406	-0.02948459768420185	3
87	-0.43223080381333073	-0.18527066164075728	3
88	-0.5337520649019998	-0.4253419730362489	3
89	-0.6287382407444772	-0.3695999952397302	3
90	-0.6905144644917068	-0.4165092721971242	3
91	-0.7046755335520198	-0.4120012602960958	3
92	-0.6836363484501131	-0.2650039931542045	3
93	-0.6382054720309458	-0.10991626800950725	3
94	-0.5714484681214388	-0.11488139996934146	3
95	-0.49444306509418584	-0.29461822051257963	3
96	-0.426655780414051	-0.2956096317985887	3
97	-0.38223581588170275	-0.3206213596756218	3
98	-0.3656132813345755	-0.3466787693075294	3
99	-0.37478652694565606	-0.3155163385882703	3
100	-0.40295960907543665	-0.3027458266317824	3
101	-0.4384203468016539	-0.2420949403555269	3
102	-0.46291124088609886	-0.12544106896522722	3
103	-0.45122427729652514	-0.17353324024655478	3
104	-0.37216601826982654	-0.2664908354969808	3
105	-0.19651862548297222	-0.0027410115429272845	3
106	0.08047565451371032	-0.0881496382715473	3
107	0.43006908743561767	-0.136569563385732	1
108	0.8183398471716111	-0.06082169153234994	1
109	1.2215995882301036	-0.31401787260925224	1
110	1.6172923468637448	-0.39643931736592225	1
111	1.982422442344145	-0.3170454501331476	1
112	2.2945902925948762	-0.2619981340816702	1
113	2.533693840802775	-0.3660277880939001	1
114	2.6839049447685004	-0.2813450767956987	1
115	2.735538137685453	-0.13797817721092295	1
116	2.6865674530564796	-0.23408071039816009	1
117	2.5439097442386887	-0.2879561812983495	1
118	2.3259541350944217	-0.3428847123391997	1
119	2.0731729816775717	-0.26208542640705706	1
120	1.8250688344623724	0.45877275250017596	1
121	1.5754202431597988	0.42087639628567564	1
122	1.3044300897202525	-0.0582594599714482	1
123	1.016540602014955	-0.09337742108432083	1
124	0.7313036430739165	-0.18946936630668598	1
125	0.48616066934905316	-0.19993963014453067	1
126	0.3188939316700068	-0.3107840437444274	1
127	0.22525181408362424	-0.028156996343642705	1
128	0.176205517739699	0.11385045891408116	1
129	0.15575058231321653	-0.0968969638791795	3
130	0.1629505328407876	-0.13157582733611248	3
131	0.18582348748166216	-0.12347417724499295	3
132	0.1942126504085032	-0.18392261451956468	3
133	0.16902231982308533	-0.23945562191844694	3
134	0.10518049954462477	-0.2757280813572692	3
135	0.005009261959812334	-0.1969191959309154	3
136	-0.12363927655650706	0.05455241021560487	3
137	-0.2686250452363029	0.06273206004677956	3
138	-0.4133210425020809	-0.09205743217091297	3
139	-0.5303470263491739	-0.18187962398634877	3
140	-0.5712031289414234	-0.3000866588661968	3
141	-0.5170985151067887	-0.29040318897447664	3
142	-0.3886684914858233	-0.29482005979218	3
143	-0.21712139744698372	-0.2940168897613924	3
144	-0.037679519347320625	0.12007501575203024	3
145	0.12862189008700672	0.18055906925987136	1
146	0.2674841380806213	-0.010987876234340834	1
147	0.36941782566072007	-0.17094087689914994	1
148	0.430551468109349	-0.33973130579367095	1
149	0.4586128724207834	-0.3522100547502733	1
150	0.461728562614524	-0.3430456635046367	1
151	0.43293011443257146	-0.11556180723143256	1
152	0.36569348638162685	0.40801984256340773	1
153	0.26301071754476657	0.5741533488201109	1
154	0.131430916799871	0.43759383304171473	1
155	-0.01924534670002013	0.10458413066457846	3
156	-0.16951971595132256	-0.32392409847393816	3
157	-0.2822137642717924	-0.3522571902963607	3
158	-0.3431727189992377	-0.2993084539102064	3
159	-0.37852785883172346	-0.1674799073419501	3
160	-0.41421557983355517	-0.13243605061251745	3
161	-0.46300069046894415	-0.0784644404086262	3
162	-0.5280905006619895	-0.09703162374897582	3
163	-0.6057185914528858	0.9004454658914357	0
164	-0.690209686742964	1.026341453704403	0
165	-0.7757961837901228	-0.15635446685142287	0
166	-0.8552836240340899	-0.23567974946911202	0
167	-0.9234467076251882	-0.15525739463253108	0
168	-0.9754478251919395	0.00023874593249986412	0
169	-1.0013765674996988	0.00584372175236375	0
170	-1.0059813780186304	0.14020768934350386	0
171	-1.0075442343432148	0.49367330874441967	0
172	-1.0091736416111006	0.13683695661166667	0
173	-0.989805722084407	-0.14531418427689258	0
174	-0.905213367032494	-0.07979130005961002	0
175	-0.7485713441468023	-0.15280740901934695	3
176	-0.5580404112750768	-0.2753435087013035	3
177	-0.36164563516373793	-0.29389557328559773	3
178	-0.17658789917128784	-0.2810650685322977	3
179	-0.014298389978294851	-0.38382937533559847	3
180	0.12002420492784037	-0.25385012347259456	3
181	0.2322483495646044	-0.08702964949857984	1
182	0.33692600102603765	-0.31068548971856635	1
183	0.43441917870163793	-0.3433873088648288	1
184	0.5126983646569838	-0.2564870712344914	1
185	0.5664022401545961	-0.18812305323563783	1
186	0.5995817268700628	-0.04060004323705167	1
187	0.622834300067108	-0.0026377113540599767	1
188	0.6435011309485512	0.2008641664607552	1
189	0.6759854563446781	0.2681294222609062	1
190	0.7485651082713725	-0.0709470583018035	1
191	0.8696922030068983	-0.23318164889229553	1
192	1.0251997318126649	-0.1899104288090448	1
193	1.1876202136461578	-0.25100510625111017	1
194	1.3235080196099747	-0.16429731656588636	1
195	1.4133839001229156	-0.03398525342619723	1
196	1.4482556837706	0.03723152623990349	1
197	1.42594423846215	-0.15335078427453527	1
198	1.350223088390609	-0.38763430737280674	1
199	1.2312401080883084	-0.2636375201218171	1
200	1.0903573064323526	-0.294637185828106	1
201	0.9349560587336729	-0.21751074809610602	1
202	0.7563897194093144	0.007766396058507979	1
203	0.5590669670594218	-0.07959338025250402	1
204	0.3640931745738744	-0.05994845431983977	1
205	0.19881217329831627	-0.06740317312757955	1
206	0.060946311297955975	-0.2643941140930758	3
207	-0.0697554023180206	-0.3139924218270671	3
208	-0.19810144143486935	-0.23739883431978345	3
209	-0.31597397981381276	-0.290104074537602	3
210	-0.4045338038001985	-0.3208046390348927	3
211	-0.45467314070581916	-0.2600248096231117	3
212	-0.4685555330742191	-0.1791086594625264	3
213	-0.4459441204811005	-0.0878366084468836	3
214	-0.39474142487924935	0.05350821932956097	3
215	-0.33345525340908666	0.00019743274037364804	3
216	-0.28223441302882835	-0.13710644488212098	3
217	-0.2565007866368912	-0.11413996320876689	3
218	-0.26557542648345944	0.03844432562041874	3
219	-0.3137965825288911	-0.0521741133309142	3
220	-0.40194754991319065	-0.3347985445225555	3
221	-0.5280444514451461	-0.2962731659008695	3
222	-0.6874937385506972	-0.31865620412244294	3
223	-0.8728559419112096	-0.25261262066106704	0
224	-1.07331079731117	-0.2309551938971958	0
225	-1.276052174822698	-0.3033496575324667	0
226	-1.4703762219397536	-0.2481419777769599	0
227	-1.6462508190411456	-0.3057695166190198	0
228	-1.7866681965129563	-0.3688150509513902	0
229	-1.8650416452251652	-0.2669685160282032	0
230	-1.8766235774489548	-0.16733768912250016	0
231	-1.8515576163134733	-0.20062465715360855	0
232	-1.8191345778943153	-0.22339941342802164	0
233	-1.7948461950708787	0.12567179183449506	0
234	-1.7878271726112547	0.2755559308791076	0
235	-1.802947856702478	-0.05548111296914321	0
236	-1.8385440529574772	-0.23543017341713193	0
237	-1.8886883496921323	-0.21556225349875838	0
238	-1.9484554708946356	-0.25806850663698044	0
239	-2.011970204544586	0.06829059354361879	0
240	-2.0771604028549615	0.23680735035016848	0
241	-2.1427588486946476	0.2934980065558893	0
242	-2.2006243160691934	0.6650016298509702	0
243	-2.235223991717136	0.36823441469984447	0
244	-2.2211631441524027	-0.005105383087181634	0
245	-2.148509629358441	-0.17796658000859	0
246	-2.028518443454044	-0.07950298389049744	0
247	-1.863440847447361	0.044518121842572006	0
248	-1.6605027982311367	-0.21898255712662973	0
249	-1.4384184082417193	-0.26458401386434177	0
250	-1.2098375321964199	-0.07087597387539114	0
251	-0.9845837086331547	-0.045267854792120685	0
252	-0.7731434715753032	-0.2083038140375637	3
253	-0.5864805447720077	-0.07613275106748445	3
254	-0.4339080057856421	-0.0376912174191134	3
255	-0.32222795313160035	-0.11175667876750754	3
256	-0.2553192536652142	0.25209802691912647	3
257	-0.23345325074710027	0.1171344340310939	3
258	-0.2524071617261914	-0.3408862547366806	3
259	-0.30109280116377996	-0.37931403007883935	3
260	-0.3587879830501115	-0.01491259911037448	3
261	-0.41455714132625776	0.21849701730775753	3
262	-0.47548124061023345	-0.09657692046042772	3
263	-0.5473723816413986	-0.13339337880217456	3
264	-0.6290876165504928	-0.08133319165989338	3
265	-0.7110700254183875	-0.2120829859536816	3
266	-0.7638315950643042	-0.057169276817909884	3
267	-0.7639211762987478	-0.041638044885269135	3
268	-0.7295248319402243	-0.24940208426429944	3
269	-0.6849280034295213	-0.26605186925780094	3
270	-0.6315455018258177	-0.10934091070793674	3
271	-0.5494906734658781	-0.09478032665040874	3
272	-0.43314253646083545	-0.22415411811014893	3
273	-0.30257451118682854	-0.21712096648296297	3
274	-0.17277158421366529	-0.16799264198298702	3
275	-0.060197898145670004	0.22511536510025473	3
276	0.017798737407118983	0.268759319997114	3
277	0.052365715688704094	0.059237601193352446	3
278	0.04422160261589922	0.018770267976413367	3
279	0.0029441864098853424	-0.1624922268767955	3
280	-0.05261516901911356	0.07185702850134444	3
281	-0.08879855188530625	0.2262385875417562	3
282	-0.058490979678756015	0.03262702467571409	3
283	0.04461510525672082	0.23670378054216226	1
284	0.19403351744371788	0.41580865131902	1
285	0.3602038651543045	0.18143984933845578	1
286	0.512008645293251	0.2051501632947685	1
287	0.6392870726087881	0.12121777152315863	1
288	0.7495278016107788	-0.03754867560027869	1
289	0.8556687411151814	-0.1294980219489771	1
290	0.9582811750553247	0.22218733147425007	1
291	1.057212453770292	0.2920336474473792	1
