timestamp	ibi	hf-hrv	posterior_alpha	frontal_alpha	frontal_theta	gamma	beta	state
36	-0.26998460763216436	-0.1835260725912979	-0.28814531038677554	-0.5439305911071471	0.2662534342876569	-0.4122714862527973	-0.3016931725092688	1
37	0.12500999602555024	-0.241143755429714	-0.09087024508886682	-0.21215786868297404	0.17688512377830393	-0.39582787657417445	-0.4063478809817521	1
38	-0.05582718121269411	-0.3072269103964221	-0.18916337824069035	-0.33510687898199853	0.7267657687929201	-0.4123649950082288	-0.7660411442488138	1
39	0.18704917243467908	-0.38181349228974965	-0.21413053285371617	-0.027363550884225058	0.38109324167534997	-0.4472136499564659	-0.6416998158347501	1
40	0.005532965160607069	-0.4580115814779105	0.10049418328127083	0.8575332034745834	0.4268949702651587	-0.4376907329788739	-0.2263363328655378	1
41	-0.5135801970411739	-0.5197742056723198	-0.028539591813302366	0.33145773279975527	0.8396961394309587	-0.3476483990405506	-0.26624926038724167	1
42	-0.6384984027984885	-0.5386641946124717	-0.336762074515871	-0.4068584382806695	-0.15134916999539808	-0.2569818657870345	-0.4103133561771185	1
43	-0.7306279684157863	-0.466157385155022	-0.23232801513397622	-0.33985559265449244	-0.31637000420680367	-0.30652236231150726	-0.3009081370811208	1
44	-0.6702684978847594	-0.27153676022129625	-0.2378617998131565	-0.46119244971006634	0.3261125144221439	-0.35991792099781583	-0.6796269121948567	1
45	-0.2130336891888866	0.004957783162441948	-0.26813866670522424	-0.403101966472166	0.09380822266759935	-0.40806914092844904	-1.0616087695866177	1
46	0.12488937884813295	0.3037290804001045	-0.11121153500826676	-0.11433549397087868	-0.35129615939435405	-0.4159645594040356	-0.7930571744824337	1
47	-0.14692926717051477	0.5924650305581516	-0.1920759201354473	-0.17265100483630363	-0.2691886730378616	-0.38437191879849364	-0.6338249542147039	1
48	-0.6967582409818832	0.8497058788186502	-0.14399400929372705	-0.2537045807198317	0.06825626408837486	-0.33045116522720874	-0.4859414794797245	1
49	-0.5483433850485363	1.0609291326825296	0.02113160434989381	0.0005699608833586666	0.033396467043137174	-0.34228426894937214	-0.5999570787724364	1
50	-0.9429180622367258	1.2174706470858097	-0.10422659419472612	-0.07185244426518825	0.13813261821398035	-0.4275051972464467	-0.9020392424214277	1
51	-1.0370534468414399	1.316620555249682	-0.24477564126468196	-0.44752245306051064	-0.10239078387387232	-0.4366625226023708	-0.9790196781593322	1
52	-0.49006567765367354	1.3627509086652916	-0.2658332424710708	-0.4983504609033777	0.4519172824710415	-0.49041967753444576	-0.9213237501218012	1
53	-0.6380695417232285	1.3719172638485038	-0.1924895208136211	-0.3941605758522003	1.313280661834583	-0.48777168137996885	-0.7864738469953164	1
54	-1.0042290682784853	1.3731788445007755	-0.17066367983483027	-0.44180123791432635	1.637025763329612	-0.41021704686743626	-0.35786195084836225	1
55	-0.3380055025806121	1.3769303085495537	-0.11241352847626213	-0.09552994576267743	0.1610563566025117	-0.39821053598701317	-0.3147046562509597	1
56	-0.02862266965680326	1.3629300037700942	-0.0930521264439925	0.1990759543149938	-1.5382239711430161	-0.4127315058056857	-0.7153465961829992	1
57	0.7339118571421623	1.3131128004711214	-0.22511793513906692	0.11014653372331844	-0.4075156122240048	-0.40257352431656085	-0.6965472078280152	1
58	0.49697701630829433	1.2235034289649906	-0.1694160306527971	-0.10433504779788895	0.028367318654328653	-0.23096642428413894	-0.6072808557288736	1
59	-0.38649088209035837	1.0996358180493813	-0.13919254567040573	-0.08506481195433795	0.10009572915134726	-0.23611980809177507	-0.7404741975775081	1
60	-0.3636151870128737	0.9562205785248579	-0.13617940258094877	0.004301980588556858	0.7240680137965274	-0.16056447395046688	-0.6882689509581745	1
61	-0.30258115374888495	0.8231887540138627	-0.09832217088777344	-0.38233048688225624	-0.5280255356601005	-0.10645027312759583	-0.43230405586289794	1
62	-0.3931873690884359	0.7095117362208496	-0.11695185933965946	-0.5148523347715448	-1.0448534284341238	-0.1254952423986818	-0.35725434437291553	1
63	-0.8800256309799378	0.5845483433501798	-0.002787707555719802	0.15945685233214202	0.09089449212439801	-0.1268219102896191	-0.4298276152742134	1
64	-0.12516146320412283	0.4274593294581847	-0.10910630427767672	0.14496183913041263	1.514606166843188	-0.22010700487646462	-0.13013429614516564	1
65	0.0033439867556296784	0.24304914295014493	-0.2697785376078591	-0.28481395174638363	2.3982071700361987	-0.2495706546562954	0.0161797593183187	1
66	-0.35986711990720993	0.044730118330798214	-0.1256277576911285	-0.16285414104125406	0.8533772950104184	-0.3465426155305186	-0.4071448056486196	1
67	-0.3026347613832924	-0.14585845444505768	-0.06116293219015588	-0.222972658933409	0.8653237789064337	-0.29786683975919337	-0.5410362454541069	1
68	-0.39310695763682546	-0.31292025485512415	-0.1226745522335717	-0.2722505579212341	0.9863783961557644	-0.2901952789631422	-0.6644785628249529	1
69	-0.6368008277089168	-0.45823946287768164	-0.21143753820913908	-0.288172287951505	-0.30333197804178186	-0.38055495747664325	-0.74104792120191	1
70	-1.185441498957582	-0.5834323127938307	-0.2739000233337383	-0.48240299425243965	-0.6276498198005434	-0.35954581179473377	-0.8025191707685194	1
71	-1.0392870982750881	-0.6685229322917715	-0.16794377520975182	-0.3874231638386928	-0.4684993869903416	-0.35753896100510146	-0.4943339582091476	1
72	-1.1287318148691405	-0.6925671997817807	-0.08020338183597807	-0.2636126334274009	0.8914969635169361	-0.43788878558796596	-0.2536699376391818	1
73	-0.5837141262458508	-0.6642507919059979	-0.22608403077073283	-0.41680466202926036	1.0713359545112056	-0.44186280059170696	-0.6046787782856127	1
74	-0.7902145955507711	-0.5827434812425316	-0.260943914761529	-0.4240542736048934	0.18247305947543055	-0.43413466218130076	-0.7576744406135995	1
75	-1.0957242768886264	-0.4550882049331245	-0.037547012131027464	-0.011084471741840012	-0.16415928930495513	-0.42405119093613597	-0.600147961583551	1
76	-0.9777571943928296	-0.31179945111126794	-0.12071493064808243	0.08779742125659287	-0.25962274509289057	-0.38908439392432964	-0.6210068323702979	1
77	-0.49139693390812766	-0.17087195282716663	-0.3797851529723262	-0.48372637725355094	-0.27525554486878795	-0.3795874746656038	-0.7776070802489848	1
78	0.12022104735180014	-0.048135520300117654	-0.3385835371751571	-0.5664801639100665	-0.5478588981335822	-0.3884767284483781	-0.788657271126852	1
79	-0.08503304445313697	0.040765397864610996	-0.2886213522444092	-0.46556886330931263	1.248542797514014	-0.36563845819712926	-0.6983122376303116	1
80	0.24583168505354983	0.08671660065121492	-0.18548473288116585	-0.21821907351758757	3.2309939302195794	-0.39675003445877294	-0.6651315992517601	1
81	0.31030554152535633	0.08708783170697244	0.011968132617293868	0.12942053698585942	1.8412730791523717	-0.44562251145470216	-0.9257275374300485	1
82	-0.23422521108539504	0.04437759932179751	0.2179027723190869	0.2242387200979815	0.3495485979657118	-0.4410265844167766	-0.7818590484693968	1
83	-0.48303414294054536	-0.03431114580190012	0.02992114774626136	0.025232392889256015	-0.24034858899019756	-0.48412701996150875	-0.6235204733782518	1
84	-0.24370482776980318	-0.13584892763027545	-0.334537083887771	-0.30223936483987796	-0.8195383541763172	-0.4839598111976799	-0.8112625803606021	1
85	-0.24073853866591632	-0.2395287668397452	-0.25679334960233213	-0.24968852338422548	-0.3514705322619801	-0.38668249733710897	-0.747801403511074	1
86	-0.11964434416301013	-0.3354901635454406	-0.02948459768420185	0.18631761748724213	1.193539967960275	-0.2734526712328533	-0.25136096062538504	1
87	-0.7840452502910235	-0.43223080381333073	-0.18527066164075728	-0.1237586240222469	0.8376096400759542	-0.30903603694161996	-0.3422021913581809	1
88	-0.338528177016083	-0.5337520649019998	-0.4253419730362489	-0.5543745676211785	-1.0712719801955564	-0.3680306355943675	-0.535946468979217	1
89	0.0001632671141145453	-0.6287382407444772	-0.3695999952397302	-0.35913200216051727	-1.2352887007488367	-0.3742707908987997	-0.24857858383116901	1
90	0.06499897511817292	-0.6905144644917068	-0.4165092721971242	-0.5480727610751525	-1.1601187234627315	-0.36422889715011914	-0.40385657375045175	1
91	-0.17621554186256805	-0.7046755335520198	-0.4120012602960958	-0.6606931034061168	-0.5125139357158369	-0.368446653142987	-0.7771547943851587	1
92	-0.6028864272463427	-0.6836363484501131	-0.2650039931542045	-0.2889377998915523	1.4347629479444972	-0.3476734459783938	-0.8410294715408408	1
93	-0.5178509385823119	-0.6382054720309458	-0.10991626800950725	-0.10119898570723504	1.7279705757456725	-0.36418109669260773	-0.7797259435658228	1
94	-0.7585204446132414	-0.5714484681214388	-0.11488139996934146	-0.23483749927207084	0.6279801343229849	-0.38345258746006966	-0.7685384991155872	1
95	-0.6711440892467507	-0.49444306509418584	-0.29461822051257963	-0.3422177489084983	-0.31086991731540314	-0.21368089930434125	-0.1859317142419236	1
96	-0.9117153146146018	-0.426655780414051	-0.2956096317985887	-0.4029490935284678	-0.15615083129885118	-0.13146164726873902	0.0013100637020789624	1
97	-1.2173545477356076	-0.38223581588170275	-0.3206213596756218	-0.46035228502728864	-0.0663984202627935	-0.12952597050385706	-0.3040024205435606	1
98	-0.6776842206444732	-0.3656132813345755	-0.3466787693075294	-0.40674180174897445	-0.6357806014716412	-0.13572921677561595	-0.17164028635024184	1
99	-0.3677295729536534	-0.37478652694565606	-0.3155163385882703	-0.5149494961995991	-0.17207667493102405	-0.20359902782134445	-0.22416609763077044	1
100	-0.24250759060136695	-0.40295960907543665	-0.3027458266317824	-0.259469677462857	-0.32362809710356893	-0.35435911783595486	-0.6759225712782585	1
101	-0.08970584325233041	-0.4384203468016539	-0.2420949403555269	-0.19378322202472162	-0.7762514519309628	-0.44608040482561506	-0.8282698796976549	1
102	0.576973387338009	-0.46291124088609886	-0.12544106896522722	-0.21428876925280924	-0.19065087502268618	-0.434012222752563	-0.7821843375206894	1
103	0.9794685925099151	-0.45122427729652514	-0.17353324024655478	-0.132035932480289	0.12596628391435966	-0.33093304317667	-0.6962507058576667	1
104	1.1363579219825302	-0.37216601826982654	-0.2664908354969808	-0.1731093108443495	0.015464951968395148	-0.12325752013597252	-0.5137554899738376	1
105	0.5650738554054799	-0.19651862548297222	-0.0027410115429272845	0.30481626220945107	-0.4692930951102171	-0.2342261259466666	-0.6125341729154408	1
106	-0.28891120697494904	0.08047565451371032	-0.0881496382715473	0.18781946511499287	-0.3098481301665598	-0.39249484354058467	-0.759586538284522	1
107	-0.8452803121840484	0.43006908743561767	-0.136569563385732	-0.04296210082599296	-0.43595481308838147	-0.3098018743912572	-0.3872785651638925	1
108	-1.004680265868084	0.8183398471716111	-0.06082169153234994	-0.08298129325211986	-0.22359864674847346	-0.2794325146235677	-0.012179907232648392	1
109	-0.9467286715825303	1.2215995882301036	-0.31401787260925224	-0.3743283829145224	-0.0025440291593736754	-0.3435491095405878	-0.47732590198993075	1
110	-1.2775934010892154	1.6172923468637448	-0.39643931736592225	-0.4282300918154973	-0.5199962800095302	-0.4158205171678948	-0.975552502785697	1
111	-1.373435295389241	1.982422442344145	-0.3170454501331476	-0.3225500087350557	-0.5724517062491361	-0.381531879833892	-0.9536701943079074	1
112	-1.0130207203213326	2.2945902925948762	-0.2619981340816702	-0.2949513740087803	-1.2379299322274262	-0.3192778409275441	-1.0069402308683892	1
113	0.048282327788739796	2.533693840802775	-0.3660277880939001	-0.5006526521654139	-1.5673539699223449	-0.09543095788047079	-0.6623937209861712	1
114	0.8195057586646068	2.6839049447685004	-0.2813450767956987	-0.0086375853098173	-1.1920797884241499	0.26429121727569077	0.4849426144316416	0
115	1.8871657787548386	2.735538137685453	-0.13797817721092295	0.30433372336730485	-0.5529120349321373	0.19862380738190208	0.6169502660174562	0
116	0.9405253719247177	2.6865674530564796	-0.23408071039816009	-0.3128139313052513	-0.3520965956226556	-0.17978245314332547	-0.3644034978923616	1
117	-0.34158691657423834	2.5439097442386887	-0.2879561812983495	-0.6486511636281339	-0.15492345083276543	-0.3193128789426949	-0.7761561402997806	1
118	-0.4838739958795955	2.3259541350944217	-0.3428847123391997	-0.7729062731770566	0.21667012258339446	-0.37867378216123215	-0.9122494354849408	1
119	-0.5160908212525962	2.0731729816775717	-0.26208542640705706	-0.4612942185966115	0.40401367983579045	-0.3588138892087393	-0.6960876585912738	1
120	-0.847956226601559	1.8250688344623724	0.45877275250017596	0.5861593517670929	-0.05472658810236609	0.6679607759429101	0.47980927179445837	0
121	-0.49239760975039853	1.5754202431597988	0.42087639628567564	0.5754314680699669	-0.8180872978744665	1.4242778185045775	1.2337242155777342	0
122	0.778769786723662	1.3044300897202525	-0.0582594599714482	0.20142832072180453	-1.1774069035842596	0.440873418982213	0.4012130117650912	0
123	1.4036377882880058	1.016540602014955	-0.09337742108432083	0.026241478151681197	-0.8704382437544741	-0.3729754544057978	-0.49770466318055506	1
124	1.3543304250506722	0.7313036430739165	-0.18946936630668598	-0.2579033182159848	-0.7985711239448412	-0.4058215710964884	-0.4012620038744243	1
125	1.594026059056532	0.48616066934905316	-0.19993963014453067	-0.26691127584444535	-1.1078101242250058	-0.41293756349241245	-0.3617382810597993	1
126	1.4178884844346857	0.3188939316700068	-0.3107840437444274	-0.41951929775921826	-0.2575651752283635	-0.35500213302324296	-0.5589732487795673	1
127	1.5649899533250482	0.22525181408362424	-0.028156996343642705	0.0655010533740135	0.44763377218851336	-0.22304953118587503	-0.4875476313980056	1
128	0.9660859160254511	0.176205517739699	0.11385045891408116	0.3038653757147252	0.24310871338124354	-0.1902035018208793	-0.5234524137932417	1
129	0.473435693103586	0.15575058231321653	-0.0968969638791795	0.003146549076038242	-0.056612469972559455	-0.235751733759967	-0.2766471291230109	1
130	0.19359377113527748	0.1629505328407876	-0.13157582733611248	-0.1414619629967003	-0.10446747009277417	-0.31123361654527754	-0.13950278233698138	1
131	-0.38297064743092174	0.18582348748166216	-0.12347417724499295	-0.2779749424407092	0.45649525434345484	-0.35849095908440265	-0.4888218969041713	1
132	-1.1757742555527417	0.1942126504085032	-0.18392261451956468	-0.3040235218424781	1.201252464197689	-0.28601136322374704	-0.5984162189887884	1
133	-0.6799089374723849	0.16902231982308533	-0.23945562191844694	-0.14281914061684706	0.9509527745895041	-0.31000695333340056	-0.5863114076721918	1
134	-0.7300025460143644	0.10518049954462477	-0.2757280813572692	-0.28721330355204483	0.23980696618873815	-0.3419292566714846	-0.5624599881673883	1
135	-0.6410268962213771	0.005009261959812334	-0.1969191959309154	-0.19743136360272068	-0.4598391822075589	-0.3208378985608477	-0.5150191390358576	1
136	-0.008177187339140787	-0.12363927655650706	0.05455241021560487	0.36726264414866944	-0.5136398854876015	-0.36197069694220346	-0.5898715481458865	1
137	0.5753562237000528	-0.2686250452363029	0.06273206004677956	0.47877902987679677	-0.12685126748744713	-0.37129630709868394	-0.7923715197125566	1
138	0.7070647298156542	-0.4133210425020809	-0.09205743217091297	0.06367161099509636	-0.12153765516181002	-0.35867920875267584	-0.8260646884534278	1
139	0.43918177762309896	-0.5303470263491739	-0.18187962398634877	-0.18580746959621283	-0.06886806150887986	-0.3615710498485181	-0.7441034005380638	1
140	0.37356875892012775	-0.5712031289414234	-0.3000866588661968	-0.310419012045127	-0.45656240738725373	-0.25505918049122484	-0.2626908031440889	1
141	0.37232684872301886	-0.5170985151067887	-0.29040318897447664	-0.4645021385638228	-0.17596096962800076	-0.24013031397290666	-0.26083634237115555	1
142	0.16216319106691776	-0.3886684914858233	-0.29482005979218	-0.3735254932511406	0.11387331583909464	-0.3299580650214861	-0.8236132045243522	1
143	-0.20247298521058865	-0.21712139744698372	-0.2940168897613924	-0.450493821077634	-0.6818332486135338	-0.3318168090092437	-0.8015081952467309	1
144	-0.8403886155443627	-0.037679519347320625	0.12007501575203024	0.27928787358717927	-0.9493633103222068	0.04077003150375579	0.3224300807173887	0
145	-0.553704148489294	0.12862189008700672	0.18055906925987136	0.5423615192962494	-0.7558752902123065	0.11392909376713449	0.5496263505915439	0
146	-0.12719408600874688	0.2674841380806213	-0.010987876234340834	0.09767065636700085	0.5687645959420073	-0.265836801987169	-0.42423653971691283	1
147	0.5418974881299466	0.36941782566072007	-0.17094087689914994	-0.0682602949850684	0.7213392461245168	-0.3566442042919968	-0.5845508690683076	1
148	0.01630809967654179	0.430551468109349	-0.33973130579367095	-0.3882942398738996	-0.4443292774557395	-0.34427080975404667	-0.5533387900544748	1
149	0.42437713592086923	0.4586128724207834	-0.3522100547502733	-0.4923670225509103	-0.7795662005343146	-0.22814492089361746	-0.4529023642935833	1
150	0.583571593673008	0.461728562614524	-0.3430456635046367	-0.44436868761321935	-0.031111416441722523	0.12022346468690202	0.022101514701948	0
151	0.6768492561272038	0.43293011443257146	-0.11556180723143256	0.025391349425589765	1.7447804131635916	0.5847052069938806	0.538772181626681	0
152	1.3084123817836706	0.36569348638162685	0.40801984256340773	0.4591709915273161	0.7674630353923667	0.28016085834068444	0.20821895026189297	0
153	0.8729646091716105	0.26301071754476657	0.5741533488201109	0.5920049071220091	-0.39301704000186305	-0.24189187517557656	-0.30718784455872916	2
154	0.26338371801917243	0.131430916799871	0.43759383304171473	0.8025334997850764	0.6655701690482976	-0.24161156623973223	-0.2418121752450283	2
155	0.15981785706158702	-0.01924534670002013	0.10458413066457846	0.2550237395794296	1.8573578751447368	-0.3151913644827346	-0.6132886872972281	1
156	0.03791061343683021	-0.16951971595132256	-0.32392409847393816	-0.3160988009094329	1.6882772018697856	-0.3344557117389249	-0.7598073746854634	1
157	-0.3542919259288189	-0.2822137642717924	-0.3522571902963607	-0.2943396931528359	-0.2809281325000065	-0.20744426870031477	-0.5475942400974215	1
158	0.3255421486997658	-0.3431727189992377	-0.2993084539102064	-0.2859407344823013	-0.39798910748099714	-0.18946405922219642	-0.6694894327534018	1
159	0.25183127280432993	-0.37852785883172346	-0.1674799073419501	0.061910984560497526	0.016571224148241352	-0.2615507395341697	-0.430006080087053	1
160	1.297717658719382	-0.41421557983355517	-0.13243605061251745	0.045145274197687074	-0.9542342940706866	-0.2784956377613994	0.11971665507458261	1
161	1.292639698265193	-0.46300069046894415	-0.0784644404086262	-0.046944884494379474	-0.9143659039789712	-0.2688270370102525	0.11151445142273819	1
162	1.2320568625908013	-0.5280905006619895	-0.09703162374897582	-0.16759765228885246	-0.42735354373808027	-0.2817052427632067	-0.2388721244986915	1
163	1.1408296921526977	-0.6057185914528858	0.9004454658914357	0.8339578172262224	1.3681989519998496	-0.3150627295431048	0.45894409221640137	2
164	0.899257790942574	-0.690209686742964	1.026341453704403	1.1429184915107435	2.858627762756597	-0.3133172776138387	0.20366500125977932	2
165	0.29501979401940853	-0.7757961837901228	-0.15635446685142287	0.09284742796514489	1.469931888660066	-0.24358797950440905	-0.7138187211744329	1
166	0.848774164145192	-0.8552836240340899	-0.23567974946911202	0.08093064221169467	-0.7279368504798004	-0.08672778559128101	-0.2785525434947881	1
167	1.311454615036297	-0.9234467076251882	-0.15525739463253108	0.08495325223871493	-0.9162824526701081	-0.0659370225455495	-0.19631377478289563	1
168	1.6814649566631616	-0.9754478251919395	0.00023874593249986412	0.21121882014884838	0.2556451989321693	-0.04592546834867859	-0.28992475608760077	1
169	1.5409036191705285	-1.0013765674996988	0.00584372175236375	0.06732214793306661	-0.11441481156840379	-0.058686371616015025	-0.12074096239435755	1
170	1.6866425606863649	-1.0059813780186304	0.14020768934350386	0.3404562599141489	-0.39559442842404674	-0.09316918193496637	0.015157495174538089	0
171	1.2420100133791436	-1.0075442343432148	0.49367330874441967	0.7594619773366643	-0.055330518835297035	0.020897220306277168	0.6222761476764709	0
172	0.84205670353872	-1.0091736416111006	0.13683695661166667	-0.00815366652268412	0.2047740334448263	0.09507313620463015	0.48944924821743296	0
173	0.7424712094359083	-0.989805722084407	-0.14531418427689258	-0.12516334442276444	-0.12934378759732282	0.1112333906551902	-0.0349354323114168	0
174	0.3816009694755302	-0.905213367032494	-0.07979130005961002	0.046764544548805013	-0.691200300756619	0.06371833274060006	0.12648221374879698	0
175	-0.10568849000556708	-0.7485713441468023	-0.15280740901934695	-0.29829344695554344	0.5412089435011851	0.9861258667144075	0.4997900742924823	0
176	-0.6856837971738594	-0.5580404112750768	-0.2753435087013035	-0.41356673988544285	1.0888542478832608	1.4404474341277393	0.8490182972540905	0
177	-0.521335434818804	-0.36164563516373793	-0.29389557328559773	-0.28202379234734365	-0.16188213837867432	0.5720213984675088	0.5065602573689568	0
178	0.050770615485826676	-0.17658789917128784	-0.2810650685322977	-0.22897698860202906	-0.5793258712298256	0.05953607811717362	0.10803353903380936	0
179	0.7823883020461668	-0.014298389978294851	-0.38382937533559847	-0.5570931854114771	0.2808206471148576	-0.055269169471472895	-0.09590226000631191	1
180	0.8910334863638736	0.12002420492784037	-0.25385012347259456	-0.2640166764809659	1.1718265476314798	-0.0851694704245078	-0.2883090222150902	1
181	0.9829798925636152	0.2322483495646044	-0.08702964949857984	0.013068637334550522	0.7595229323417387	0.0014255425297561972	-0.07522918271295885	1
182	1.4330625493689408	0.33692600102603765	-0.31068548971856635	-0.48083672684961565	0.33103210947197	-0.007033432141278575	-0.16163659126795146	1
183	1.176629294425267	0.43441917870163793	-0.3433873088648288	-0.27430447038571526	-0.48482862768779517	-0.22786107707591832	-0.38063966696812845	1
184	0.5129252875445443	0.5126983646569838	-0.2564870712344914	-0.18755001077408978	-1.015872408610656	-0.3100183766164359	-0.47536076729000765	1
185	0.8230840682613099	0.5664022401545961	-0.18812305323563783	-0.3617857441894699	-0.9843644451313546	-0.3178126760159221	-0.581557123248695	1
186	0.8917795259427145	0.5995817268700628	-0.04060004323705167	-0.1780671903348197	-1.3339180881845398	-0.05586933020362194	-0.34662141526268475	1
187	0.774143023859099	0.622834300067108	-0.0026377113540599767	0.10283163649973116	-0.5178473809520863	0.027984644614890516	0.19805593867818422	0
188	0.9497266529254008	0.6435011309485512	0.2008641664607552	0.4165250267099687	0.8259380614194414	-0.2370746663070215	0.27111051967535077	0
189	0.9547389667425089	0.6759854563446781	0.2681294222609062	0.23718345296106486	0.2241229817891383	-0.26981433299275204	-0.0068848029398535845	0
190	0.5374136789571177	0.7485651082713725	-0.0709470583018035	-0.3123825535980889	-0.6885625176070617	-0.1332665010065105	0.025662000106616012	0
191	-0.4877591864681986	0.8696922030068983	-0.23318164889229553	-0.1295576096114807	0.4640529084111939	0.25979953094885916	0.23631769262703942	0
192	-0.5762179920345233	1.0251997318126649	-0.1899104288090448	0.005479859219112783	0.6479012830860937	0.5981776250091243	0.3140595677730952	0
193	-0.22037793510272827	1.1876202136461578	-0.25100510625111017	-0.04083444516536562	-0.6141358505977947	0.29968457837815604	0.12458143122845854	0
194	0.05803444994805113	1.3235080196099747	-0.16429731656588636	0.3452157227922208	-1.3567813807069111	0.13410977590378953	-0.1364567346608707	0
