timestamp	ibi	hf-hrv	posterior_alpha	state
0	-0.0682370457100611	1.5694064070258031	-0.4754888030870996	1
1	-0.0682370457100611	1.543285069768999	-0.4498809679471069	1
2	0.9239410796429914	1.4639987492821527	-0.08697588273321094	1
3	0.49506501068109093	1.3345572010007736	-0.048203301525573006	1
4	0.15790138413151283	1.1674292116733678	-0.26062390355052123	1
5	0.06584776266295961	0.9856679012793103	-0.0570161354653565	1
6	0.12705602073877317	0.8218032107679818	0.06793526360196836	1
7	0.035221297110717364	0.7018214862580094	-0.09537287884862926	1
8	0.21887287515535755	0.6311791032693196	-0.21177760701249515	1
9	0.3109130947153102	0.6066141725741776	-0.13962770280179176	1
10	0.49469869184597165	0.6247675844051032	-0.14403611334501143	1
11	0.6173743115639014	0.6789975250415329	-0.14893067966434592	1
12	0.9541984230955666	0.7593417710582254	0.0172212086994664	1
13	1.046537951947627	0.8569238552311176	0.15608300969940728	1
14	0.8019372193934741	0.9707354703574305	0.046074256390283175	1
15	0.342611712955704	1.0977362742400048	-0.003341697537679939	1
16	0.7087086972708201	1.220886112372088	-0.06366180745153643	1
17	0.526022056645513	1.3229825075464796	-0.16069024799429185	1
18	-0.08595330884380091	1.398840249174404	-0.10930587690332098	1
19	-1.1269493610250876	1.4498625814620905	0.06896096351139905	1
20	-0.7322942723852894	1.4708592520754364	0.3005403228761957	1
21	0.552493930531167	1.4527374695003916	0.31840747349288034	1
22	1.8703030733367432	1.3918933049514364	0.023182539810505727	1
23	2.1187769574768427	1.2889059426675877	-0.318304525782856	1
24	1.7835074673430018	1.1490929645227492	-0.2031834304199441	1
25	0.8659956166986247	0.9838138620891481	-0.11829682109487791	1
26	-0.2978011396808782	0.8077386833353019	-0.2709533075404625	1
27	-0.485267794374192	0.6302122338406503	-0.23106711014466402	1
28	-0.08904021512510506	0.45622994611641854	-0.11969810961470323	1
29	0.1262251024054545	0.30268353367122863	-0.20618798168141736	1
30	0.12710069376744582	0.18502506042746608	-0.36287237461954913	3
31	-0.6358805633182528	0.09714648176580729	-0.21630585987832368	3
32	-0.36459799364368	0.03261650381634622	-0.23264613444514343	3
33	-0.3633516161437037	-0.018719513119434632	-0.24594684857159305	3
34	0.12474195785351277	-0.07187919168217333	-0.0880687885752745	3
35	0.00509516947961057	-0.12811156391346384	-0.22291038811526653	3
36	-0.26998460763216436	-0.1835260725912979	-0.28814531038677554	3
37	0.12500999602555024	-0.241143755429714	-0.09087024508886682	3
38	-0.05582718121269411	-0.3072269103964221	-0.18916337824069035	3
39	0.18704917243467908	-0.38181349228974965	-0.21413053285371617	3
40	0.005532965160607069	-0.4580115814779105	0.10049418328127083	3
41	-0.5135801970411739	-0.5197742056723198	-0.028539591813302366	3
42	-0.6384984027984885	-0.5386641946124717	-0.336762074515871	3
43	-0.7306279684157863	-0.466157385155022	-0.23232801513397622	3
44	-0.6702684978847594	-0.27153676022129625	-0.2378617998131565	3
45	-0.2130336891888866	0.004957783162441948	-0.26813866670522424	3
46	0.12488937884813295	0.3037290804001045	-0.11121153500826676	1
47	-0.14692926717051477	0.5924650305581516	-0.1920759201354473	1
48	-0.6967582409818832	0.8497058788186502	-0.14399400929372705	1
49	-0.5483433850485363	1.0609291326825296	0.02113160434989381	1
50	-0.9429180622367258	1.2174706470858097	-0.10422659419472612	1
51	-1.0370534468414399	1.316620555249682	-0.24477564126468196	1
52	-0.49006567765367354	1.3627509086652916	-0.2658332424710708	1
53	-0.6380695417232285	1.3719172638485038	-0.1924895208136211	1
54	-1.0042290682784853	1.3731788445007755	-0.17066367983483027	1
55	-0.3380055025806121	1.3769303085495537	-0.11241352847626213	1
56	-0.02862266965680326	1.3629300037700942	-0.0930521264439925	1
57	0.7339118571421623	1.3131128004711214	-0.22511793513906692	1
58	0.49697701630829433	1.2235034289649906	-0.1694160306527971	1
59	-0.38649088209035837	1.0996358180493813	-0.13919254567040573	1
60	-0.3636151870128737	0.9562205785248579	-0.13617940258094877	1
61	-0.30258115374888495	0.8231887540138627	-0.09832217088777344	1
62	-0.3931873690884359	0.7095117362208496	-0.11695185933965946	1
63	-0.8800256309799378	0.5845483433501798	-0.002787707555719802	1
64	-0.12516146320412283	0.4274593294581847	-0.10910630427767672	1
65	0.0033439867556296784	0.24304914295014493	-0.2697785376078591	1
66	-0.35986711990720993	0.044730118330798214	-0.1256277576911285	3
67	-0.3026347613832924	-0.14585845444505768	-0.06116293219015588	3
68	-0.39310695763682546	-0.31292025485512415	-0.1226745522335717	3
69	-0.6368008277089168	-0.45823946287768164	-0.21143753820913908	3
70	-1.185441498957582	-0.5834323127938307	-0.2739000233337383	3
71	-1.0392870982750881	-0.6685229322917715	-0.16794377520975182	3
72	-1.1287318148691405	-0.6925671997817807	-0.08020338183597807	3
73	-0.5837141262458508	-0.6642507919059979	-0.22608403077073283	3
74	-0.7902145955507711	-0.5827434812425316	-0.260943914761529	3
75	-1.0957242768886264	-0.4550882049331245	-0.037547012131027464	3
76	-0.9777571943928296	-0.31179945111126794	-0.12071493064808243	3
77	-0.49139693390812766	-0.17087195282716663	-0.3797851529723262	3
78	0.12022104735180014	-0.048135520300117654	-0.3385835371751571	3
79	-0.08503304445313697	0.040765397864610996	-0.2886213522444092	3
80	0.24583168505354983	0.08671660065121492	-0.18548473288116585	3
81	0.31030554152535633	0.08708783170697244	0.011968132617293868	3
82	-0.23422521108539504	0.04437759932179751	0.2179027723190869	3
83	-0.48303414294054536	-0.03431114580190012	0.02992114774626136	3
84	-0.24370482776980318	-0.13584892763027545	-0.334537083887771	3
85	-0.24073853866591632	-0.2395287668397452	-0.25679334960233213	3
86	-0.11964434416301013	-0.3354901635454406	-0.02948459768420185	3
87	-0.7840452502910235	-0.43223080381333073	-0.18527066164075728	3
88	-0.338528177016083	-0.5337520649019998	-0.4253419730362489	3
89	0.0001632671141145453	-0.6287382407444772	-0.3695999952397302	3
90	0.06499897511817292	-0.6905144644917068	-0.4165092721971242	3
91	-0.17621554186256805	-0.7046755335520198	-0.4120012602960958	3
92	-0.6028864272463427	-0.6836363484501131	-0.2650039931542045	3
93	-0.5178509385823119	-0.6382054720309458	-0.10991626800950725	3
94	-0.7585204446132414	-0.5714484681214388	-0.11488139996934146	3
95	-0.6711440892467507	-0.49444306509418584	-0.29461822051257963	3
96	-0.9117153146146018	-0.426655780414051	-0.2956096317985887	3
97	-1.2173545477356076	-0.38223581588170275	-0.3206213596756218	3
98	-0.6776842206444732	-0.3656132813345755	-0.3466787693075294	3
99	-0.3677295729536534	-0.37478652694565606	-0.3155163385882703	3
100	-0.24250759060136695	-0.40295960907543665	-0.3027458266317824	3
101	-0.08970584325233041	-0.4384203468016539	-0.2420949403555269	3
102	0.576973387338009	-0.46291124088609886	-0.12544106896522722	3
103	0.9794685925099151	-0.45122427729652514	-0.17353324024655478	3
104	1.1363579219825302	-0.37216601826982654	-0.2664908354969808	3
105	0.5650738554054799	-0.19651862548297222	-0.0027410115429272845	3
106	-0.28891120697494904	0.08047565451371032	-0.0881496382715473	3
107	-0.8452803121840484	0.43006908743561767	-0.136569563385732	1
108	-1.004680265868084	0.8183398471716111	-0.06082169153234994	1
109	-0.9467286715825303	1.2215995882301036	-0.31401787260925224	1
110	-1.2775934010892154	1.6172923468637448	-0.39643931736592225	1
111	-1.373435295389241	1.982422442344145	-0.3170454501331476	1
112	-1.0130207203213326	2.2945902925948762	-0.2619981340816702	1
113	0.048282327788739796	2.533693840802775	-0.3660277880939001	1
114	0.8195057586646068	2.6839049447685004	-0.2813450767956987	1
115	1.8871657787548386	2.735538137685453	-0.13797817721092295	1
116	0.9405253719247177	2.6865674530564796	-0.23408071039816009	1
117	-0.34158691657423834	2.5439097442386887	-0.2879561812983495	1
118	-0.4838739958795955	2.3259541350944217	-0.3428847123391997	1
119	-0.5160908212525962	2.0731729816775717	-0.26208542640705706	1
120	-0.847956226601559	1.8250688344623724	0.45877275250017596	1
121	-0.49239760975039853	1.5754202431597988	0.42087639628567564	1
122	0.778769786723662	1.3044300897202525	-0.0582594599714482	1
123	1.4036377882880058	1.016540602014955	-0.09337742108432083	1
124	1.3543304250506722	0.7313036430739165	-0.18946936630668598	1
125	1.594026059056532	0.48616066934905316	-0.19993963014453067	1
126	1.4178884844346857	0.3188939316700068	-0.3107840437444274	1
127	1.5649899533250482	0.22525181408362424	-0.028156996343642705	1
128	0.9660859160254511	0.176205517739699	0.11385045891408116	1
129	0.473435693103586	0.15575058231321653	-0.0968969638791795	3
130	0.19359377113527748	0.1629505328407876	-0.13157582733611248	3
131	-0.38297064743092174	0.18582348748166216	-0.12347417724499295	3
132	-1.1757742555527417	0.1942126504085032	-0.18392261451956468	3
133	-0.6799089374723849	0.16902231982308533	-0.23945562191844694	3
134	-0.7300025460143644	0.10518049954462477	-0.2757280813572692	3
135	-0.6410268962213771	0.005009261959812334	-0.1969191959309154	3
136	-0.008177187339140787	-0.12363927655650706	0.05455241021560487	3
137	0.5753562237000528	-0.2686250452363029	0.06273206004677956	3
138	0.7070647298156542	-0.4133210425020809	-0.09205743217091297	3
139	0.43918177762309896	-0.5303470263491739	-0.18187962398634877	3
140	0.37356875892012775	-0.5712031289414234	-0.3000866588661968	3
141	0.37232684872301886	-0.5170985151067887	-0.29040318897447664	3
142	0.16216319106691776	-0.3886684914858233	-0.29482005979218	3
143	-0.20247298521058865	-0.21712139744698372	-0.2940168897613924	3
144	-0.8403886155443627	-0.037679519347320625	0.12007501575203024	3
145	-0.553704148489294	0.12862189008700672	0.18055906925987136	1
146	-0.12719408600874688	0.2674841380806213	-0.010987876234340834	1
147	0.5418974881299466	0.36941782566072007	-0.17094087689914994	1
148	0.01630809967654179	0.430551468109349	-0.33973130579367095	1
149	0.42437713592086923	0.4586128724207834	-0.3522100547502733	1
150	0.583571593673008	0.461728562614524	-0.3430456635046367	1
151	0.6768492561272038	0.43293011443257146	-0.11556180723143256	1
152	1.3084123817836706	0.36569348638162685	0.40801984256340773	1
153	0.8729646091716105	0.26301071754476657	0.5741533488201109	1
154	0.26338371801917243	0.131430916799871	0.43759383304171473	1
155	0.15981785706158702	-0.01924534670002013	0.10458413066457846	3
156	0.03791061343683021	-0.16951971595132256	-0.32392409847393816	3
157	-0.3542919259288189	-0.2822137642717924	-0.3522571902963607	3
158	0.3255421486997658	-0.3431727189992377	-0.2993084539102064	3
159	0.25183127280432993	-0.37852785883172346	-0.1674799073419501	3
160	1.297717658719382	-0.41421557983355517	-0.13243605061251745	3
161	1.292639698265193	-0.46300069046894415	-0.0784644404086262	3
162	1.2320568625908013	-0.5280905006619895	-0.09703162374897582	3
163	1.1408296921526977	-0.6057185914528858	0.9004454658914357	2
164	0.899257790942574	-0.690209686742964	1.026341453704403	2
165	0.29501979401940853	-0.7757961837901228	-0.15635446685142287	0
166	0.848774164145192	-0.8552836240340899	-0.23567974946911202	0
167	1.311454615036297	-0.9234467076251882	-0.15525739463253108	0
168	1.6814649566631616	-0.9754478251919395	0.00023874593249986412	0
169	1.5409036191705285	-1.0013765674996988	0.00584372175236375	0
170	1.6866425606863649	-1.0059813780186304	0.14020768934350386	0
171	1.2420100133791436	-1.0075442343432148	0.49367330874441967	0
172	0.84205670353872	-1.0091736416111006	0.13683695661166667	0
173	0.7424712094359083	-0.989805722084407	-0.14531418427689258	0
174	0.3816009694755302	-0.905213367032494	-0.07979130005961002	0
175	-0.10568849000556708	-0.7485713441468023	-0.15280740901934695	3
176	-0.6856837971738594	-0.5580404112750768	-0.2753435087013035	3
177	-0.521335434818804	-0.36164563516373793	-0.29389557328559773	3
178	0.050770615485826676	-0.17658789917128784	-0.2810650685322977	3
