State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.83	230	0.0	True
0	frontal_alpha	0.85	230	0.0	True
0	frontal_theta	0.94	230	0.0	True
0	gamma	0.79	230	0.0	True
0	hf-hrv	0.9	230	0.0	True
0	ibi	0.92	230	0.0	True
0	posterior_alpha	0.81	230	0.0	True
1	beta	0.9	138	0.0	True
1	frontal_alpha	0.97	138	0.006	True
1	frontal_theta	0.99	138	0.216	False
1	gamma	0.81	138	0.0	True
1	hf-hrv	0.94	138	0.0	True
1	ibi	0.97	138	0.003	True
1	posterior_alpha	0.83	138	0.0	True
2	beta	0.66	575	0.0	True
2	frontal_alpha	0.95	575	0.0	True
2	frontal_theta	0.97	575	0.0	True
2	gamma	0.53	575	0.0	True
2	hf-hrv	0.94	575	0.0	True
2	ibi	0.98	575	0.0	True
2	posterior_alpha	0.94	575	0.0	True
3	beta	0.87	447	0.0	True
3	frontal_alpha	0.96	447	0.0	True
3	frontal_theta	0.96	447	0.0	True
3	gamma	0.77	447	0.0	True
3	hf-hrv	0.93	447	0.0	True
3	ibi	0.99	447	0.01	True
3	posterior_alpha	0.93	447	0.0	True
