Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	91.18	0.0	[463, 370, 264, 296]	True
arousal	Levene	21.42	0.0	[463, 370, 264, 296]	True
valence	Barlett	56.53	0.0	[463, 370, 264, 296]	True
valence	Levene	29.41	0.0	[463, 370, 264, 296]	True
