State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.86	219	0.0	True
0	beta	0.85	219	0.0	True
0	frontal_alpha	0.48	219	0.0	True
0	frontal_theta	0.57	219	0.0	True
0	gamma	0.46	219	0.0	True
0	hf-hrv	0.77	219	0.0	True
0	ibi	0.97	219	0.0	True
0	posterior_alpha	0.5	219	0.0	True
0	valence	0.9	219	0.0	True
1	arousal	0.69	426	0.0	True
1	beta	0.74	426	0.0	True
1	frontal_alpha	0.29	426	0.0	True
1	frontal_theta	0.33	426	0.0	True
1	gamma	0.43	426	0.0	True
1	hf-hrv	0.9	426	0.0	True
1	ibi	0.97	426	0.0	True
1	posterior_alpha	0.28	426	0.0	True
1	valence	0.85	426	0.0	True
2	arousal	0.84	169	0.0	True
2	beta	0.84	169	0.0	True
2	frontal_alpha	0.68	169	0.0	True
2	frontal_theta	0.59	169	0.0	True
2	gamma	0.49	169	0.0	True
2	hf-hrv	0.93	169	0.0	True
2	ibi	0.99	169	0.186	False
2	posterior_alpha	0.69	169	0.0	True
2	valence	0.91	169	0.0	True
3	arousal	0.84	576	0.0	True
3	beta	0.83	576	0.0	True
3	frontal_alpha	0.41	576	0.0	True
3	frontal_theta	0.5	576	0.0	True
3	gamma	0.44	576	0.0	True
3	hf-hrv	0.83	576	0.0	True
3	ibi	1.0	576	0.625	False
3	posterior_alpha	0.43	576	0.0	True
3	valence	0.97	576	0.0	True
