State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.93	230	0.0	True
0	frontal_alpha	0.9	230	0.0	True
0	frontal_theta	0.97	230	0.0	True
0	gamma	0.91	230	0.0	True
0	hf-hrv	0.96	230	0.0	True
0	ibi	0.97	230	0.0	True
0	posterior_alpha	0.87	230	0.0	True
1	beta	0.86	138	0.0	True
1	frontal_alpha	0.84	138	0.0	True
1	frontal_theta	0.98	138	0.069	False
1	gamma	0.78	138	0.0	True
1	hf-hrv	0.59	138	0.0	True
1	ibi	0.97	138	0.009	True
1	posterior_alpha	0.8	138	0.0	True
2	beta	0.83	575	0.0	True
2	frontal_alpha	0.8	575	0.0	True
2	frontal_theta	0.92	575	0.0	True
2	gamma	0.81	575	0.0	True
2	hf-hrv	0.9	575	0.0	True
2	ibi	0.94	575	0.0	True
2	posterior_alpha	0.84	575	0.0	True
3	beta	0.93	447	0.0	True
3	frontal_alpha	0.94	447	0.0	True
3	frontal_theta	0.97	447	0.0	True
3	gamma	0.91	447	0.0	True
3	hf-hrv	0.96	447	0.0	True
3	ibi	0.97	447	0.0	True
3	posterior_alpha	0.97	447	0.0	True
