Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	41.8	0.0	[463, 370, 264, 296]	True
arousal	Levene	21.34	0.0	[463, 370, 264, 296]	True
valence	Barlett	330.42	0.0	[463, 370, 264, 296]	True
valence	Levene	82.04	0.0	[463, 370, 264, 296]	True
