subject	test	value	num_df	den_df	F	p-value	significance
025	Hotelling-Lawley trace	0.01731687168165063	2	1389.999999999976	12.035225818747186	6.575189267054868e-06	True
025	Roy's greatest root	0.01731687168165063	2	1390	12.035225818747188	6.575189267060427e-06	True
026	Wilks' lambda	0.9445582771081695	2	1390.0	40.793668684785175	6.081166011310978e-18	True
026	Pillai's trace	0.05544172289183044	2.0	1390.0	40.79366868478515	6.081166011310978e-18	True
026	Hotelling-Lawley trace	0.0586959261651585	2	1389.999999999976	40.79366868478515	6.08116601130575e-18	True
026	Roy's greatest root	0.0586959261651585	2	1390	40.79366868478516	6.081166011310978e-18	True
027	Wilks' lambda	0.9326953972341507	2	1390.0	50.15217085983118	9.315031494415165e-22	True
027	Pillai's trace	0.06730460276584921	2.0	1390.0	50.15217085983113	9.315031494415165e-22	True
027	Hotelling-Lawley trace	0.07216139692062033	2	1389.999999999976	50.15217085983113	9.31503149440709e-22	True
027	Roy's greatest root	0.07216139692062033	2	1390	50.15217085983113	9.315031494415165e-22	True
028	Wilks' lambda	0.9787013682451768	2	1390.0	15.12468414767136	3.1760391934302554e-07	True
028	Pillai's trace	0.021298631754823136	2.0	1390.0	15.124684147671342	3.1760391934302554e-07	True
028	Hotelling-Lawley trace	0.021762135464275315	2	1389.999999999976	15.124684147671342	3.1760391934275137e-07	True
028	Roy's greatest root	0.021762135464275315	2	1390	15.124684147671344	3.1760391934302554e-07	True
029	Wilks' lambda	0.9746705427744573	2	1390.0	18.06145974376267	1.803845256605337e-08	True
029	Pillai's trace	0.025329457225542727	2.0	1390.0	18.061459743762693	1.803845256605337e-08	True
029	Hotelling-Lawley trace	0.025987711861529057	2	1389.999999999976	18.061459743762693	1.803845256603722e-08	True
029	Roy's greatest root	0.025987711861529057	2	1390	18.061459743762693	1.803845256605337e-08	True
030	Wilks' lambda	0.9933501689512357	2	1390.0	4.65257139259423	0.00968605960175601	True
030	Pillai's trace	0.006649831048764216	2.0	1390.0	4.6525713925941945	0.009686059601757085	True
030	Hotelling-Lawley trace	0.006694347327473663	2	1389.999999999976	4.652571392594195	0.009686059601748311	True
030	Roy's greatest root	0.006694347327473663	2	1390	4.652571392594195	0.009686059601757085	True
031	Wilks' lambda	0.9946843632171521	2	1390.0	3.7141104260756657	0.024619377140736736	True
031	Pillai's trace	0.005315636782847867	2.0	1390.0	3.714110426075674	0.024619377140736736	True
031	Hotelling-Lawley trace	0.0053440437785261495	2	1389.999999999976	3.714110426075674	0.02461937714071497	True
031	Roy's greatest root	0.0053440437785261495	2	1390	3.714110426075674	0.024619377140736736	True
032	Wilks' lambda	0.9729416250289138	2	1390.0	19.328570307952496	5.251881560549039e-09	True
032	Pillai's trace	0.02705837497108626	2.0	1390.0	19.328570307952532	5.251881560549039e-09	True
032	Hotelling-Lawley trace	0.027810892529428106	2	1389.999999999976	19.328570307952532	5.251881560543983e-09	True
032	Roy's greatest root	0.027810892529428106	2	1390	19.328570307952532	5.251881560549039e-09	True
033	Wilks' lambda	0.9961898556530902	2	1390.0	2.6581783643704293	0.07043197709086056	False
033	Pillai's trace	0.0038101443469098447	2.0	1390.0	2.658178364370426	0.07043197709086056	False
033	Hotelling-Lawley trace	0.003824717071036584	2	1389.999999999976	2.658178364370426	0.07043197709079342	False
033	Roy's greatest root	0.003824717071036584	2	1390	2.658178364370426	0.07043197709086056	False
034	Wilks' lambda	0.9999570665839791	2	1390.0	0.029840005267890716	0.9706014338867736	False
034	Pillai's trace	4.29334160208775e-05	2.0	1390.0	0.029840005267870093	0.9706014338869233	False
034	Hotelling-Lawley trace	4.293525937823035e-05	2	1389.999999999976	0.02984000526787009	0.97060143388695	False
034	Roy's greatest root	4.293525937823035e-05	2	1390	0.029840005267870093	0.9706014338869233	False
035	Wilks' lambda	0.9985500126637817	2	1390.0	1.0092045324634178	0.36477574492872067	False
035	Pillai's trace	0.0014499873362182885	2.0	1390.0	1.0092045324634364	0.36477574492872067	False
035	Hotelling-Lawley trace	0.0014520928524653764	2	1389.999999999976	1.0092045324634367	0.3647757449284295	False
035	Roy's greatest root	0.0014520928524653764	2	1390	1.0092045324634367	0.36477574492872067	False
036	Wilks' lambda	0.9912323128310914	2	1390.0	6.1474414257012375	0.0021975484176765623	True
036	Pillai's trace	0.008767687168908666	2.0	1390.0	6.1474414257012615	0.0021975484176765623	True
036	Hotelling-Lawley trace	0.008845239461440665	2	1389.999999999976	6.147441425701262	0.0021975484176746654	True
036	Roy's greatest root	0.008845239461440665	2	1390	6.147441425701262	0.0021975484176765623	True
037	Wilks' lambda	0.9964225402657232	2	1390.0	2.4952612118342232	0.08284428384177178	False
037	Pillai's trace	0.0035774597342767577	2.0	1390.0	2.4952612118341864	0.08284428384177178	False
037	Hotelling-Lawley trace	0.0035903039019196926	2	1389.999999999976	2.495261211834186	0.08284428384170145	False
037	Roy's greatest root	0.0035903039019196926	2	1390	2.4952612118341864	0.08284428384177178	False
038	Wilks' lambda	0.9855898550491565	2	1390.0	10.161479127985455	4.157919222518008e-05	True
038	Pillai's trace	0.014410144950843527	2.0	1390.0	10.161479127985492	4.157919222518008e-05	True
038	Hotelling-Lawley trace	0.014620833277676968	2	1389.999999999976	10.161479127985492	4.157919222514374e-05	True
038	Roy's greatest root	0.014620833277676968	2	1390	10.161479127985492	4.157919222518008e-05	True
039	Wilks' lambda	0.9686303898763587	2	1390.0	22.507944478918922	2.398131004103645e-10	True
039	Pillai's trace	0.03136961012364125	2.0	1390.0	22.50794447891892	2.398131004103645e-10	True
039	Hotelling-Lawley trace	0.032385531624343766	2	1389.999999999976	22.50794447891892	2.3981310041014637e-10	True
039	Roy's greatest root	0.032385531624343766	2	1390	22.50794447891892	2.398131004103645e-10	True
040	Wilks' lambda	0.9621821824531431	2	1390.0	27.316430998601955	2.311163956884952e-12	True
040	Pillai's trace	0.03781781754685681	2.0	1390.0	27.31643099860192	2.311163956884952e-12	True
040	Hotelling-Lawley trace	0.03930421726417542	2	1389.999999999976	27.316430998601916	2.31116395688285e-12	True
040	Roy's greatest root	0.03930421726417542	2	1390	27.316430998601916	2.311163956884952e-12	True
