Variable	Test	Statistic	p-value	Samples	Significance
arousal	Barlett	303.89	0.0	[463, 370, 264, 296]	True
arousal	Levene	15.94	0.0	[463, 370, 264, 296]	True
valence	Barlett	221.08	0.0	[463, 370, 264, 296]	True
valence	Levene	29.39	0.0	[463, 370, 264, 296]	True
