Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	35.34	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	13.05	0.0	[310, 342, 409, 331]	True
ibi	Barlett	101.55	0.0	[310, 342, 409, 331]	True
ibi	Levene	12.48	0.0	[310, 342, 409, 331]	True
