State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.39	278	0.0	True
0	frontal_alpha	0.8	278	0.0	True
0	frontal_theta	0.54	278	0.0	True
0	gamma	0.18	278	0.0	True
0	posterior_alpha	0.77	278	0.0	True
1	beta	0.31	358	0.0	True
1	frontal_alpha	0.83	358	0.0	True
1	frontal_theta	0.87	358	0.0	True
1	gamma	0.24	358	0.0	True
1	posterior_alpha	0.77	358	0.0	True
2	beta	0.44	117	0.0	True
2	frontal_alpha	0.82	117	0.0	True
2	frontal_theta	0.47	117	0.0	True
2	gamma	0.23	117	0.0	True
2	posterior_alpha	0.87	117	0.0	True
3	beta	0.27	637	0.0	True
3	frontal_alpha	0.77	637	0.0	True
3	frontal_theta	0.85	637	0.0	True
3	gamma	0.18	637	0.0	True
3	posterior_alpha	0.75	637	0.0	True
