subject,video,valence_changepoints,number_valence_changepoints,arousal_changepoints,number_arousal_changepoints,model,jump_value,penalty_value,min_size
1,1.0,"[41.0, 101.5, 169.25, 194.5, 195.5, 200.75, 213.75, 229.0, 233.0, 234.75, 238.25, 239.25, 252.5, 266.0, 277.25, 280.75, 293.0, 314.0, 316.25, 378.0, 382.0, 484.0, 569.0, 570.0, 593.75, 828.75, 921.5, 924.5, 935.0, 957.5, 960.25, 968.75, 983.25, 1102.0, 1178.75, 1298.25, 1299.25, 1303.75, 1310.75, 1318.5, 1320.0, 1341.0, 1342.25, 1343.5, 1349.25, 1357.25, 1370.5]",47,"[103.5, 113.75, 149.5, 169.75, 172.75, 194.25, 594.0, 596.0, 600.5, 606.25, 624.0, 663.5, 697.75, 774.75, 777.0, 810.5, 828.25, 984.25, 998.75, 1041.25, 1065.75, 1099.0, 1183.25, 1201.0, 1238.0, 1246.25, 1280.25, 1284.0, 1292.75, 1294.25]",30,l2,5,1,20
