state	mean_fractional_occupancy	std_fractional_occupancy	min_fractional_occupancy	max_fractional_occupancy	mean_lifetime	std_lifetime	min_lifetime	max_lifetime	mean_intervaltime	std_intervaltime	min_intervaltime	max_intervaltime
0	0.31251495573103616	0.10738253210539622	0.1191672648959081	0.5441493180186647	23.624550486100322	17.2656577528503	6.235294117647059	99.0	79.60821045470365	40.101275886105356	26.142857142857142	175.25
1	0.2672704180241869	0.06986859007587437	0.08973438621679827	0.38334529791816224	37.31549735520693	32.73617282492625	4.319148936170213	136.33333333333334	114.63739037650804	137.09106347995566	0.0	892.0
2	0.21681668415336758	0.08629090037874841	0.06389088298636038	0.4206748025843503	16.294012464324243	13.585110229698557	4.6	65.57142857142857	105.94256658615865	69.0332008311012	31.20689655172414	305.0
3	0.20124431682220628	0.10041386357089989	0.03158650394831299	0.45226130653266333	14.165871367244543	8.560952151282805	2.6216216216216215	36.44444444444444	89.13620873303735	76.75544379282768	25.666666666666668	456.0
