state	feature	mean	std	min	max
0	arousal	-0.8215334951312682	0.2634040805604578	-1.0692205614066548	0.022711697879756514
0	beta	-0.10410593847783375	0.8367585647786283	-1.208557353687055	6.295087417072958
0	frontal_alpha	0.04996792293100814	1.0130188158862699	-1.118360298940082	7.084563410040867
0	frontal_theta	0.04452721691330799	0.9808279009736376	-1.4712688353025318	7.05052422369559
0	gamma	-0.13425581073531953	0.8188582052700771	-0.8964549907185927	6.985210419177142
0	hf-hrv	0.1210925663398643	0.9135742402074146	-1.5145141035779706	2.966339845046024
0	ibi	0.0709302027527065	0.9617031052951617	-2.4481698512288603	3.0706922302512774
0	posterior_alpha	0.05582801276831919	1.011622314281886	-1.0742142736696683	7.831462749741952
0	valence	0.8311038920459424	0.40450330521851796	-0.11012107983104777	1.4518806286305612
1	arousal	1.0480026664289868	0.6523243396956061	-0.5119788382200456	2.2719629325978965
1	beta	0.13940568101159076	0.9410688460327151	-1.1450881971978655	6.951929062983013
1	frontal_alpha	-0.11800646268143712	0.864380557977369	-1.1617037866048945	6.098944905361957
1	frontal_theta	-0.14138913700140718	0.8993819757643922	-1.4838287266353902	5.975522117380488
1	gamma	0.16294624671110378	0.9030684787661324	-0.7856230972491047	7.371791778946435
1	hf-hrv	-0.22782969868180103	0.8716450095022561	-1.6783450402961593	2.6702267363292633
1	ibi	-0.21214225058721473	0.9816908085860333	-2.730206524414463	2.771503816845685
1	posterior_alpha	-0.09472688337062705	0.8828287571962605	-1.0861228789541852	6.559330208650304
1	valence	-1.0972896032077668	0.3127850283406849	-1.4354632260540574	-0.053200047735403454
2	arousal	-0.7942626508648214	0.28360247212849365	-1.0692205614066548	0.11305454147404631
2	beta	-0.07772774796604826	0.9130778903052391	-1.2065402572008967	6.772866468698587
2	frontal_alpha	0.08211112192339061	0.9592157576258474	-1.1285106224264037	5.779307518426491
2	frontal_theta	0.07026920907557264	1.0092537711936127	-1.4225102179845275	5.951955383836764
2	gamma	-0.09586146589689773	0.8780729862847095	-0.870629871030807	7.254347801562275
2	hf-hrv	-0.030495996212816685	0.904557961863459	-1.5807745840709155	2.609257040288139
2	ibi	0.07294138200478589	0.9075165419424827	-2.219196300652552	2.941732808602593
2	posterior_alpha	0.08798846276326254	0.970150920104943	-1.0761714519280683	6.250198115121772
2	valence	-0.6485466184730496	0.4936055025603262	-1.3894051510522505	0.40600895851536767
3	arousal	0.6698017964051406	0.5733251104394376	-0.5705456604789504	1.832361660954275
3	beta	0.01864112248890376	0.9365825689864022	-1.1476625609973035	6.635344364126725
3	frontal_alpha	-0.06437282313255385	0.7270197841730116	-1.131323354157022	3.847840250721073
3	frontal_theta	0.00045956177646293105	0.8019631841164867	-1.4140492646284664	3.6629937648819797
3	gamma	0.04576384266163077	0.960274374268804	-0.8048912923314698	7.989109633390754
3	hf-hrv	0.1825187302239463	0.9502113391730043	-1.3912596985124102	3.059459218091524
3	ibi	0.08566570201373215	0.9683920838215598	-2.299086071691089	2.829542768642994
3	posterior_alpha	-0.09223645498383409	0.6782095526297832	-1.066206707325577	3.7558676583899397
3	valence	0.8916065853583888	0.5400798031592251	-0.5301181084012025	1.505137075123961
