Variable	Test	Statistic	p-value	Samples	Significance
hf-hrv	Barlett	56.58	0.0	[310, 342, 409, 331]	True
hf-hrv	Levene	16.82	0.0	[310, 342, 409, 331]	True
ibi	Barlett	70.27	0.0	[310, 342, 409, 331]	True
ibi	Levene	21.33	0.0	[310, 342, 409, 331]	True
