State	Variable	Statistic	Samples	p-value	Significance
0	beta	0.96	495	0.0	True
0	frontal_alpha	0.99	495	0.002	True
0	frontal_theta	0.98	495	0.0	True
0	gamma	0.95	495	0.0	True
0	hf-hrv	0.98	495	0.0	True
0	ibi	0.99	495	0.009	True
0	posterior_alpha	0.99	495	0.003	True
1	beta	0.96	440	0.0	True
1	frontal_alpha	0.99	440	0.02	True
1	frontal_theta	0.98	440	0.0	True
1	gamma	0.95	440	0.0	True
1	hf-hrv	0.95	440	0.0	True
1	ibi	0.97	440	0.0	True
1	posterior_alpha	0.99	440	0.006	True
2	beta	0.9	236	0.0	True
2	frontal_alpha	0.83	236	0.0	True
2	frontal_theta	0.97	236	0.0	True
2	gamma	0.81	236	0.0	True
2	hf-hrv	0.96	236	0.0	True
2	ibi	0.98	236	0.003	True
2	posterior_alpha	0.96	236	0.0	True
3	beta	0.97	219	0.0	True
3	frontal_alpha	0.95	219	0.0	True
3	frontal_theta	0.97	219	0.001	True
3	gamma	0.93	219	0.0	True
3	hf-hrv	0.97	219	0.0	True
3	ibi	0.98	219	0.006	True
3	posterior_alpha	0.96	219	0.0	True
