State	Variable	Statistic	Samples	p-value	Significance
0	arousal	0.72	219	0.0	True
0	beta	0.54	219	0.0	True
0	frontal_alpha	0.83	219	0.0	True
0	frontal_theta	0.53	219	0.0	True
0	gamma	0.45	219	0.0	True
0	hf-hrv	0.89	219	0.0	True
0	ibi	0.99	219	0.068	False
0	posterior_alpha	0.91	219	0.0	True
0	valence	0.88	219	0.0	True
1	arousal	0.87	426	0.0	True
1	beta	0.2	426	0.0	True
1	frontal_alpha	0.85	426	0.0	True
1	frontal_theta	0.79	426	0.0	True
1	gamma	0.29	426	0.0	True
1	hf-hrv	0.9	426	0.0	True
1	ibi	0.99	426	0.015	True
1	posterior_alpha	0.86	426	0.0	True
1	valence	0.66	426	0.0	True
2	arousal	0.84	169	0.0	True
2	beta	0.22	169	0.0	True
2	frontal_alpha	0.87	169	0.0	True
2	frontal_theta	0.69	169	0.0	True
2	gamma	0.26	169	0.0	True
2	hf-hrv	0.77	169	0.0	True
2	ibi	0.98	169	0.017	True
2	posterior_alpha	0.88	169	0.0	True
2	valence	0.91	169	0.0	True
3	arousal	0.79	576	0.0	True
3	beta	0.2	576	0.0	True
3	frontal_alpha	0.82	576	0.0	True
3	frontal_theta	0.76	576	0.0	True
3	gamma	0.2	576	0.0	True
3	hf-hrv	0.91	576	0.0	True
3	ibi	1.0	576	0.162	False
3	posterior_alpha	0.86	576	0.0	True
3	valence	0.84	576	0.0	True
